Name,Team,GS,IP,ERA,K%,BB%,raw_fip,ERA_est
Shane Greene,Chicago Cubs,0,3.0,0.0,0.25,0.1667,3.25,4.2
Daniel Hudson,Los Angeles Dodgers,0,3.0,0.0,0.3571,0.2143,2.91,4.18
Alek Jacob,San Diego Padres,0,3.0,0.0,0.5,0.1,1.5,4.11
Adam Kolarek,New York Mets,0,6.0,0.0,0.3182,0.0455,1.91,4.02
Jacob Latz,Texas Rangers,0,6.3,0.0,0.2273,0.1364,3.09,4.13
Luke Little,Chicago Cubs,0,6.7,0.0,0.4,0.1333,1.9,3.99
Easton McGee,Seattle Mariners,1,6.7,0.0,0.0909,0.0455,3.1,4.12
Packy Naughton,St. Louis Cardinals,0,5.0,0.0,0.2941,0.0588,1.85,4.05
Elvin Rodríguez,Tampa Bay Rays,0,3.3,0.0,0.5,0.0,1.5,4.1
Andrew Saalfrank,Arizona Diamondbacks,0,10.3,0.0,0.1463,0.0976,3.25,4.08
Edwin Uceta,New York Mets,0,3.0,0.0,0.2727,0.1818,4.25,4.25
Thyago Vieira,Milwaukee Brewers,0,3.0,0.0,0.2,0.1,2.91,4.18
Jeffrey Springs,Tampa Bay Rays,3,16.0,0.56,0.4364,0.0727,1.81,3.6
Miguel Díaz,Detroit Tigers,3,14.0,0.64,0.2963,0.0926,2.03,3.73
Brock Stewart,Minnesota Twins,0,27.7,0.65,0.3578,0.1009,2.2,3.3
Kody Funderburk,Minnesota Twins,0,12.0,0.75,0.4043,0.1064,2.66,3.93
Chris Martin,Boston Red Sox,0,51.3,1.05,0.2312,0.0402,2.43,2.69
Danny Young,Atlanta Braves,0,8.3,1.08,0.3143,0.0571,2.41,3.99
Brusdar Graterol,Los Angeles Dodgers,1,67.3,1.2,0.1868,0.0467,3.03,3.03
Josh Hader,San Diego Padres,0,56.3,1.28,0.368,0.1299,2.68,2.78
J.B. Bukauskas,Milwaukee Brewers,0,7.0,1.29,0.2333,0.1,2.96,4.1
Penn Murfee,Seattle Mariners,0,14.0,1.29,0.2759,0.1724,4.25,4.25
Shawn Armstrong,Tampa Bay Rays,6,52.0,1.38,0.2609,0.0531,2.54,2.77
Félix Bautista,Baltimore Orioles,0,61.0,1.48,0.4641,0.1097,1.87,1.87
Tim Mayza,Toronto Blue Jays,0,53.3,1.52,0.2465,0.0698,2.59,2.78
Devin Williams,Milwaukee Brewers,0,58.7,1.53,0.3766,0.1212,2.65,2.69
Jesse Chavez,Atlanta Braves,1,34.7,1.56,0.2708,0.0833,3.05,3.55
Tejay Antone,Cincinnati Reds,1,5.7,1.59,0.3333,0.0952,1.84,4.02
Joe Boyle,Oakland Athletics,3,16.0,1.69,0.25,0.0833,3.12,3.95
Nick Nelson,Philadelphia Phillies,0,5.3,1.69,0.15,0.1,5.69,4.38
Héctor Neris,Houston Astros,0,68.3,1.71,0.2821,0.1136,3.82,3.82
Shelby Miller,Los Angeles Dodgers,1,42.0,1.71,0.2577,0.1166,3.68,3.85
Bowden Francis,Toronto Blue Jays,0,36.3,1.73,0.2574,0.0588,3.85,4.01
José Alvarado,Philadelphia Phillies,0,41.3,1.74,0.3721,0.1047,2.4,2.98
Bryan Abreu,Houston Astros,0,72.0,1.75,0.3484,0.108,2.97,2.97
Tom Cosgrove,San Diego Padres,0,51.3,1.75,0.2146,0.0927,3.7,3.78
