Name,Team,GS,IP,ERA,K%,BB%,H9,raw_fip,ERA_est
Garrett Acton,Tampa Bay Rays,0,1.0,0.0,0.0,0.4,8.65,9.0,4.33
Jacob Amaya,Chicago White Sox,0,1.0,0.0,0.0,0.0,8.65,3.14,4.23
Hunter Barco,Pittsburgh Pirates,0,3.0,0.0,0.25,0.0,8.81,1.5,4.11
Nick Burdi,Boston Red Sox,0,5.3,0.0,0.2381,0.0952,8.77,2.39,4.08
Alec Burleson,St. Louis Cardinals,0,1.0,0.0,0.0,0.0,8.8,6.14,4.28
Ryan Burr,Toronto Blue Jays,0,2.0,0.0,0.375,0.125,8.66,1.64,4.16
Willi Castro,Minnesota Twins,0,1.0,0.0,0.0,0.0,8.8,3.14,4.23
Logan Davidson,Los Angeles Angels,0,1.0,0.0,0.3333,0.0,8.65,1.5,4.2
Ezequiel Duran,Texas Rangers,0,3.3,0.0,0.0,0.0,8.46,3.14,4.19
Jhonathan Díaz,Seattle Mariners,0,1.3,0.0,0.2,0.0,8.75,1.64,4.19
Nate Eaton,Boston Red Sox,0,1.0,0.0,0.0,0.0,8.95,3.14,4.23
Jose Espada,Baltimore Orioles,0,3.0,0.0,0.4444,0.0,8.51,1.5,4.11
Ryan Fitzgerald,Minnesota Twins,0,2.0,0.0,0.0,0.0,8.81,3.14,4.21
Dom Hamel,New York Mets,0,1.0,0.0,0.0,0.0,9.1,6.14,4.28
Garrett Hampson,St. Louis Cardinals,0,1.0,0.0,0.0,0.0,8.65,3.14,4.23
Hunter Harvey,Kansas City Royals,0,10.7,0.0,0.2821,0.0256,8.14,1.5,3.76
Niko Kavadas,Los Angeles Angels,0,1.7,0.0,0.1111,0.1111,9.01,3.74,4.24
Casey Kelly,Arizona Diamondbacks,0,1.7,0.0,0.0,0.1667,8.71,4.94,4.27
Isiah Kiner-Falefa,Toronto Blue Jays,0,0.7,0.0,0.0,0.0,8.7,3.14,4.24
Christian Koss,San Francisco Giants,0,4.0,0.0,0.0,0.0,8.81,3.14,4.18
Alex Lange,Detroit Tigers,0,1.0,0.0,0.1667,0.1667,8.95,4.14,4.25
Nicky Lopez,Los Angeles Angels,0,0.3,0.0,0.0,0.5,8.75,9.0,4.28
Willie MacIver,Athletics,0,2.0,0.0,0.0,0.0,9.11,3.14,4.21
Luke Maile,Kansas City Royals,0,1.0,0.0,0.0,0.25,8.65,6.14,4.28
Miles Mastrobuoni,Seattle Mariners,0,1.0,0.0,0.0,0.3333,8.8,9.0,4.33
Zach McKinstry,Detroit Tigers,0,0.3,0.0,0.0,0.0,8.75,3.14,4.24
Christian Montes De Oca,Arizona Diamondbacks,0,2.7,0.0,0.2222,0.1111,8.41,2.76,4.18
