Name,Team,GS,IP,ERA,K%,BB%,raw_fip,ERA_est
Matt Brash,Seattle Mariners,0,6.3,0.0,0.1818,0.0455,2.3,4.04
Huascar Brazobán,New York Mets,0,9.0,0.0,0.2,0.0,1.53,3.84
Dylan Dodd,Atlanta Braves,0,3.0,0.0,0.2,0.0,1.75,4.13
Lazaro Estrada,Toronto Blue Jays,0,4.0,0.0,0.2143,0.1429,3.09,4.17
Kyle Finnegan,Detroit Tigers,0,9.0,0.0,0.0833,0.2222,5.09,4.38
Rico Garcia,Baltimore Orioles,0,10.0,0.0,0.303,0.0909,1.99,3.87
Tanner Gordon,Colorado Rockies,0,4.0,0.0,0.2857,0.0714,1.84,4.09
Tim Herrin,Cleveland Guardians,0,4.0,0.0,0.1579,0.1579,3.84,4.22
Raisel Iglesias,Atlanta Braves,0,7.7,0.0,0.3846,0.0,1.5,3.9
Craig Kimbrel,New York Mets,0,3.0,0.0,0.1818,0.0909,2.75,4.18
Joel Kuhnel,Athletics,0,6.0,0.0,0.15,0.0,2.09,4.03
Riley Martin,Chicago Cubs,1,5.3,0.0,0.2778,0.0,1.5,4.01
Mason Miller,San Diego Padres,0,10.3,0.0,0.7143,0.0571,1.5,3.78
Riley O'Brien,St. Louis Cardinals,0,11.0,0.0,0.3243,0.0,1.5,3.75
Daniel Palencia,Chicago Cubs,0,5.0,0.0,0.2632,0.1053,2.29,4.09
JoJo Romero,St. Louis Cardinals,0,11.3,0.0,0.1395,0.0698,3.09,4.03
Tyler Samaniego,Boston Red Sox,0,3.7,0.0,0.2857,0.2143,3.36,4.2
Tony Santillan,Cincinnati Reds,0,10.0,0.0,0.3243,0.1622,2.49,3.96
Jesse Scholtens,Tampa Bay Rays,0,9.7,0.0,0.1944,0.0833,2.88,4.03
Antonio Senzatela,Colorado Rockies,0,12.3,0.0,0.3488,0.0698,1.5,3.68
Justin Slaten,Boston Red Sox,0,3.3,0.0,0.3571,0.1429,1.89,4.12
Ryan Thompson,Arizona Diamondbacks,0,8.7,0.0,0.1562,0.0938,2.97,4.07
Blake Treinen,Los Angeles Dodgers,0,6.7,0.0,0.2308,0.1154,2.64,4.07
Louis Varland,Toronto Blue Jays,0,11.0,0.0,0.3902,0.0732,1.5,3.75
Alex Vesia,Los Angeles Dodgers,0,8.3,0.0,0.3333,0.1,1.77,3.91
Brandon Young,Baltimore Orioles,1,5.0,0.0,0.1111,0.1111,3.49,4.19
José Soriano,Los Angeles Angels,5,32.7,0.28,0.325,0.1083,2.29,3.18
Shohei Ohtani,Los Angeles Dodgers,3,18.0,0.5,0.2609,0.087,2.25,3.65
Tyler Phillips,Miami Marlins,0,12.0,0.75,0.283,0.1509,2.84,3.97
Bryce Elder,Atlanta Braves,4,23.3,0.77,0.2527,0.0769,2.7,3.65
Gregory Soto,Pittsburgh Pirates,0,11.7,0.77,0.3636,0.1364,3.26,4.06
Dennis Santana,Pittsburgh Pirates,0,11.0,0.82,0.1667,0.119,3.45,4.1
Hunter Brown,Houston Astros,2,10.7,0.84,0.3953,0.1395,1.59,3.78
Braydon Fisher,Toronto Blue Jays,1,10.7,0.84,0.3243,0.027,2.62,3.96
Bradgley Rodriguez,San Diego Padres,0,10.7,0.84,0.2326,0.0465,1.78,3.81
Tyler Rogers,Toronto Blue Jays,0,10.7,0.84,0.1136,0.0909,3.28,4.08
Tyler Alexander,Texas Rangers,0,10.3,0.87,0.2045,0.0682,2.51,3.95
Gordon Graceffo,St. Louis Cardinals,0,10.3,0.87,0.1579,0.1579,3.96,4.2
Caleb Kilian,San Francisco Giants,0,10.0,0.9,0.3684,0.1579,3.69,4.16
Chad Patrick,Milwaukee Brewers,3,19.0,0.95,0.12,0.0933,3.93,4.15
Eduard Bazardo,Seattle Mariners,0,9.3,0.96,0.2105,0.1316,2.98,4.05
Brennan Bernardino,Colorado Rockies,1,9.3,0.96,0.2162,0.0811,2.66,4.0
Brock Burke,Cincinnati Reds,0,9.3,0.96,0.2821,0.1026,2.02,3.9
DL Hall,Milwaukee Brewers,0,9.3,0.96,0.2821,0.1538,4.37,4.27
Tyler Holton,Detroit Tigers,0,9.3,0.96,0.1892,0.1081,4.59,4.3
Tim Hill,New York Yankees,0,9.0,1.0,0.1,0.0,2.42,3.98
Dylan Lee,Atlanta Braves,0,9.0,1.0,0.2727,0.0303,1.5,3.84
Michael Wacha,Kansas City Royals,4,27.0,1.0,0.2347,0.0816,3.35,3.84
Jalen Beeks,Texas Rangers,0,8.7,1.04,0.2,0.0857,2.51,4.0
Jaden Hill,Colorado Rockies,0,8.7,1.04,0.2105,0.1579,3.32,4.12
John King,Miami Marlins,0,8.7,1.04,0.2647,0.1176,4.59,4.3
Tanner Scott,Los Angeles Dodgers,0,8.7,1.04,0.2667,0.0,2.74,4.03
Robert Suarez,Atlanta Braves,0,8.7,1.04,0.303,0.0303,1.5,3.85
Parker Messick,Cleveland Guardians,4,25.7,1.05,0.2688,0.0753,2.46,3.49
Andrew Hoffmann,Arizona Diamondbacks,0,8.0,1.13,0.2353,0.1471,4.96,4.35
Bryan King,Houston Astros,0,8.0,1.13,0.3235,0.0882,1.84,3.93
