Name,Team,GS,IP,ERA,K%,BB%,raw_fip,ERA_est
Brent Headrick,New York Yankees,0,13.0,2.08,0.2373,0.0847,2.13,3.79
Brooks Raley,New York Mets,0,8.7,2.08,0.2778,0.1111,3.71,4.17
Clay Holmes,New York Mets,5,30.0,2.1,0.1583,0.0833,4.26,4.26
Nick Martinez,Tampa Bay Rays,5,30.0,2.1,0.1639,0.0656,3.9,4.07
Dylan Cease,Toronto Blue Jays,5,25.7,2.1,0.3964,0.1261,1.5,3.07
Brent Suter,Los Angeles Angels,1,17.0,2.12,0.2615,0.1077,3.89,4.15
Juan Morillo,Arizona Diamondbacks,0,12.7,2.13,0.28,0.08,2.89,3.96
Jacob deGrom,Texas Rangers,5,25.3,2.13,0.3465,0.0693,3.25,3.83
Riley Martin,Chicago Cubs,1,8.3,2.16,0.3226,0.0645,3.01,4.08
Connor Phillips,Cincinnati Reds,0,16.7,2.16,0.2192,0.1918,4.87,4.42
Kai-Wei Teng,Houston Astros,0,16.7,2.16,0.25,0.0938,4.63,4.36
Shota Imanaga,Chicago Cubs,5,29.0,2.17,0.2963,0.0556,2.89,3.59
Hoby Milner,Chicago Cubs,0,12.3,2.19,0.0612,0.0816,5.16,4.44
Cade Povich,Baltimore Orioles,1,12.3,2.19,0.1458,0.0625,3.78,4.15
Dylan Dodd,Atlanta Braves,0,4.0,2.25,0.25,0.0625,1.88,4.09
Julian Fernández,Washington Nationals,0,4.0,2.25,0.1667,0.1111,6.38,4.39
Kyle Hurt,Los Angeles Dodgers,0,4.0,2.25,0.375,0.0,1.5,4.07
Jovani Morán,Boston Red Sox,0,16.0,2.25,0.2462,0.1385,4.44,4.3
Carlos Rodriguez,Milwaukee Brewers,0,4.0,2.25,0.2941,0.0,3.88,4.23
Michael King,San Diego Padres,5,27.7,2.28,0.2321,0.125,3.67,3.98
Landen Roupp,San Francisco Giants,5,27.7,2.28,0.2818,0.1091,2.41,3.4
Kyle Freeland,Colorado Rockies,3,15.7,2.3,0.194,0.0597,3.83,4.14
DL Hall,Milwaukee Brewers,1,11.7,2.31,0.2745,0.1961,4.67,4.33
Wandy Peralta,San Diego Padres,0,11.7,2.31,0.2245,0.0612,4.24,4.25
Tony Santillan,Cincinnati Reds,0,11.7,2.31,0.2889,0.1333,4.67,4.33
Hogan Harris,Athletics,0,15.3,2.35,0.2174,0.1739,4.56,4.33
Joel Kuhnel,Athletics,0,7.7,2.35,0.1,0.0,2.35,4.01
Chad Patrick,Milwaukee Brewers,3,23.0,2.35,0.117,0.0851,4.35,4.29
Ben Brown,Chicago Cubs,0,19.0,2.37,0.2597,0.0779,2.66,3.75
Andrew Hoffmann,Arizona Diamondbacks,0,11.3,2.38,0.25,0.1458,6.57,4.69
Pierce Johnson,Cincinnati Reds,0,11.3,2.38,0.2609,0.0435,2.69,3.96
Tanner Scott,Los Angeles Dodgers,0,11.3,2.38,0.2195,0.0244,4.1,4.22
Max Fried,New York Yankees,6,41.3,2.4,0.2051,0.0641,2.77,3.23
Braxton Ashcraft,Pittsburgh Pirates,5,29.7,2.43,0.2759,0.0776,2.42,3.35
Spencer Arrighetti,Houston Astros,2,11.0,2.45,0.25,0.1538,3.77,4.16
Zach Eflin,Baltimore Orioles,1,3.7,2.45,0.4118,0.1176,4.49,4.26
Ryan Fernandez,St. Louis Cardinals,0,3.7,2.45,0.25,0.1,2.04,4.11
Tyler Glasnow,Los Angeles Dodgers,5,33.0,2.45,0.3167,0.0583,2.25,3.15
Cade Horton,Chicago Cubs,2,7.3,2.45,0.1538,0.0769,4.63,4.3
Will Klein,Los Angeles Dodgers,0,11.0,2.45,0.2667,0.0667,1.77,3.79
Drew Rasmussen,Tampa Bay Rays,5,25.7,2.45,0.2653,0.0408,4.1,4.19
Yoshinobu Yamamoto,Los Angeles Dodgers,5,32.7,2.48,0.2276,0.0407,3.16,3.66
Paul Skenes,Pittsburgh Pirates,6,29.0,2.48,0.2727,0.0636,2.89,3.59
Michael Wacha,Kansas City Royals,5,32.3,2.51,0.2276,0.0813,3.62,3.91
JT Brubaker,San Francisco Giants,0,14.3,2.51,0.1803,0.1475,4.39,4.28
Casey Mize,Detroit Tigers,5,28.7,2.51,0.2735,0.0855,2.96,3.63
Keaton Winn,San Francisco Giants,0,10.7,2.53,0.3421,0.0526,1.5,3.76
Brandon Young,Baltimore Orioles,2,10.7,2.53,0.1628,0.0698,3.88,4.18
Grant Anderson,Milwaukee Brewers,0,14.0,2.57,0.2115,0.1154,2.84,3.92
Chase Burns,Cincinnati Reds,5,28.0,2.57,0.2703,0.0991,4.02,4.14
Kevin Gausman,Toronto Blue Jays,6,35.0,2.57,0.2754,0.0435,2.59,3.28
JR Ritchie,Atlanta Braves,1,7.0,2.57,0.2692,0.0769,5.7,4.42
Evan Sisk,Pittsburgh Pirates,0,7.0,2.57,0.3226,0.0968,1.99,3.99
Will Warren,New York Yankees,6,31.3,2.59,0.2868,0.0543,2.78,3.48
Aaron Ashby,Milwaukee Brewers,1,17.3,2.6,0.3784,0.1216,2.21,3.66
Tobias Myers,New York Mets,1,17.3,2.6,0.2188,0.0312,3.36,3.99
Michael Soroka,Arizona Diamondbacks,5,27.7,2.6,0.2957,0.0609,2.7,3.53
Chase Silseth,Los Angeles Angels,0,10.3,2.61,0.2083,0.1667,4.77,4.34
Sam Bachman,Los Angeles Angels,0,13.7,2.63,0.2778,0.1481,2.69,3.89
Nolan McLean,New York Mets,5,30.3,2.67,0.3333,0.0702,2.37,3.3
Garrett Acton,Minnesota Twins,0,6.7,2.7,0.3214,0.1071,2.23,4.03
Brant Hurter,Detroit Tigers,0,10.0,2.7,0.175,0.075,3.93,4.2
Luis Medina,Athletics,0,10.0,2.7,0.2439,0.122,3.93,4.2
Martín Pérez,Atlanta Braves,3,23.3,2.7,0.1538,0.0659,4.63,4.4
Robbie Ray,San Francisco Giants,6,33.3,2.7,0.2593,0.1037,4.24,4.24
Gabe Speier,Seattle Mariners,0,10.0,2.7,0.2273,0.0682,3.63,4.15
Grant Wolfram,Baltimore Orioles,0,10.0,2.7,0.3556,0.0222,1.5,3.79
Tarik Skubal,Detroit Tigers,6,36.3,2.72,0.2676,0.0423,1.97,2.87
Edward Cabrera,Chicago Cubs,5,29.7,2.73,0.1849,0.0924,3.64,3.95
Cooper Criswell,Seattle Mariners,0,13.0,2.77,0.2449,0.0612,5.21,4.46
Steven Okert,Houston Astros,0,13.0,2.77,0.1837,0.102,3.9,4.17
Ryan Helsley,Baltimore Orioles,0,9.7,2.79,0.3488,0.1628,2.2,3.92
Eli Morgan,Kansas City Royals,0,9.7,2.79,0.2093,0.1395,5.82,4.5
Chris Sale,Atlanta Braves,5,29.0,2.79,0.2522,0.0609,4.41,4.33
Emerson Hancock,Seattle Mariners,5,28.7,2.83,0.2667,0.0381,3.97,4.11
Erik Sabrowski,Cleveland Guardians,0,12.7,2.84,0.4082,0.102,2.18,3.81
Chase Dollander,Colorado Rockies,0,25.0,2.88,0.3077,0.0673,3.33,3.87
Connelly Early,Boston Red Sox,5,25.0,2.88,0.2243,0.1215,4.17,4.22
Eduardo Rodriguez,Arizona Diamondbacks,5,28.0,2.89,0.15,0.1,4.99,4.59
Taj Bradley,Minnesota Twins,6,34.0,2.91,0.2517,0.0884,3.81,4.0
David Morgan,San Diego Padres,0,12.3,2.92,0.2373,0.1695,4.83,4.37
Jesse Scholtens,Tampa Bay Rays,1,15.3,2.93,0.2097,0.0484,3.26,4.0
Cristopher Sánchez,Philadelphia Phillies,6,33.7,2.94,0.281,0.0654,2.62,3.34
George Kirby,Seattle Mariners,6,39.3,2.97,0.1895,0.0588,3.82,3.97
Orion Kerkering,Philadelphia Phillies,0,9.0,3.0,0.15,0.15,5.24,4.4
Richard Lovelady,Washington Nationals,0,12.0,3.0,0.1852,0.1481,4.55,4.31
Nick Mears,Kansas City Royals,0,9.0,3.0,0.1579,0.1579,3.8,4.18
Alan Rangel,Philadelphia Phillies,0,3.0,3.0,0.4167,0.0,1.5,4.11
Ryan Walker,San Francisco Giants,0,12.0,3.0,0.2353,0.1176,3.71,4.14
Sandy Alcantara,Miami Marlins,6,41.3,3.05,0.1627,0.0783,4.1,4.14
Kyle Harrison,Milwaukee Brewers,4,17.7,3.06,0.2338,0.0909,4.26,4.25
Eric Orze,Minnesota Twins,0,11.7,3.09,0.234,0.0851,2.27,3.87
Jack Kochanowicz,Los Angeles Angels,5,29.0,3.1,0.1557,0.1393,4.13,4.19
Rhett Lowder,Cincinnati Reds,5,29.0,3.1,0.1525,0.0763,3.27,3.78
Caleb Thielbar,Chicago Cubs,0,8.7,3.12,0.2895,0.1316,5.32,4.4
Zac Gallen,Arizona Diamondbacks,6,28.7,3.14,0.1417,0.0583,3.58,3.93
Carter Baumler,Texas Rangers,0,5.7,3.18,0.2222,0.2222,7.01,4.51
Jose Franco,Cincinnati Reds,0,5.7,3.18,0.1481,0.1852,4.37,4.26
Mitch Keller,Pittsburgh Pirates,6,34.0,3.18,0.1825,0.0803,3.1,3.6
Ryan Weathers,New York Yankees,6,33.7,3.21,0.292,0.0584,3.4,3.77
Grant Taylor,Chicago White Sox,4,14.0,3.21,0.3621,0.069,1.5,3.61
Peter Lambert,Houston Astros,2,11.0,3.27,0.3333,0.0833,1.86,3.81
Gavin Williams,Cleveland Guardians,6,35.7,3.28,0.3099,0.1338,4.45,4.37
Carmen Mlodzinski,Pittsburgh Pirates,4,24.7,3.28,0.2407,0.0926,2.36,3.47
Lake Bachar,Miami Marlins,0,13.7,3.29,0.2857,0.125,4.23,4.24
Taylor Clarke,Arizona Diamondbacks,0,13.7,3.29,0.1132,0.0189,3.86,4.16
Michael McGreevy,St. Louis Cardinals,5,27.3,3.29,0.1429,0.0476,4.48,4.36
Spencer Miles,Toronto Blue Jays,0,13.7,3.29,0.2069,0.069,4.15,4.23
Justin Sterner,Athletics,0,13.7,3.29,0.2581,0.0806,2.84,3.93
Jacob Misiorowski,Milwaukee Brewers,6,32.7,3.31,0.3723,0.0949,3.25,3.71
Jack Anderson,Boston Red Sox,0,8.0,3.38,0.1875,0.0625,4.0,4.22
David Bednar,New York Yankees,0,10.7,3.38,0.2653,0.102,2.1,3.87
Coleman Crow,Milwaukee Brewers,1,5.3,3.38,0.1905,0.0476,2.19,4.07
Robert Garcia,Texas Rangers,0,8.0,3.38,0.1765,0.2059,4.25,4.25
Foster Griffin,Washington Nationals,5,26.7,3.38,0.1982,0.0721,4.93,4.55
Michael Petersen,Miami Marlins,0,10.7,3.38,0.2619,0.0952,3.41,4.1
Tyler Wells,Baltimore Orioles,0,16.0,3.38,0.2615,0.0615,3.57,4.07
Framber Valdez,Detroit Tigers,6,34.3,3.41,0.1622,0.0946,3.8,3.99
Erick Fedde,Chicago White Sox,3,26.3,3.42,0.1481,0.1019,4.88,4.53
Tomoyuki Sugano,Colorado Rockies,5,26.3,3.42,0.1743,0.055,4.84,4.51
Albert Suárez,Baltimore Orioles,0,13.0,3.46,0.1132,0.0943,6.36,4.71
Clayton Beeter,Washington Nationals,0,10.3,3.48,0.1957,0.1739,6.52,4.64
Jaden Hill,Colorado Rockies,0,10.3,3.48,0.2245,0.1429,4.29,4.26
Kumar Rocker,Texas Rangers,4,20.7,3.48,0.2111,0.0889,3.86,4.11
Cole Sands,Minnesota Twins,0,10.3,3.48,0.2326,0.093,3.61,4.14
Gus Varland,Washington Nationals,0,10.3,3.48,0.2553,0.0638,2.94,4.02
Aaron Bummer,Atlanta Braves,0,7.7,3.52,0.1714,0.0857,4.83,4.32
Noah Schultz,Chicago White Sox,3,15.3,3.52,0.2857,0.1429,3.39,4.03
Jonathan Loáisiga,Arizona Diamondbacks,0,12.7,3.55,0.2115,0.0385,3.13,4.01
JoJo Romero,St. Louis Cardinals,0,12.7,3.55,0.1154,0.0769,4.39,4.28
Joey Cantillo,Cleveland Guardians,6,30.3,3.56,0.272,0.104,3.99,4.12
Hunter Gaddis,Cleveland Guardians,0,5.0,3.6,0.3158,0.0526,3.93,4.22
Zack Wheeler,Philadelphia Phillies,1,5.0,3.6,0.3,0.15,2.53,4.11
Grant Holmes,Atlanta Braves,6,32.3,3.62,0.1852,0.1037,4.89,4.6
Janson Junk,Miami Marlins,5,27.0,3.67,0.1545,0.0636,3.72,4.01
Patrick Corbin,Toronto Blue Jays,3,14.7,3.68,0.2034,0.0678,4.49,4.31
Kenley Jansen,Detroit Tigers,0,7.3,3.68,0.2812,0.0938,5.45,4.4
Keider Montero,Detroit Tigers,4,22.0,3.68,0.2118,0.0353,1.9,3.39
Zach Pop,Philadelphia Phillies,1,7.3,3.68,0.1935,0.0968,3.13,4.11
Joe Mantiply,Toronto Blue Jays,0,9.7,3.72,0.3171,0.0732,3.03,4.05
J.T. Ginn,Athletics,3,21.7,3.74,0.1977,0.093,5.07,4.55
Reynaldo López,Atlanta Braves,5,21.7,3.74,0.2105,0.1158,5.35,4.65
Scott Barlow,Athletics,0,12.0,3.75,0.2157,0.1373,5.46,4.49
Ron Marinaccio,San Diego Padres,0,14.3,3.77,0.1964,0.0714,4.25,4.25
Cole Sulser,Tampa Bay Rays,1,14.3,3.77,0.1364,0.1061,4.25,4.25
Brandon Woodruff,Milwaukee Brewers,5,28.7,3.77,0.2,0.0522,4.07,4.16
Jeffrey Springs,Athletics,6,35.7,3.79,0.2183,0.0775,4.22,4.23
Bryan Baker,Tampa Bay Rays,0,9.3,3.86,0.2632,0.0789,3.34,4.11
Jonathan Bowlan,Philadelphia Phillies,0,7.0,3.86,0.2759,0.0345,1.5,3.93
Aaron Civale,Athletics,5,25.7,3.86,0.1875,0.0625,3.95,4.12
Enyel De Los Santos,Houston Astros,0,9.3,3.86,0.2051,0.0769,3.77,4.18
Brad Keller,Philadelphia Phillies,0,11.7,3.86,0.2174,0.0652,4.42,4.28
Peyton Pallette,Cleveland Guardians,0,11.7,3.86,0.2353,0.1176,4.24,4.25
Jack Perkins,Athletics,0,9.3,3.86,0.2927,0.0732,2.17,3.93
Justin Topa,Minnesota Twins,0,11.7,3.86,0.1373,0.098,4.33,4.27
Bryan Woo,Seattle Mariners,6,35.0,3.86,0.1915,0.0426,3.76,3.96
Freddy Peralta,New York Mets,6,32.3,3.9,0.259,0.0935,3.9,4.06
Joe Ryan,Minnesota Twins,6,32.3,3.9,0.25,0.0606,3.22,3.7
Shane McClanahan,Tampa Bay Rays,5,23.0,3.91,0.2475,0.1287,3.22,3.85
Bailey Ober,Minnesota Twins,6,32.0,3.94,0.203,0.0827,3.88,4.05
Kyle Bradish,Baltimore Orioles,5,25.0,3.96,0.2435,0.113,3.49,3.93
Max Meyer,Miami Marlins,5,25.0,3.96,0.2523,0.0991,3.49,3.93
Kevin Ginkel,Arizona Diamondbacks,0,11.3,3.97,0.3125,0.0625,1.5,3.73
Mason Montgomery,Pittsburgh Pirates,1,11.3,3.97,0.4118,0.1176,2.16,3.86
Mick Abel,Minnesota Twins,3,20.3,3.98,0.2473,0.1075,2.79,3.75
Fernando Cruz,New York Yankees,0,9.0,4.0,0.3571,0.1905,5.69,4.47
Zack Kelly,Boston Red Sox,0,9.0,4.0,0.1765,0.0294,3.57,4.15
Erik Miller,San Francisco Giants,0,9.0,4.0,0.3659,0.1463,1.8,3.88
Ranger Suarez,Boston Red Sox,5,27.0,4.0,0.1776,0.0748,4.06,4.16
Cade Cavalli,Washington Nationals,6,24.7,4.01,0.2414,0.1034,2.81,3.66
Kris Bubic,Kansas City Royals,5,28.7,4.08,0.2566,0.115,3.83,4.05
Reid Detmers,Los Angeles Angels,5,28.7,4.08,0.2583,0.0667,3.03,3.66
Jack Dreyer,Los Angeles Dodgers,0,11.0,4.09,0.3023,0.1163,3.31,4.08
Dean Kremer,Baltimore Orioles,2,11.0,4.09,0.3721,0.0465,5.49,4.48
Connor Seabold,Detroit Tigers,0,11.0,4.09,0.22,0.1,5.13,4.41
Sean Burke,Chicago White Sox,4,26.3,4.1,0.1835,0.0642,4.0,4.14
Luis Gil,New York Yankees,3,15.3,4.11,0.1385,0.1231,7.3,5.03
Dietrich Enns,Baltimore Orioles,0,4.3,4.15,0.35,0.25,3.36,4.19
Cade Smith,Cleveland Guardians,0,13.0,4.15,0.2632,0.0702,2.75,3.92
Brad Lord,Washington Nationals,0,19.3,4.19,0.1585,0.0488,4.73,4.41
Shawn Armstrong,Cleveland Guardians,0,10.7,4.22,0.2766,0.1489,5.38,4.45
Bryan King,Houston Astros,0,10.7,4.22,0.24,0.1,3.13,4.05
Greg Weissert,Boston Red Sox,0,10.7,4.22,0.3333,0.0833,4.91,4.37
Cody Laweryson,Minnesota Twins,0,6.3,4.26,0.3077,0.0769,2.5,4.07
Andre Pallante,St. Louis Cardinals,5,25.3,4.26,0.1754,0.1228,4.99,4.56
Sonny Gray,Boston Red Sox,5,23.0,4.3,0.1313,0.0505,4.48,4.34
MacKenzie Gore,Texas Rangers,6,31.0,4.35,0.3158,0.1128,4.07,4.15
Abner Uribe,Milwaukee Brewers,0,10.3,4.35,0.2619,0.0714,3.13,4.06
Logan Gilbert,Seattle Mariners,6,33.0,4.36,0.2574,0.0515,3.01,3.57
Jordan Hicks,Chicago White Sox,0,12.3,4.38,0.1186,0.2034,4.91,4.39
Kevin Kelly,Tampa Bay Rays,0,12.3,4.38,0.234,0.0851,3.62,4.12
Germán Márquez,San Diego Padres,5,24.7,4.38,0.1619,0.0667,5.89,4.92
Emilio Pagán,Cincinnati Reds,0,12.3,4.38,0.1923,0.1154,5.32,4.47
PJ Poulin,Washington Nationals,4,14.3,4.4,0.1429,0.127,6.48,4.78
Tanner Bibee,Cleveland Guardians,6,30.3,4.45,0.1985,0.084,4.65,4.45
Hunter Bigge,Tampa Bay Rays,0,8.0,4.5,0.1429,0.2,6.13,4.5
Paul Blackburn,New York Yankees,0,8.0,4.5,0.1282,0.0769,3.0,4.08
Seranthony Domínguez,Chicago White Sox,0,10.0,4.5,0.2917,0.1667,5.93,4.53
Calvin Faucher,Miami Marlins,0,8.0,4.5,0.3077,0.2051,3.13,4.1
Tyler Holton,Detroit Tigers,0,12.0,4.5,0.1455,0.1455,5.13,4.43
Tim Mayza,Philadelphia Phillies,0,14.0,4.5,0.2373,0.1017,4.49,4.31
Sean Newcomb,Chicago White Sox,0,16.0,4.5,0.1972,0.0845,2.5,3.78
Nick Pivetta,San Diego Padres,4,16.0,4.5,0.3636,0.0909,1.5,3.52
Connor Prielipp,Minnesota Twins,1,4.0,4.5,0.3529,0.0,1.5,4.07
Paxton Schultz,Washington Nationals,0,8.0,4.5,0.2,0.0286,5.38,4.4
Paul Sewald,Arizona Diamondbacks,0,10.0,4.5,0.3077,0.0769,5.53,4.46
Lucas Sims,Chicago White Sox,0,10.0,4.5,0.2174,0.1522,4.83,4.35
Cole Winn,Texas Rangers,0,12.0,4.5,0.2692,0.0962,4.21,4.24
Ryan Yarbrough,New York Yankees,0,10.0,4.5,0.1429,0.0952,5.03,4.38
Jameson Taillon,Chicago Cubs,5,27.7,4.55,0.2155,0.1034,6.02,5.07
Eury Pérez,Miami Marlins,6,31.3,4.6,0.2426,0.1029,5.04,4.66
Colin Rea,Chicago Cubs,3,27.3,4.61,0.2051,0.0769,3.9,4.09
Casey Legumina,Seattle Mariners,0,11.7,4.63,0.1698,0.0566,3.13,4.03
Kyle Backhus,Philadelphia Phillies,1,9.7,4.66,0.2439,0.0244,4.06,4.22
Sean Manaea,New York Mets,0,19.3,4.66,0.2235,0.0941,3.91,4.14
Matt Strahm,Kansas City Royals,0,9.7,4.66,0.2381,0.0952,5.3,4.42
Ryan Thompson,Arizona Diamondbacks,0,9.7,4.66,0.15,0.125,6.44,4.6
Jacob Webb,Chicago Cubs,0,9.7,4.66,0.2292,0.125,5.41,4.44
Blake Treinen,Los Angeles Dodgers,0,7.7,4.7,0.2286,0.0857,5.61,4.42
Matthew Liberatore,St. Louis Cardinals,6,30.3,4.75,0.1407,0.0815,6.39,5.33
Trevor Rogers,Baltimore Orioles,6,30.3,4.75,0.203,0.0752,3.72,3.98
George Soriano,St. Louis Cardinals,0,11.3,4.76,0.1915,0.1277,4.54,4.31
Walbert Urena,Los Angeles Angels,2,11.3,4.76,0.2167,0.1667,4.63,4.32
Emmet Sheehan,Los Angeles Dodgers,5,26.3,4.78,0.2545,0.0818,4.12,4.19
Steven Matz,Tampa Bay Rays,5,24.3,4.81,0.2451,0.098,5.1,4.6
Jake Irvin,Washington Nationals,6,29.7,4.85,0.2636,0.0853,4.11,4.18
Logan Webb,San Francisco Giants,6,37.0,4.86,0.1988,0.0807,3.32,3.68
Bubba Chandler,Pittsburgh Pirates,5,24.0,4.88,0.1944,0.1481,5.67,4.82
Kyle Hart,San Diego Padres,0,14.7,4.91,0.1167,0.0833,3.61,4.09
Edgardo Henriquez,Los Angeles Dodgers,0,7.3,4.91,0.2581,0.0968,4.36,4.26
Zak Kent,Minnesota Twins,0,3.7,4.91,0.1,0.25,9.0,4.54
Jared Shuster,St. Louis Cardinals,0,3.7,4.91,0.0667,0.1333,4.22,4.25
Brady Singer,Cincinnati Reds,6,29.0,4.97,0.1418,0.0522,4.99,4.61
Jack Leiter,Texas Rangers,5,25.3,4.97,0.2589,0.0982,3.8,4.06
