Name,Team,GS,IP,ERA,K%,BB%,H9,raw_fip,ERA_est
Jeremiah Estrada,San Diego Padres,0,19.3,2.79,0.2933,0.1067,7.61,3.38,3.97
Kevin Kelly,Tampa Bay Rays,0,25.7,2.81,0.1957,0.0543,7.29,3.38,3.88
Gavin Collyer,Texas Rangers,0,16.0,2.81,0.2143,0.1714,7.8,4.19,4.23
Brant Hurter,Detroit Tigers,0,25.3,2.84,0.1782,0.1188,7.33,3.7,4.02
Bryan King,Houston Astros,0,25.3,2.84,0.1727,0.0909,8.53,3.62,3.98
Caleb Thielbar,Chicago Cubs,0,12.7,2.84,0.2679,0.1429,8.29,4.65,4.33
Juan Morillo,Arizona Diamondbacks,0,22.0,2.86,0.2688,0.0968,7.82,2.89,3.75
John Schreiber,Kansas City Royals,0,22.0,2.86,0.1304,0.1087,8.42,5.25,4.62
Justin Wrobleski,Los Angeles Dodgers,9,62.7,2.87,0.16,0.056,7.04,3.39,3.39
Paul Skenes,Pittsburgh Pirates,12,65.3,2.89,0.2941,0.0471,6.06,2.7,2.7
Luke Weaver,New York Mets,0,24.7,2.92,0.2376,0.0792,8.03,3.27,3.85
Joe Ryan,Minnesota Twins,12,64.3,2.94,0.2745,0.0549,6.44,2.59,2.59
Tyler Samaniego,Boston Red Sox,1,18.3,2.95,0.1852,0.0864,8.96,3.61,4.06
Connelly Early,Boston Red Sox,11,61.0,2.95,0.2244,0.0866,7.23,4.44,4.44
JT Brubaker,San Francisco Giants,0,27.3,2.96,0.1638,0.1293,8.39,3.8,4.04
Christian Scott,New York Mets,7,30.3,2.97,0.2815,0.1185,8.25,3.07,3.65
Max Meyer,Miami Marlins,12,66.7,2.97,0.2671,0.0903,6.48,3.13,3.13
Michael McGreevy,St. Louis Cardinals,11,60.3,2.98,0.1799,0.0628,7.61,4.11,4.11
Blas Castaño,Colorado Rockies,0,9.0,3.0,0.2162,0.1081,8.68,4.73,4.32
Alan Rangel,Philadelphia Phillies,0,3.0,3.0,0.4167,0.0,8.81,1.5,4.11
Ryan Thompson,Arizona Diamondbacks,0,18.0,3.0,0.16,0.0933,8.41,4.51,4.33
Blade Tidwell,San Francisco Giants,0,12.0,3.0,0.2128,0.0638,8.54,3.48,4.1
Ranger Suarez,Boston Red Sox,10,53.7,3.02,0.2207,0.0798,7.08,3.29,3.39
Joel Kuhnel,Athletics,0,23.7,3.04,0.1327,0.0612,8.63,4.08,4.18
Michael King,San Diego Padres,12,68.0,3.04,0.2381,0.1062,6.35,3.8,3.8
Dylan Cease,Toronto Blue Jays,11,62.0,3.05,0.3566,0.1008,7.11,2.55,2.55
Sonny Gray,Boston Red Sox,10,50.0,3.06,0.199,0.068,8.37,3.49,3.61
Gavin Williams,Cleveland Guardians,12,76.3,3.07,0.2904,0.0792,6.96,3.32,3.32
Tyler Wells,Baltimore Orioles,0,26.3,3.08,0.2453,0.0566,8.39,3.37,3.86
Yoshinobu Yamamoto,Los Angeles Dodgers,10,64.0,3.09,0.2379,0.0524,7.03,3.75,3.75
Scott Barlow,Athletics,0,26.0,3.12,0.2075,0.1038,6.79,4.72,4.45
Connor Seabold,Toronto Blue Jays,0,17.3,3.12,0.1974,0.0789,8.96,4.05,4.19
Kevin Gausman,Toronto Blue Jays,12,69.0,3.13,0.2357,0.0429,8.22,2.85,2.85
Luis Medina,Athletics,1,23.0,3.13,0.2323,0.1111,8.28,3.76,4.06
Coleman Crow,Milwaukee Brewers,3,14.3,3.14,0.1379,0.0517,8.35,3.7,4.12
Ryan Weathers,New York Yankees,10,57.3,3.14,0.2826,0.0696,7.59,3.45,3.49
Tyler Kinley,Atlanta Braves,0,25.7,3.16,0.2617,0.0841,8.19,4.08,4.18
Carter Baumler,Texas Rangers,0,5.7,3.18,0.2222,0.2222,8.57,6.95,4.5
Kevin Ginkel,Arizona Diamondbacks,0,22.7,3.18,0.2857,0.0659,8.33,2.71,3.67
Burch Smith,Detroit Tigers,1,17.0,3.18,0.274,0.0959,9.01,3.48,4.03
George Soriano,St. Louis Cardinals,0,22.7,3.18,0.1935,0.1075,7.73,4.66,4.4
J.T. Ginn,Athletics,9,53.7,3.19,0.2212,0.106,6.63,4.19,4.19
Cooper Criswell,Seattle Mariners,0,25.3,3.2,0.1959,0.0619,8.38,3.94,4.12
Riley O'Brien,St. Louis Cardinals,0,25.3,3.2,0.2647,0.0392,8.23,2.51,3.52
Garrett Whitlock,Boston Red Sox,0,19.7,3.2,0.3086,0.0741,8.32,2.76,3.76
Max Fried,New York Yankees,10,61.7,3.21,0.2083,0.0792,6.28,2.68,2.68
Taj Bradley,Minnesota Twins,10,56.0,3.21,0.2754,0.089,7.64,3.37,3.43
Anthony Bender,Miami Marlins,0,22.3,3.22,0.2667,0.1,7.32,2.4,3.56
Tyler Alexander,Texas Rangers,1,25.0,3.24,0.1818,0.0727,9.33,3.71,4.02
Tyler Davis,Chicago White Sox,0,16.7,3.24,0.2388,0.1343,7.41,3.55,4.05
Ryan Rolison,Chicago Cubs,0,16.7,3.24,0.2319,0.1014,8.61,4.75,4.39
Blake Treinen,Los Angeles Dodgers,0,16.7,3.24,0.2222,0.0833,8.76,3.97,4.17
Michael Soroka,Arizona Diamondbacks,11,61.0,3.25,0.2353,0.0549,8.7,2.84,2.84
Seth Halvorsen,Colorado Rockies,0,11.0,3.27,0.2353,0.1569,8.69,3.07,4.03
Pierce Johnson,Cincinnati Reds,0,22.0,3.27,0.2174,0.087,8.42,4.11,4.2
Randy Vásquez,San Diego Padres,11,60.3,3.28,0.1888,0.0683,8.5,4.23,4.23
PJ Poulin,Washington Nationals,7,24.7,3.28,0.1604,0.1509,8.18,5.86,4.91
Landen Roupp,San Francisco Giants,11,60.0,3.3,0.2742,0.0887,7.35,2.65,2.65
Zack Kelly,Boston Red Sox,0,16.3,3.31,0.1972,0.0986,8.5,3.62,4.08
Carlos Rodón,New York Yankees,4,19.0,3.32,0.2469,0.1605,7.81,3.86,4.13
Paul Blackburn,New York Yankees,1,24.3,3.33,0.1538,0.1058,8.83,3.77,4.05
Graham Ashcraft,Cincinnati Reds,0,27.0,3.33,0.2936,0.1468,7.39,3.44,3.88
Jovani Morán,Boston Red Sox,3,29.7,3.34,0.281,0.1157,7.3,4.48,4.37
Brandon Young,Baltimore Orioles,8,43.0,3.35,0.1746,0.0899,8.79,4.3,4.29
Drew Rasmussen,Tampa Bay Rays,11,59.0,3.36,0.2331,0.0508,7.35,3.63,3.64
Franco Aleman,Cleveland Guardians,0,2.7,3.38,0.1,0.1,8.86,8.32,4.43
Jack Anderson,Boston Red Sox,0,8.0,3.38,0.1875,0.0625,8.83,3.94,4.21
Robert Garcia,Texas Rangers,0,8.0,3.38,0.1765,0.2059,8.38,4.19,4.24
Peyton Gray,Texas Rangers,0,16.0,3.38,0.2027,0.0946,8.7,3.5,4.05
Tyler Uberstine,Boston Red Sox,0,2.7,3.38,0.1818,0.0909,8.86,7.57,4.4
Reynaldo López,Atlanta Braves,5,34.3,3.41,0.1973,0.1088,8.26,5.14,4.76
Steven Okert,Houston Astros,1,26.0,3.46,0.2157,0.0784,7.54,4.03,4.15
Spencer Strider,Atlanta Braves,5,26.0,3.46,0.3107,0.1456,7.24,5.34,4.72
Enyel De Los Santos,Houston Astros,0,23.3,3.47,0.2316,0.0526,8.23,2.38,3.52
Stephen Kolek,Kansas City Royals,5,31.0,3.48,0.157,0.0496,7.7,4.2,4.22
Kumar Rocker,Texas Rangers,10,56.0,3.54,0.1833,0.1042,7.94,4.1,4.11
Freddy Peralta,New York Mets,12,66.0,3.55,0.2386,0.0982,7.91,3.95,3.95
Will Warren,New York Yankees,11,58.3,3.55,0.2664,0.0656,8.04,3.27,3.3
Seth Lugo,Kansas City Royals,12,71.0,3.55,0.2007,0.0769,9.25,3.12,3.12
Joey Cantillo,Cleveland Guardians,12,58.0,3.57,0.2122,0.1265,7.79,4.5,4.49
Jalen Beeks,Texas Rangers,0,22.7,3.57,0.1875,0.0833,8.63,5.41,4.69
Casey Legumina,Tampa Bay Rays,0,22.7,3.57,0.1515,0.0606,9.53,3.51,3.97
Shawn Armstrong,Cleveland Guardians,0,15.0,3.6,0.2969,0.125,8.4,4.07,4.2
Edgardo Henriquez,Los Angeles Dodgers,0,20.0,3.6,0.2222,0.0988,7.97,3.42,3.97
Griffin Jax,Tampa Bay Rays,6,30.0,3.6,0.2109,0.1172,8.45,4.5,4.38
Gregory Santos,San Francisco Giants,0,5.0,3.6,0.0455,0.1364,8.82,4.47,4.27
Justin Slaten,Boston Red Sox,0,10.0,3.6,0.3256,0.093,8.68,4.07,4.22
Brandon Woodruff,Milwaukee Brewers,6,30.0,3.6,0.2066,0.0579,8.0,3.93,4.09
Drew Anderson,Detroit Tigers,1,37.3,3.62,0.2968,0.1032,7.52,3.36,3.7
