Name,Team,GS,IP,ERA,K%,BB%,raw_fip,ERA_est
Aroldis Chapman,Boston Red Sox,0,7.7,1.17,0.2667,0.1,2.59,4.04
Yennier Cano,Baltimore Orioles,0,7.3,1.23,0.3333,0.037,1.5,3.91
Joel Kuhnel,Athletics,0,7.0,1.29,0.12,0.0,2.25,4.02
Jacob Latz,Texas Rangers,1,13.7,1.32,0.2449,0.0612,2.97,3.96
Isaac Mattson,Pittsburgh Pirates,0,13.7,1.32,0.1754,0.1053,2.97,3.96
Jhoan Duran,Philadelphia Phillies,0,6.7,1.35,0.3333,0.0,1.5,3.94
Graham Ashcraft,Cincinnati Reds,0,12.0,1.5,0.2979,0.1277,2.28,3.86
Bryce Elder,Atlanta Braves,5,30.0,1.5,0.2458,0.0763,3.15,3.7
Brent Headrick,New York Yankees,0,12.0,1.5,0.2593,0.0926,2.03,3.81
Jimmy Herget,Colorado Rockies,3,12.0,1.5,0.2391,0.0435,2.03,3.81
Garrett Acton,Minnesota Twins,0,5.7,1.59,0.3043,0.1304,2.76,4.11
Kenley Jansen,Detroit Tigers,0,5.7,1.59,0.3182,0.0455,3.46,4.18
Anthony Nunez,Baltimore Orioles,0,11.3,1.59,0.3095,0.0476,3.64,4.14
Chase Shugart,Philadelphia Phillies,0,5.7,1.59,0.2609,0.087,4.35,4.26
Cristopher Sánchez,Philadelphia Phillies,5,28.3,1.59,0.3171,0.065,1.66,3.03
Taj Bradley,Minnesota Twins,5,27.7,1.63,0.2881,0.0847,1.96,3.19
Sam Moll,Cincinnati Reds,0,11.0,1.64,0.1915,0.1489,4.2,4.24
David Morgan,San Diego Padres,0,11.0,1.64,0.22,0.18,5.29,4.44
Kai-Wei Teng,Houston Astros,0,16.3,1.65,0.2623,0.0984,3.85,4.14
Hoby Milner,Chicago Cubs,0,10.7,1.69,0.0244,0.0488,5.27,4.43
Eduard Bazardo,Seattle Mariners,0,10.3,1.74,0.2093,0.1163,2.82,4.0
Andrew Hoffmann,Arizona Diamondbacks,0,10.3,1.74,0.2558,0.1395,5.53,4.47
Parker Messick,Cleveland Guardians,5,30.7,1.76,0.2566,0.0708,2.52,3.37
Cooper Criswell,Seattle Mariners,0,10.0,1.8,0.2162,0.0811,5.01,4.38
Matt Gage,San Francisco Giants,0,10.0,1.8,0.1842,0.1316,4.51,4.29
Wandy Peralta,San Diego Padres,0,10.0,1.8,0.2273,0.0682,3.31,4.09
Bryan Hudson,Chicago White Sox,0,9.7,1.86,0.2727,0.1364,2.8,4.02
Justin Wrobleski,Los Angeles Dodgers,3,24.0,1.88,0.0978,0.0543,2.99,3.74
Randy Vásquez,San Diego Padres,5,28.7,1.88,0.2632,0.0702,2.52,3.42
Jason Adam,San Diego Padres,0,4.7,1.93,0.1053,0.0526,3.54,4.19
Jack Dreyer,Los Angeles Dodgers,0,9.3,1.93,0.3235,0.1176,2.04,3.91
Connor Phillips,Cincinnati Reds,0,14.0,1.93,0.2222,0.2222,5.25,4.48
Cam Schlittler,New York Yankees,5,27.7,1.95,0.3429,0.0286,1.5,2.98
Clay Holmes,New York Mets,4,23.0,1.96,0.172,0.0968,4.16,4.21
Eduardo Rodriguez,Arizona Diamondbacks,4,23.0,1.96,0.1458,0.0938,4.2,4.23
Kody Funderburk,Minnesota Twins,0,9.0,2.0,0.1905,0.1667,5.78,4.48
Garrett Whitlock,Boston Red Sox,0,9.0,2.0,0.3243,0.1351,3.56,4.15
Jovani Morán,Boston Red Sox,0,13.3,2.03,0.2778,0.1481,3.64,4.11
Mitch Farris,Los Angeles Angels,0,4.3,2.08,0.1579,0.1053,6.11,4.38
Chase Silseth,Los Angeles Angels,0,8.7,2.08,0.2632,0.1579,4.38,4.27
Tarik Skubal,Detroit Tigers,5,30.3,2.08,0.2797,0.0508,2.06,3.14
Caleb Thielbar,Chicago Cubs,0,8.7,2.08,0.3056,0.1111,3.46,4.14
Dylan Cease,Toronto Blue Jays,5,25.7,2.1,0.3964,0.1261,1.5,3.07
Gavin Williams,Cleveland Guardians,5,29.7,2.12,0.3478,0.1478,3.89,4.07
Davis Martin,Chicago White Sox,4,25.0,2.16,0.2021,0.0638,3.47,3.93
Paul Sewald,Arizona Diamondbacks,0,8.3,2.16,0.3793,0.0,3.59,4.16
Shota Imanaga,Chicago Cubs,5,29.0,2.17,0.2963,0.0556,2.87,3.58
Cade Povich,Baltimore Orioles,1,12.3,2.19,0.1458,0.0625,3.76,4.15
Martín Pérez,Atlanta Braves,3,20.3,2.21,0.1266,0.0759,3.95,4.15
Dylan Dodd,Atlanta Braves,0,4.0,2.25,0.25,0.0625,1.86,4.09
Didier Fuentes,Atlanta Braves,0,4.0,2.25,0.2667,0.0667,1.86,4.09
Brooks Raley,New York Mets,0,8.0,2.25,0.2812,0.0938,3.61,4.16
JoJo Romero,St. Louis Cardinals,0,12.0,2.25,0.125,0.0833,4.45,4.29
Brent Suter,Los Angeles Angels,1,16.0,2.25,0.2419,0.1129,4.17,4.23
Blade Tidwell,San Francisco Giants,0,8.0,2.25,0.2143,0.0357,3.99,4.21
Bryan Woo,Seattle Mariners,5,32.0,2.25,0.2114,0.0488,2.24,3.18
Michael King,San Diego Padres,5,27.7,2.28,0.2321,0.125,3.65,3.98
Landen Roupp,San Francisco Giants,5,27.7,2.28,0.2818,0.1091,2.39,3.39
Jacob deGrom,Texas Rangers,4,19.7,2.29,0.3205,0.0769,3.47,3.99
Kyle Freeland,Colorado Rockies,3,15.7,2.3,0.194,0.0597,3.81,4.14
Yohan Ramírez,Pittsburgh Pirates,0,15.7,2.3,0.2462,0.1385,3.81,4.14
Walbert Urena,Los Angeles Angels,1,7.7,2.35,0.2564,0.1282,2.46,4.02
Braxton Ashcraft,Pittsburgh Pirates,4,22.7,2.38,0.2967,0.0769,1.79,3.32
Lake Bachar,Miami Marlins,0,11.3,2.38,0.3333,0.1333,2.05,3.84
JT Brubaker,San Francisco Giants,0,11.3,2.38,0.1667,0.1667,4.96,4.39
Edward Cabrera,Chicago Cubs,4,22.7,2.38,0.1868,0.1209,3.07,3.8
Jakob Junis,Texas Rangers,0,11.3,2.38,0.1333,0.0889,3.64,4.14
Spencer Arrighetti,Houston Astros,2,11.0,2.45,0.25,0.1538,3.75,4.16
Fernando Cruz,New York Yankees,0,7.3,2.45,0.303,0.2121,3.66,4.18
Zach Eflin,Baltimore Orioles,1,3.7,2.45,0.4118,0.1176,4.48,4.26
Hogan Harris,Athletics,0,14.7,2.45,0.2,0.1846,4.88,4.41
Cade Horton,Chicago Cubs,2,7.3,2.45,0.1538,0.0769,4.61,4.29
Riley Martin,Chicago Cubs,1,7.3,2.45,0.3333,0.037,2.84,4.08
Nick Martinez,Tampa Bay Rays,4,22.0,2.45,0.1522,0.0761,4.57,4.37
Yoshinobu Yamamoto,Los Angeles Dodgers,5,32.7,2.48,0.2276,0.0407,3.14,3.65
Will Warren,New York Yankees,5,25.3,2.49,0.2952,0.0571,3.03,3.74
Cole Winn,Texas Rangers,0,10.7,2.53,0.2667,0.1111,4.71,4.33
Kevin Gausman,Toronto Blue Jays,5,28.3,2.54,0.3097,0.0531,2.19,3.28
Chase Burns,Cincinnati Reds,5,28.0,2.57,0.2703,0.0991,4.0,4.14
Anthony Kay,Chicago White Sox,2,17.3,2.6,0.1538,0.1154,5.3,4.55
Pierce Johnson,Cincinnati Reds,0,10.3,2.61,0.2727,0.0455,2.63,3.97
Juan Morillo,Arizona Diamondbacks,0,10.3,2.61,0.2439,0.0976,3.6,4.14
Sam Bachman,Los Angeles Angels,0,13.7,2.63,0.2778,0.1481,2.67,3.89
Nolan McLean,New York Mets,5,30.3,2.67,0.3333,0.0702,2.35,3.29
Grant Anderson,Milwaukee Brewers,0,13.3,2.7,0.2041,0.1224,2.96,3.96
Ben Brown,Chicago Cubs,0,16.7,2.7,0.2239,0.0896,3.17,3.95
Grant Wolfram,Baltimore Orioles,0,10.0,2.7,0.3556,0.0222,1.5,3.79
Drew Rasmussen,Tampa Bay Rays,4,19.7,2.75,0.2703,0.0405,4.18,4.23
Casey Mize,Detroit Tigers,4,22.7,2.78,0.266,0.0745,3.11,3.82
Michael Soroka,Arizona Diamondbacks,4,22.7,2.78,0.3011,0.0645,2.98,3.77
DL Hall,Milwaukee Brewers,0,9.7,2.79,0.2727,0.1818,4.77,4.33
Ryan Helsley,Baltimore Orioles,0,9.7,2.79,0.3488,0.1628,2.18,3.92
Mitch Keller,Pittsburgh Pirates,5,29.0,2.79,0.1652,0.0783,3.28,3.78
Will Klein,Los Angeles Dodgers,0,9.7,2.79,0.25,0.075,1.97,3.88
Chris Sale,Atlanta Braves,5,29.0,2.79,0.2522,0.0609,4.39,4.32
Gabe Speier,Seattle Mariners,0,9.7,2.79,0.2195,0.0732,3.84,4.18
Keaton Winn,San Francisco Giants,0,9.7,2.79,0.3714,0.0571,1.5,3.81
Emerson Hancock,Seattle Mariners,5,28.7,2.83,0.2667,0.0381,3.95,4.11
Robbie Ray,San Francisco Giants,5,28.3,2.86,0.2719,0.0965,4.38,4.31
Chase Dollander,Colorado Rockies,0,25.0,2.88,0.3077,0.0673,3.31,3.86
Connelly Early,Boston Red Sox,5,25.0,2.88,0.2243,0.1215,4.15,4.21
Jesse Scholtens,Tampa Bay Rays,1,15.3,2.93,0.2097,0.0484,3.24,3.99
Max Fried,New York Yankees,5,33.3,2.97,0.1811,0.063,3.02,3.57
George Kirby,Seattle Mariners,5,33.3,2.97,0.2093,0.062,3.86,4.03
Aaron Ashby,Milwaukee Brewers,1,15.0,3.0,0.375,0.125,2.38,3.78
Jose A. Ferrer,Seattle Mariners,0,9.0,3.0,0.1591,0.0227,2.22,3.95
Brant Hurter,Detroit Tigers,0,9.0,3.0,0.1667,0.0833,4.22,4.25
Luis Medina,Athletics,0,9.0,3.0,0.2632,0.1316,4.0,4.21
Tobias Myers,New York Mets,1,15.0,3.0,0.2,0.0364,3.78,4.13
Colin Rea,Chicago Cubs,2,24.0,3.0,0.2062,0.0515,3.28,3.86
Lucas Sims,Chicago White Sox,0,9.0,3.0,0.1951,0.1707,4.0,4.21
Jacob Misiorowski,Milwaukee Brewers,5,26.7,3.04,0.3784,0.1081,3.6,3.96
Sandy Alcantara,Miami Marlins,5,35.3,3.06,0.1643,0.0857,4.39,4.33
Kyle Harrison,Milwaukee Brewers,4,17.7,3.06,0.2338,0.0909,4.24,4.25
Taylor Clarke,Arizona Diamondbacks,0,11.7,3.09,0.1429,0.0,3.45,4.1
Spencer Miles,Toronto Blue Jays,0,11.7,3.09,0.2041,0.0816,4.65,4.33
Jack Kochanowicz,Los Angeles Angels,5,29.0,3.1,0.1557,0.1393,4.11,4.18
Rhett Lowder,Cincinnati Reds,5,29.0,3.1,0.1525,0.0763,3.25,3.77
Nick Mears,Kansas City Royals,0,8.7,3.12,0.1714,0.1143,3.11,4.09
Ryan Thompson,Arizona Diamondbacks,0,8.7,3.12,0.1429,0.1143,5.19,4.39
Gus Varland,Washington Nationals,0,8.7,3.12,0.2632,0.0789,3.34,4.12
Bubba Chandler,Pittsburgh Pirates,4,20.0,3.15,0.2,0.1529,4.66,4.39
Carter Baumler,Texas Rangers,0,5.7,3.18,0.2222,0.2222,6.99,4.51
Danny Coulombe,Boston Red Sox,0,5.7,3.18,0.0833,0.125,6.82,4.49
Jose Franco,Cincinnati Reds,0,5.7,3.18,0.1481,0.1852,4.35,4.26
Steven Okert,Houston Astros,0,11.3,3.18,0.2093,0.1163,3.99,4.2
Ryan Weathers,New York Yankees,5,28.3,3.18,0.3103,0.069,3.25,3.78
Joey Cantillo,Cleveland Guardians,5,25.3,3.2,0.2913,0.1165,3.82,4.07
Ranger Suarez,Boston Red Sox,4,22.3,3.22,0.1744,0.0698,3.74,4.06
Tyler Glasnow,Los Angeles Dodgers,4,25.0,3.24,0.3053,0.0632,2.55,3.54
Paul Skenes,Pittsburgh Pirates,5,22.0,3.27,0.2614,0.0795,3.43,3.95
Carmen Mlodzinski,Pittsburgh Pirates,4,24.7,3.28,0.2407,0.0926,2.34,3.47
Michael McGreevy,St. Louis Cardinals,5,27.3,3.29,0.1429,0.0476,4.47,4.35
Joe Ryan,Minnesota Twins,5,27.3,3.29,0.2617,0.0561,2.42,3.41
Framber Valdez,Detroit Tigers,5,30.0,3.3,0.1575,0.0709,3.21,3.73
Jeffrey Springs,Athletics,5,29.7,3.34,0.2328,0.0776,3.95,4.1
Jack Anderson,Boston Red Sox,0,8.0,3.38,0.1875,0.0625,3.99,4.21
Coleman Crow,Milwaukee Brewers,1,5.3,3.38,0.1905,0.0476,2.17,4.07
Robert Garcia,Texas Rangers,0,8.0,3.38,0.1765,0.2059,4.24,4.25
Foster Griffin,Washington Nationals,5,26.7,3.38,0.1982,0.0721,4.91,4.54
Peyton Pallette,Cleveland Guardians,0,10.7,3.38,0.25,0.0909,3.96,4.2
Taylor Rogers,Minnesota Twins,0,8.0,3.38,0.2,0.0857,2.49,4.01
Erik Sabrowski,Cleveland Guardians,0,10.7,3.38,0.4286,0.119,2.36,3.91
Grant Holmes,Atlanta Braves,5,26.3,3.42,0.1963,0.1028,4.25,4.25
Brandon Woodruff,Milwaukee Brewers,4,23.7,3.42,0.2128,0.0426,3.7,4.03
Jack Flaherty,Detroit Tigers,5,23.3,3.47,0.2222,0.1852,4.57,4.37
Clayton Beeter,Washington Nationals,0,10.3,3.48,0.1957,0.1739,6.5,4.64
Richard Lovelady,Washington Nationals,0,10.3,3.48,0.1957,0.1522,4.66,4.32
Kumar Rocker,Texas Rangers,4,20.7,3.48,0.2111,0.0889,3.84,4.11
Cole Sands,Minnesota Twins,0,10.3,3.48,0.2326,0.093,3.6,4.14
Zac Gallen,Arizona Diamondbacks,5,25.7,3.51,0.1273,0.0636,3.85,4.08
Aaron Civale,Athletics,4,20.3,3.54,0.1798,0.0674,3.85,4.11
Tyler Holton,Detroit Tigers,0,10.0,3.6,0.1818,0.1364,4.91,4.36
Evan Sisk,Pittsburgh Pirates,0,5.0,3.6,0.3333,0.0417,1.5,4.02
Victor Vodnik,Colorado Rockies,0,10.0,3.6,0.1277,0.1064,5.01,4.38
Ryan Walker,San Francisco Giants,0,10.0,3.6,0.2791,0.1163,3.51,4.13
Ron Marinaccio,San Diego Padres,0,12.3,3.65,0.234,0.0851,4.41,4.28
Matthew Liberatore,St. Louis Cardinals,5,27.0,3.67,0.1368,0.0855,5.45,4.79
Patrick Corbin,Toronto Blue Jays,3,14.7,3.68,0.2034,0.0678,4.48,4.31
Keider Montero,Detroit Tigers,4,22.0,3.68,0.2118,0.0353,1.88,3.38
Zach Pop,Philadelphia Phillies,1,7.3,3.68,0.1935,0.0968,3.11,4.11
David Bednar,New York Yankees,0,9.7,3.72,0.2826,0.1087,1.97,3.88
Michael Petersen,Miami Marlins,0,9.7,3.72,0.2051,0.1026,4.04,4.22
J.T. Ginn,Athletics,3,21.7,3.74,0.1977,0.093,5.05,4.54
Reynaldo López,Atlanta Braves,5,21.7,3.74,0.2105,0.1158,5.33,4.64
Justin Sterner,Athletics,0,12.0,3.75,0.25,0.0893,3.11,4.02
Jonathan Bowlan,Philadelphia Phillies,0,7.0,3.86,0.2759,0.0345,1.5,3.93
Brad Keller,Philadelphia Phillies,0,9.3,3.86,0.2368,0.0789,3.54,4.14
Germán Márquez,San Diego Padres,4,18.7,3.86,0.1899,0.0759,5.95,4.78
Jack Perkins,Athletics,0,9.3,3.86,0.2927,0.0732,2.15,3.92
Noah Schultz,Chicago White Sox,2,9.3,3.86,0.2632,0.1316,3.97,4.21
Erick Fedde,Chicago White Sox,3,20.7,3.92,0.1786,0.0833,4.85,4.46
Tomoyuki Sugano,Colorado Rockies,4,20.7,3.92,0.1744,0.0581,5.53,4.69
Kyle Bradish,Baltimore Orioles,5,25.0,3.96,0.2435,0.113,3.47,3.93
Max Meyer,Miami Marlins,5,25.0,3.96,0.2523,0.0991,3.47,3.93
Jonathan Loáisiga,Arizona Diamondbacks,0,11.3,3.97,0.2083,0.0417,3.29,4.07
Jameson Taillon,Chicago Cubs,4,22.7,3.97,0.2211,0.0947,6.02,4.92
Grant Taylor,Chicago White Sox,4,11.3,3.97,0.3333,0.0833,1.5,3.73
Justin Topa,Minnesota Twins,0,11.3,3.97,0.1458,0.0833,4.08,4.22
Mick Abel,Minnesota Twins,3,20.3,3.98,0.2473,0.1075,2.77,3.75
Abner Uribe,Milwaukee Brewers,0,9.0,4.0,0.2432,0.0811,2.11,3.93
Logan Gilbert,Seattle Mariners,5,29.0,4.03,0.2783,0.0435,2.87,3.58
Aaron Bummer,Atlanta Braves,0,6.7,4.05,0.1935,0.0968,5.06,4.34
Orion Kerkering,Philadelphia Phillies,0,6.7,4.05,0.1333,0.1333,5.66,4.41
Andre Pallante,St. Louis Cardinals,4,20.0,4.05,0.1319,0.1209,5.16,4.55
Freddy Peralta,New York Mets,5,26.7,4.05,0.25,0.0893,4.31,4.28
Cole Sulser,Tampa Bay Rays,1,13.3,4.05,0.1452,0.1129,4.31,4.26
Blake Treinen,Los Angeles Dodgers,0,6.7,4.05,0.2,0.1,4.61,4.29
Kris Bubic,Kansas City Royals,5,28.7,4.08,0.2566,0.115,3.81,4.04
Reid Detmers,Los Angeles Angels,5,28.7,4.08,0.2583,0.0667,3.01,3.66
Trevor Rogers,Baltimore Orioles,5,28.7,4.08,0.2049,0.0656,3.67,3.97
Scott Barlow,Athletics,0,11.0,4.09,0.2292,0.1458,5.66,4.51
Dean Kremer,Baltimore Orioles,2,11.0,4.09,0.3721,0.0465,5.48,4.47
Sean Burke,Chicago White Sox,4,26.3,4.1,0.1835,0.0642,3.99,4.13
Luis Gil,New York Yankees,3,15.3,4.11,0.1385,0.1231,7.29,5.03
Cade Cavalli,Washington Nationals,5,19.7,4.12,0.1935,0.129,3.57,4.03
Dietrich Enns,Baltimore Orioles,0,4.3,4.15,0.35,0.25,3.34,4.18
MacKenzie Gore,Texas Rangers,5,26.0,4.15,0.3241,0.1111,4.42,4.32
Bailey Ober,Minnesota Twins,5,26.0,4.15,0.2162,0.0811,3.42,3.89
Eric Orze,Minnesota Twins,0,8.7,4.15,0.1622,0.1081,3.11,4.09
Eury Pérez,Miami Marlins,5,26.0,4.15,0.2411,0.1071,4.65,4.42
Tyler Wells,Baltimore Orioles,0,13.0,4.15,0.2909,0.0727,3.8,4.15
Shawn Armstrong,Cleveland Guardians,0,10.7,4.22,0.2766,0.1489,5.36,4.45
Bryan King,Houston Astros,0,10.7,4.22,0.24,0.1,3.11,4.05
Connor Seabold,Detroit Tigers,0,10.7,4.22,0.2391,0.0652,4.61,4.31
Cody Laweryson,Minnesota Twins,0,6.3,4.26,0.3077,0.0769,2.48,4.06
Sonny Gray,Boston Red Sox,5,23.0,4.3,0.1313,0.0505,4.46,4.33
Bryan Baker,Tampa Bay Rays,0,8.3,4.32,0.2571,0.0857,3.59,4.16
Brandon Williamson,Cincinnati Reds,4,20.7,4.35,0.1333,0.1444,6.02,4.86
Brad Lord,Washington Nationals,0,18.3,4.42,0.1667,0.0513,4.8,4.42
Andrew Painter,Philadelphia Phillies,3,18.3,4.42,0.25,0.05,2.46,3.7
Paul Blackburn,New York Yankees,0,8.0,4.5,0.1282,0.0769,2.99,4.08
Enyel De Los Santos,Houston Astros,0,8.0,4.5,0.2121,0.0606,3.74,4.18
Calvin Faucher,Miami Marlins,0,8.0,4.5,0.3077,0.2051,3.11,4.1
Janson Junk,Miami Marlins,4,22.0,4.5,0.1613,0.0645,3.88,4.12
Zack Kelly,Boston Red Sox,0,8.0,4.5,0.129,0.0323,4.11,4.23
Sean Manaea,New York Mets,0,16.0,4.5,0.1714,0.1,4.55,4.33
Erik Miller,San Francisco Giants,0,8.0,4.5,0.3514,0.1351,1.74,3.91
Jayden Murray,Houston Astros,0,4.0,4.5,0.2632,0.2105,3.61,4.21
Nick Pivetta,San Diego Padres,4,16.0,4.5,0.3636,0.0909,1.5,3.52
Paxton Schultz,Washington Nationals,0,8.0,4.5,0.2,0.0286,5.36,4.4
Cade Smith,Cleveland Guardians,0,12.0,4.5,0.283,0.0755,2.7,3.94
Walker Buehler,San Diego Padres,4,17.7,4.58,0.2466,0.0822,3.0,3.88
Sean Newcomb,Chicago White Sox,0,13.7,4.61,0.2131,0.082,2.31,3.81
Jordan Leasure,Chicago White Sox,1,11.7,4.63,0.1915,0.1064,6.2,4.63
Casey Legumina,Seattle Mariners,0,11.7,4.63,0.1698,0.0566,3.11,4.03
Kevin Ginkel,Arizona Diamondbacks,0,9.7,4.66,0.3095,0.0714,1.5,3.81
George Soriano,St. Louis Cardinals,0,9.7,4.66,0.2,0.15,4.97,4.37
Brandon Pfaadt,Arizona Diamondbacks,3,23.0,4.7,0.1443,0.0825,4.76,4.45
Emilio Pagán,Cincinnati Reds,0,11.3,4.76,0.2083,0.125,5.49,4.49
Tanner Bibee,Cleveland Guardians,5,24.3,4.81,0.215,0.0841,4.47,4.34
Steven Matz,Tampa Bay Rays,5,24.3,4.81,0.2451,0.098,5.08,4.59
Mason Montgomery,Pittsburgh Pirates,1,9.3,4.82,0.4318,0.1136,2.04,3.91
Jacob Webb,Chicago Cubs,0,9.3,4.82,0.2222,0.1111,5.36,4.42
Greg Weissert,Boston Red Sox,0,9.3,4.82,0.359,0.0769,5.25,4.41
Tim Mayza,Philadelphia Phillies,0,13.0,4.85,0.2453,0.0943,4.5,4.3
Jack Leiter,Texas Rangers,4,20.3,4.87,0.2667,0.1,4.14,4.21
Jordan Hicks,Chicago White Sox,0,11.0,4.91,0.1176,0.1765,4.48,4.29
Zak Kent,Minnesota Twins,0,3.7,4.91,0.1,0.25,9.0,4.54
Jared Shuster,St. Louis Cardinals,0,3.7,4.91,0.0667,0.1333,4.2,4.25
PJ Poulin,Washington Nationals,3,12.7,4.97,0.1429,0.1429,6.82,4.79
Shane McClanahan,Tampa Bay Rays,4,18.0,5.0,0.225,0.1375,3.67,4.08
Albert Suárez,Baltimore Orioles,0,9.0,5.0,0.1111,0.0556,7.22,4.7
Will Vest,Detroit Tigers,0,9.0,5.0,0.2821,0.1282,2.33,3.96
Luis Castillo,Seattle Mariners,5,23.3,5.01,0.211,0.0826,3.54,3.97
José Suarez,Atlanta Braves,1,14.3,5.02,0.2424,0.1364,2.76,3.89
Nathan Eovaldi,Texas Rangers,5,26.7,5.06,0.2377,0.0656,4.39,4.31
Aaron Nola,Philadelphia Phillies,5,26.7,5.06,0.2522,0.087,4.01,4.14
Shane Baz,Baltimore Orioles,5,28.3,5.08,0.1825,0.0794,3.68,3.98
Logan Webb,San Francisco Giants,5,30.0,5.1,0.2045,0.0833,3.38,3.81
Kyle Hart,San Diego Padres,0,12.3,5.11,0.1373,0.098,3.68,4.13
Hunter Bigge,Tampa Bay Rays,0,7.0,5.14,0.0938,0.2188,7.11,4.58
Jeremiah Estrada,San Diego Padres,0,7.0,5.14,0.2667,0.1667,2.97,4.1
Edgardo Henriquez,Los Angeles Dodgers,0,7.0,5.14,0.2667,0.1,4.4,4.27
Joe Boyle,Tampa Bay Rays,3,15.7,5.17,0.2424,0.0909,3.05,3.94
Christian Roa,Houston Astros,0,8.7,5.19,0.1395,0.1628,6.69,4.6
Matt Strahm,Kansas City Royals,0,8.7,5.19,0.2564,0.1026,5.53,4.44
Kyle Leahy,St. Louis Cardinals,4,19.0,5.21,0.1512,0.093,5.9,4.77
Brady Singer,Cincinnati Reds,5,23.7,5.32,0.1455,0.0636,4.55,4.37
Kyle Backhus,Philadelphia Phillies,0,6.7,5.4,0.3214,0.0357,4.76,4.31
