Name,Team,GS,IP,ERA,K%,BB%,raw_fip,ERA_est
Tyler Rogers,Toronto Blue Jays,0,9.7,0.93,0.122,0.0976,3.33,4.1
Chad Patrick,Milwaukee Brewers,3,19.0,0.95,0.12,0.0933,3.96,4.16
DL Hall,Milwaukee Brewers,0,9.3,0.96,0.2821,0.1538,4.41,4.27
Tim Hill,New York Yankees,0,9.0,1.0,0.1,0.0,2.45,3.98
Michael Wacha,Kansas City Royals,4,27.0,1.0,0.2347,0.0816,3.38,3.86
Jalen Beeks,Texas Rangers,0,8.7,1.04,0.2,0.0857,2.54,4.0
Tanner Scott,Los Angeles Dodgers,0,8.7,1.04,0.2667,0.0,2.78,4.04
Parker Messick,Cleveland Guardians,4,25.7,1.05,0.2688,0.0753,2.5,3.5
Eduard Bazardo,Seattle Mariners,0,8.3,1.08,0.2424,0.0909,2.28,3.98
Brock Burke,Cincinnati Reds,0,8.3,1.08,0.2941,0.0882,1.8,3.91
Gordon Graceffo,St. Louis Cardinals,0,8.3,1.08,0.1562,0.1875,4.44,4.28
Brennan Bernardino,Colorado Rockies,1,8.0,1.13,0.1818,0.0909,2.75,4.05
Andrew Hoffmann,Arizona Diamondbacks,0,8.0,1.13,0.2353,0.1471,5.0,4.35
Caleb Kilian,San Francisco Giants,0,8.0,1.13,0.3871,0.1613,4.0,4.22
Bryan King,Houston Astros,0,8.0,1.13,0.3235,0.0882,1.87,3.93
Tyler Kinley,Atlanta Braves,0,8.0,1.13,0.2069,0.069,2.37,4.0
Dylan Lee,Atlanta Braves,0,8.0,1.13,0.2667,0.0333,1.5,3.88
Drew Rasmussen,Tampa Bay Rays,3,16.0,1.13,0.2881,0.0169,2.81,3.87
Jaden Hill,Colorado Rockies,0,7.7,1.17,0.2188,0.1562,3.25,4.12
John King,Miami Marlins,0,7.7,1.17,0.2667,0.1,4.69,4.31
Will Klein,Los Angeles Dodgers,0,7.7,1.17,0.3,0.1,1.95,3.96
Daniel Lynch IV,Kansas City Royals,0,7.7,1.17,0.3333,0.1,2.08,3.97
Robert Suarez,Atlanta Braves,0,7.7,1.17,0.2667,0.0333,1.5,3.9
Tyler Holton,Detroit Tigers,0,7.3,1.23,0.1613,0.129,5.58,4.41
Taj Bradley,Minnesota Twins,4,21.7,1.25,0.3118,0.086,1.83,3.38
Aroldis Chapman,Boston Red Sox,0,7.0,1.29,0.2593,0.1111,2.84,4.08
Eli Morgan,Kansas City Royals,0,7.0,1.29,0.2258,0.1613,5.12,4.35
Enyel De Los Santos,Houston Astros,0,6.7,1.35,0.24,0.04,3.72,4.19
Jhoan Duran,Philadelphia Phillies,0,6.7,1.35,0.3333,0.0,1.5,3.94
Brooks Raley,New York Mets,0,6.7,1.35,0.3462,0.1154,1.77,3.97
Yennier Cano,Baltimore Orioles,0,6.3,1.42,0.375,0.0417,1.5,3.96
Jacob Latz,Texas Rangers,1,12.7,1.42,0.2174,0.0652,3.28,4.05
Jeffrey Springs,Athletics,4,24.7,1.46,0.2198,0.0879,2.47,3.52
Seth Lugo,Kansas City Royals,4,24.3,1.48,0.2283,0.0652,2.14,3.39
Spencer Arrighetti,Houston Astros,1,6.0,1.5,0.3704,0.1481,2.79,4.1
Isaac Mattson,Pittsburgh Pirates,0,11.7,1.54,0.1765,0.1176,3.12,4.03
Brent Headrick,New York Yankees,0,11.3,1.59,0.2549,0.098,2.15,3.85
Graham Ashcraft,Cincinnati Reds,0,11.0,1.64,0.3023,0.1163,2.12,3.86
David Morgan,San Diego Padres,0,11.0,1.64,0.22,0.18,5.3,4.44
Hunter Bigge,Tampa Bay Rays,0,5.3,1.69,0.0909,0.2273,7.62,4.55
Dylan Cease,Toronto Blue Jays,4,20.7,1.74,0.3596,0.1348,1.91,3.44
Jovani Morán,Boston Red Sox,0,10.3,1.74,0.3,0.125,3.51,4.12
Carmen Mlodzinski,Pittsburgh Pirates,3,20.3,1.77,0.2299,0.092,2.48,3.65
Danny Coulombe,Boston Red Sox,0,5.0,1.8,0.1,0.1,6.12,4.41
Jimmy Herget,Colorado Rockies,2,10.0,1.8,0.1842,0.0526,2.62,3.98
Wandy Peralta,San Diego Padres,0,10.0,1.8,0.2273,0.0682,3.32,4.1
Grant Taylor,Chicago White Sox,4,9.7,1.86,0.3333,0.0769,1.5,3.81
Kenley Jansen,Detroit Tigers,0,4.7,1.93,0.3889,0.0556,3.55,4.2
Hoby Milner,Chicago Cubs,0,9.3,1.93,0.0286,0.0,4.94,4.36
Sam Moll,Cincinnati Reds,0,9.3,1.93,0.2105,0.1579,4.3,4.26
Anthony Nunez,Baltimore Orioles,0,9.3,1.93,0.3429,0.0286,3.66,4.16
Cam Schlittler,New York Yankees,5,27.7,1.95,0.3429,0.0286,1.5,2.98
Clay Holmes,New York Mets,4,23.0,1.96,0.172,0.0968,4.16,4.22
Eduardo Rodriguez,Arizona Diamondbacks,4,23.0,1.96,0.1458,0.0938,4.21,4.23
Cooper Criswell,Seattle Mariners,0,9.0,2.0,0.2424,0.0909,5.23,4.4
George Soriano,St. Louis Cardinals,0,9.0,2.0,0.1714,0.1143,3.45,4.13
Cristopher Sánchez,Philadelphia Phillies,4,22.3,2.01,0.3263,0.0737,1.87,3.36
Mitch Farris,Los Angeles Angels,0,4.3,2.08,0.1579,0.1053,6.12,4.39
Kody Funderburk,Minnesota Twins,0,8.7,2.08,0.2051,0.1795,5.54,4.44
Connor Seabold,Detroit Tigers,0,8.7,2.08,0.2571,0.0857,5.08,4.37
Yoshinobu Yamamoto,Los Angeles Dodgers,4,25.7,2.1,0.2211,0.0316,3.47,3.92
Justin Wrobleski,Los Angeles Dodgers,2,17.0,2.12,0.0952,0.0794,3.3,3.98
Yohan Ramírez,Pittsburgh Pirates,0,12.7,2.13,0.2885,0.1346,2.65,3.91
Jack Dreyer,Los Angeles Dodgers,0,8.3,2.16,0.3125,0.125,2.16,3.96
Matt Gage,San Francisco Giants,0,8.3,2.16,0.2188,0.125,4.44,4.28
Ryan Helsley,Baltimore Orioles,0,8.3,2.16,0.3243,0.1351,2.04,3.94
Davis Martin,Chicago White Sox,4,25.0,2.16,0.2021,0.0638,3.48,3.93
Paul Sewald,Arizona Diamondbacks,0,8.3,2.16,0.3793,0.0,3.6,4.16
Bryan Woo,Seattle Mariners,4,25.0,2.16,0.2062,0.0515,2.24,3.41
Reynaldo López,Atlanta Braves,4,20.7,2.18,0.2262,0.0952,4.48,4.33
Cade Povich,Baltimore Orioles,1,12.3,2.19,0.1458,0.0625,3.77,4.15
Martín Pérez,Atlanta Braves,3,20.3,2.21,0.1266,0.0759,3.96,4.15
Tarik Skubal,Detroit Tigers,4,24.3,2.22,0.2421,0.0421,2.38,3.49
Garrett Acton,Minnesota Twins,0,4.0,2.25,0.3333,0.1333,2.87,4.16
Didier Fuentes,Atlanta Braves,0,4.0,2.25,0.2667,0.0667,1.87,4.09
Connor Phillips,Cincinnati Reds,0,12.0,2.25,0.2453,0.2075,5.04,4.41
Blade Tidwell,San Francisco Giants,0,8.0,2.25,0.2143,0.0357,4.0,4.22
Victor Vodnik,Colorado Rockies,0,8.0,2.25,0.1429,0.1143,5.37,4.4
Garrett Whitlock,Boston Red Sox,0,8.0,2.25,0.3529,0.1471,3.62,4.17
Emerson Hancock,Seattle Mariners,4,23.7,2.28,0.2941,0.0471,2.74,3.65
Nolan McLean,New York Mets,4,23.7,2.28,0.3146,0.0899,2.45,3.54
Connelly Early,Boston Red Sox,4,19.7,2.29,0.2381,0.119,3.58,4.03
Jacob deGrom,Texas Rangers,4,19.7,2.29,0.3205,0.0769,3.48,4.0
Kyle Freeland,Colorado Rockies,3,15.7,2.3,0.194,0.0597,3.82,4.14
Kai-Wei Teng,Houston Astros,0,11.7,2.31,0.2444,0.0889,4.49,4.3
Bryan Hudson,Chicago White Sox,0,7.7,2.35,0.2647,0.1176,2.73,4.06
Chase Silseth,Los Angeles Angels,0,7.7,2.35,0.2647,0.1765,4.82,4.32
Braxton Ashcraft,Pittsburgh Pirates,4,22.7,2.38,0.2967,0.0769,1.8,3.32
Edward Cabrera,Chicago Cubs,4,22.7,2.38,0.1868,0.1209,3.08,3.81
Hogan Harris,Athletics,0,11.3,2.38,0.2075,0.2264,4.36,4.27
Landen Roupp,San Francisco Giants,4,22.7,2.38,0.2667,0.0778,2.19,3.47
Gavin Williams,Cleveland Guardians,4,22.7,2.38,0.3258,0.1798,4.4,4.31
Brent Suter,Los Angeles Angels,1,15.0,2.4,0.2542,0.1017,4.05,4.2
Chase Burns,Cincinnati Reds,4,22.3,2.42,0.25,0.1023,4.11,4.2
Kevin Gausman,Toronto Blue Jays,4,22.3,2.42,0.3523,0.0568,2.18,3.48
Robbie Ray,San Francisco Giants,4,22.3,2.42,0.2727,0.1136,4.64,4.4
Fernando Cruz,New York Yankees,0,7.3,2.45,0.303,0.2121,3.67,4.18
Zach Eflin,Baltimore Orioles,1,3.7,2.45,0.4118,0.1176,4.49,4.26
Cade Horton,Chicago Cubs,2,7.3,2.45,0.1538,0.0769,4.62,4.3
Shota Imanaga,Chicago Cubs,4,22.0,2.45,0.378,0.061,2.17,3.49
Nick Martinez,Tampa Bay Rays,4,22.0,2.45,0.1522,0.0761,4.58,4.37
Tim Mayza,Philadelphia Phillies,0,11.0,2.45,0.2439,0.0732,2.39,3.91
Will Warren,New York Yankees,4,18.3,2.45,0.25,0.075,3.5,4.02
Michael McGreevy,St. Louis Cardinals,4,21.7,2.49,0.1463,0.0366,4.23,4.24
Randy Vásquez,San Diego Padres,4,21.7,2.49,0.2778,0.0889,2.66,3.68
Casey Legumina,Seattle Mariners,0,10.7,2.53,0.1915,0.0426,2.84,4.0
Gabe Speier,Seattle Mariners,0,7.0,2.57,0.2143,0.0357,2.26,4.02
Anthony Kay,Chicago White Sox,2,17.3,2.6,0.1538,0.1154,5.31,4.56
JT Brubaker,San Francisco Giants,0,10.3,2.61,0.1778,0.1778,5.15,4.41
Joey Cantillo,Cleveland Guardians,4,20.7,2.61,0.2963,0.1111,3.36,3.94
Sandy Alcantara,Miami Marlins,4,30.3,2.67,0.1897,0.0517,3.65,3.95
Michael King,San Diego Padres,4,22.7,2.78,0.2151,0.1075,3.65,4.02
Casey Mize,Detroit Tigers,4,22.7,2.78,0.266,0.0745,3.12,3.82
Michael Soroka,Arizona Diamondbacks,4,22.7,2.78,0.3011,0.0645,2.99,3.77
Cole Winn,Texas Rangers,0,9.7,2.79,0.2439,0.122,5.29,4.42
Brant Hurter,Detroit Tigers,0,6.3,2.84,0.1538,0.1154,5.33,4.36
Mitch Keller,Pittsburgh Pirates,4,22.0,2.86,0.1556,0.1,3.8,4.09
Jakob Junis,Texas Rangers,0,9.3,2.89,0.1714,0.0571,2.8,4.02
Max Fried,New York Yankees,5,33.3,2.97,0.1811,0.063,3.03,3.57
Jack Anderson,Boston Red Sox,0,3.0,3.0,0.3636,0.0909,5.79,4.33
Lake Bachar,Miami Marlins,0,9.0,3.0,0.3889,0.1111,1.5,3.84
Paul Blackburn,New York Yankees,0,6.0,3.0,0.1333,0.0667,2.79,4.1
MacKenzie Gore,Texas Rangers,4,21.0,3.0,0.3529,0.1294,3.22,3.89
Juan Morillo,Arizona Diamondbacks,0,9.0,3.0,0.2222,0.1111,4.12,4.23
Andrew Morris,Minnesota Twins,0,3.0,3.0,0.1333,0.0,1.79,4.13
Chase Shugart,Philadelphia Phillies,0,3.0,3.0,0.25,0.0833,6.45,4.36
Caleb Thielbar,Chicago Cubs,0,6.0,3.0,0.2963,0.1481,4.62,4.29
Trevor Rogers,Baltimore Orioles,4,23.7,3.04,0.2041,0.0612,2.87,3.7
Foster Griffin,Washington Nationals,4,20.7,3.05,0.2184,0.0805,4.33,4.28
Ben Brown,Chicago Cubs,0,14.7,3.07,0.2456,0.0877,3.12,3.97
Kyle Harrison,Milwaukee Brewers,3,14.7,3.07,0.25,0.0667,4.08,4.21
Grant Wolfram,Baltimore Orioles,0,8.7,3.12,0.3947,0.0263,1.5,3.85
Bubba Chandler,Pittsburgh Pirates,4,20.0,3.15,0.2,0.1529,4.67,4.39
Carter Baumler,Texas Rangers,0,5.7,3.18,0.2222,0.2222,7.0,4.51
Jose Franco,Cincinnati Reds,0,5.7,3.18,0.1481,0.1852,4.36,4.26
Aaron Ashby,Milwaukee Brewers,1,14.0,3.21,0.3729,0.1017,2.19,3.77
Ranger Suarez,Boston Red Sox,4,22.3,3.22,0.1744,0.0698,3.75,4.06
Tyler Glasnow,Los Angeles Dodgers,4,25.0,3.24,0.3053,0.0632,2.56,3.55
Keaton Winn,San Francisco Giants,0,8.3,3.24,0.3548,0.0645,1.5,3.87
George Kirby,Seattle Mariners,4,27.7,3.25,0.2136,0.0583,3.7,4.0
Chris Sale,Atlanta Braves,4,22.0,3.27,0.2472,0.0674,4.71,4.42
Joe Ryan,Minnesota Twins,5,27.3,3.29,0.2617,0.0561,2.43,3.42
J.T. Ginn,Athletics,2,16.3,3.31,0.1746,0.1111,4.65,4.36
Keider Montero,Detroit Tigers,3,16.3,3.31,0.2381,0.0317,1.65,3.54
Chase Dollander,Colorado Rockies,0,19.0,3.32,0.2875,0.075,3.86,4.13
Grant Holmes,Atlanta Braves,4,21.7,3.32,0.1932,0.1136,4.14,4.21
Jacob Misiorowski,Milwaukee Brewers,4,21.7,3.32,0.375,0.1023,4.0,4.16
Grant Anderson,Milwaukee Brewers,0,10.7,3.38,0.2143,0.1429,3.12,4.05
Coleman Crow,Milwaukee Brewers,1,5.3,3.38,0.1905,0.0476,2.18,4.07
Erick Fedde,Chicago White Sox,2,16.0,3.38,0.1875,0.0469,4.18,4.23
Robert Garcia,Texas Rangers,0,8.0,3.38,0.1765,0.2059,4.25,4.25
Merrill Kelly,Arizona Diamondbacks,1,5.3,3.38,0.125,0.1667,6.68,4.47
Luis Medina,Athletics,0,8.0,3.38,0.2571,0.1429,4.37,4.27
Michael Petersen,Miami Marlins,0,8.0,3.38,0.2121,0.1212,4.5,4.28
Tobias Myers,New York Mets,0,13.0,3.46,0.1875,0.0208,3.97,4.19
Jack Kochanowicz,Los Angeles Angels,4,23.3,3.47,0.1818,0.1515,4.06,4.18
Sam Bachman,Los Angeles Angels,0,10.3,3.48,0.2558,0.186,3.31,4.09
Taylor Clarke,Arizona Diamondbacks,0,10.3,3.48,0.1622,0.0,3.51,4.12
Jordan Leasure,Chicago White Sox,1,10.3,3.48,0.225,0.1,5.06,4.39
Spencer Miles,Toronto Blue Jays,0,10.3,3.48,0.2045,0.0909,5.06,4.39
Jose A. Ferrer,Seattle Mariners,0,7.7,3.52,0.1944,0.0278,1.69,3.92
Rhett Lowder,Cincinnati Reds,4,23.0,3.52,0.1596,0.0745,3.3,3.88
Nick Mears,Kansas City Royals,0,7.7,3.52,0.1875,0.125,3.12,4.11
Eric Orze,Minnesota Twins,0,7.7,3.52,0.1515,0.1212,3.38,4.14
Aaron Civale,Athletics,4,20.3,3.54,0.1798,0.0674,3.86,4.12
Ryne Nelson,Arizona Diamondbacks,4,20.3,3.54,0.2209,0.093,4.99,4.5
Reid Detmers,Los Angeles Angels,4,22.7,3.57,0.2766,0.0638,2.46,3.57
Zac Gallen,Arizona Diamondbacks,4,20.0,3.6,0.1294,0.0824,4.37,4.29
Dean Kremer,Baltimore Orioles,1,5.0,3.6,0.4286,0.0,7.32,4.51
Steven Okert,Houston Astros,0,10.0,3.6,0.2162,0.1351,4.32,4.26
Colin Rea,Chicago Cubs,1,17.3,3.63,0.2174,0.0435,3.58,4.06
Bryan Baker,Tampa Bay Rays,0,7.3,3.68,0.2414,0.069,3.8,4.2
Pierce Johnson,Cincinnati Reds,0,7.3,3.68,0.25,0.0312,3.12,4.11
Zach Pop,Philadelphia Phillies,1,7.3,3.68,0.1935,0.0968,3.12,4.11
Taylor Rogers,Minnesota Twins,0,7.3,3.68,0.2121,0.0909,2.44,4.03
Cole Sands,Minnesota Twins,0,7.3,3.68,0.2188,0.125,4.62,4.3
Lucas Sims,Chicago White Sox,0,7.3,3.68,0.2059,0.1471,3.67,4.18
Jake Woodford,Milwaukee Brewers,0,7.3,3.68,0.1613,0.0645,4.35,4.26
Erik Sabrowski,Cleveland Guardians,0,9.7,3.72,0.3947,0.1053,2.6,3.98
Justin Topa,Minnesota Twins,0,9.7,3.72,0.119,0.0952,4.67,4.32
Justin Sterner,Athletics,0,12.0,3.75,0.25,0.0893,3.12,4.02
Framber Valdez,Detroit Tigers,4,24.0,3.75,0.125,0.0673,3.04,3.77
Andrew Painter,Philadelphia Phillies,2,14.3,3.77,0.2623,0.0492,1.52,3.6
Cole Ragans,Kansas City Royals,4,16.7,3.78,0.2388,0.1493,5.34,4.55
Steven Matz,Tampa Bay Rays,4,21.3,3.8,0.2471,0.0706,3.36,3.93
Clayton Beeter,Washington Nationals,0,9.3,3.86,0.1667,0.1905,7.3,4.72
Jonathan Bowlan,Philadelphia Phillies,0,7.0,3.86,0.2759,0.0345,1.5,3.93
Freddy Peralta,New York Mets,4,21.0,3.86,0.2809,0.0899,3.88,4.12
PJ Poulin,Washington Nationals,2,11.7,3.86,0.1633,0.1429,6.89,4.76
Ryan Walker,San Francisco Giants,0,7.0,3.86,0.2667,0.1,3.98,4.22
Tomoyuki Sugano,Colorado Rockies,4,20.7,3.92,0.1744,0.0581,5.54,4.69
Noah Cameron,Kansas City Royals,3,16.0,3.94,0.209,0.0597,3.75,4.12
Shane McClanahan,Tampa Bay Rays,3,13.7,3.95,0.2203,0.1864,4.58,4.33
Kris Bubic,Kansas City Royals,4,22.7,3.97,0.2921,0.1124,3.3,3.89
Ron Marinaccio,San Diego Padres,0,11.3,3.97,0.2381,0.0476,4.18,4.24
Mick Abel,Minnesota Twins,3,20.3,3.98,0.2473,0.1075,2.78,3.75
Paul Skenes,Pittsburgh Pirates,4,18.0,4.0,0.25,0.0972,4.07,4.19
Aaron Nola,Philadelphia Phillies,4,22.3,4.03,0.2581,0.0645,3.52,3.98
Logan Gilbert,Seattle Mariners,5,29.0,4.03,0.2783,0.0435,2.88,3.59
Jack Flaherty,Detroit Tigers,4,20.0,4.05,0.2386,0.1591,4.22,4.24
Matt Strahm,Kansas City Royals,0,6.7,4.05,0.2069,0.1034,5.07,4.34
Gus Varland,Washington Nationals,0,6.7,4.05,0.2414,0.1034,4.32,4.26
Max Meyer,Miami Marlins,4,19.7,4.12,0.2273,0.1023,3.78,4.1
David Bednar,New York Yankees,0,8.7,4.15,0.2857,0.119,2.08,3.94
Dietrich Enns,Baltimore Orioles,0,4.3,4.15,0.35,0.25,3.35,4.19
Cody Laweryson,Minnesota Twins,0,6.3,4.26,0.3077,0.0769,2.49,4.06
Matthew Liberatore,St. Louis Cardinals,4,21.0,4.29,0.1277,0.0851,6.22,4.94
Ryan Weathers,New York Yankees,4,21.0,4.29,0.3111,0.0778,3.93,4.14
Kumar Rocker,Texas Rangers,3,14.7,4.3,0.209,0.1045,4.62,4.34
Jeff Hoffman,Toronto Blue Jays,0,8.3,4.32,0.439,0.122,2.16,3.96
Richard Lovelady,Washington Nationals,0,8.3,4.32,0.1795,0.1538,5.16,4.38
Abner Uribe,Milwaukee Brewers,0,8.3,4.32,0.2571,0.0857,2.04,3.94
Brandon Woodruff,Milwaukee Brewers,3,16.7,4.32,0.2319,0.0435,4.26,4.25
Emilio Pagán,Cincinnati Reds,0,10.3,4.35,0.2326,0.1395,5.73,4.51
Brandon Williamson,Cincinnati Reds,4,20.7,4.35,0.1333,0.1444,6.02,4.86
Sean Newcomb,Chicago White Sox,0,12.3,4.38,0.2453,0.0943,2.23,3.83
Sean Burke,Chicago White Sox,3,20.3,4.43,0.1954,0.069,3.76,4.08
Sonny Gray,Boston Red Sox,4,20.3,4.43,0.125,0.0455,4.7,4.4
Kyle Hart,San Diego Padres,0,12.0,4.5,0.1458,0.1042,3.45,4.09
Janson Junk,Miami Marlins,4,22.0,4.5,0.1613,0.0645,3.89,4.12
Jonathan Loáisiga,Arizona Diamondbacks,0,10.0,4.5,0.1905,0.0238,3.42,4.11
Sean Manaea,New York Mets,0,16.0,4.5,0.1714,0.1,4.56,4.33
Nick Pivetta,San Diego Padres,4,16.0,4.5,0.3636,0.0909,1.5,3.52
Drew Pomeranz,Los Angeles Angels,0,8.0,4.5,0.1515,0.0909,5.0,4.35
Paxton Schultz,Washington Nationals,0,8.0,4.5,0.2,0.0286,5.37,4.4
Cade Smith,Cleveland Guardians,0,10.0,4.5,0.2444,0.0667,3.12,4.06
Walker Buehler,San Diego Padres,4,17.7,4.58,0.2466,0.0822,3.01,3.88
Cade Cavalli,Washington Nationals,4,15.7,4.6,0.1757,0.1622,4.33,4.27
Brad Lord,Washington Nationals,0,15.7,4.6,0.1791,0.0597,5.23,4.51
Patrick Corbin,Toronto Blue Jays,2,9.7,4.66,0.2195,0.0488,5.19,4.4
Tanner Banks,Philadelphia Phillies,0,7.7,4.7,0.2424,0.0606,3.51,4.16
Brad Keller,Philadelphia Phillies,0,7.7,4.7,0.2424,0.0606,3.51,4.16
Peyton Pallette,Cleveland Guardians,0,7.7,4.7,0.2647,0.0882,4.43,4.27
Andre Pallante,St. Louis Cardinals,3,15.0,4.8,0.1,0.1143,5.05,4.45
Tanner Bibee,Cleveland Guardians,5,24.3,4.81,0.215,0.0841,4.48,4.34
Mason Montgomery,Pittsburgh Pirates,1,9.3,4.82,0.4318,0.1136,2.05,3.91
Ryan Zeferjahn,Los Angeles Angels,0,9.3,4.82,0.325,0.1,1.94,3.89
Jameson Taillon,Chicago Cubs,3,16.7,4.86,0.2394,0.0845,6.24,4.8
Jack Leiter,Texas Rangers,4,20.3,4.87,0.2667,0.1,4.15,4.22
Shane Baz,Baltimore Orioles,4,22.0,4.91,0.1959,0.0825,3.94,4.14
Zak Kent,Minnesota Twins,0,3.7,4.91,0.1,0.25,9.0,4.54
Jared Shuster,St. Louis Cardinals,0,3.7,4.91,0.0667,0.1333,4.21,4.25
Cole Sulser,Tampa Bay Rays,1,11.0,4.91,0.1481,0.1111,4.49,4.29
Tyler Wells,Baltimore Orioles,0,11.0,4.91,0.2245,0.0816,4.85,4.36
Cole Wilcox,Seattle Mariners,0,7.3,4.91,0.2812,0.0625,4.08,4.23
Slade Cecconi,Cleveland Guardians,4,19.7,5.03,0.2045,0.1136,5.26,4.58
Adrian Houser,San Francisco Giants,3,16.0,5.06,0.1351,0.0676,3.62,4.08
Orion Kerkering,Philadelphia Phillies,0,5.3,5.06,0.1739,0.0435,4.62,4.28
Jeremiah Estrada,San Diego Padres,0,7.0,5.14,0.2667,0.1667,2.98,4.1
Calvin Faucher,Miami Marlins,0,7.0,5.14,0.3143,0.2286,3.41,4.15
Mason Fluharty,Toronto Blue Jays,1,7.0,5.14,0.3125,0.125,1.98,3.98
Albert Suárez,Baltimore Orioles,0,7.0,5.14,0.1034,0.069,6.84,4.55
Joe Boyle,Tampa Bay Rays,3,15.7,5.17,0.2424,0.0909,3.06,3.94
Shawn Armstrong,Cleveland Guardians,0,8.7,5.19,0.2927,0.1707,6.12,4.52
Scott Barlow,Athletics,0,8.7,5.19,0.1842,0.1579,6.58,4.59
Alex Lange,Kansas City Royals,0,8.7,5.19,0.35,0.125,3.47,4.14
Christian Roa,Houston Astros,0,8.7,5.19,0.1395,0.1628,6.7,4.6
Kyle Leahy,St. Louis Cardinals,4,19.0,5.21,0.1512,0.093,5.91,4.78
Cody Bolton,Houston Astros,2,8.3,5.4,0.2821,0.1795,4.92,4.34
Aaron Bummer,Atlanta Braves,0,5.0,5.4,0.2,0.12,6.12,4.41
Luis Castillo,Seattle Mariners,4,18.3,5.4,0.1932,0.0795,3.29,3.96
Luis Curvelo,Texas Rangers,0,5.0,5.4,0.1364,0.0909,8.32,4.59
Enmanuel De Jesus,Detroit Tigers,0,6.7,5.4,0.2353,0.1176,2.52,4.06
Nathan Eovaldi,Texas Rangers,4,21.7,5.4,0.268,0.0722,4.23,4.24
Edgardo Henriquez,Los Angeles Dodgers,0,5.0,5.4,0.1818,0.1364,3.92,4.22
Jordan Hicks,Chicago White Sox,0,10.0,5.4,0.1304,0.1739,4.32,4.26
Joe Mantiply,Toronto Blue Jays,0,6.7,5.4,0.3448,0.069,3.42,4.16
Joel Payamps,Atlanta Braves,0,3.3,5.4,0.3125,0.0625,4.92,4.29
Eury Pérez,Miami Marlins,4,20.0,5.4,0.2198,0.1209,5.67,4.72
Logan Webb,San Francisco Giants,5,30.0,5.4,0.2045,0.0833,3.39,3.82
Kyle Bradish,Baltimore Orioles,4,19.7,5.49,0.2386,0.1136,3.17,3.9
