Name,Team,GS,IP,ERA,K%,BB%,raw_fip,ERA_est
Scott Alexander,Kansas City Royals,0,69.0,2.48,0.2085,0.0989,3.22,3.22
Raisel Iglesias,Cincinnati Reds,0,76.0,2.49,0.3007,0.0882,2.69,2.69
Al Alburquerque,Chicago White Sox,0,18.0,2.5,0.1972,0.1127,2.93,3.85
Alex Claudio,Texas Rangers,1,82.7,2.5,0.1734,0.0464,3.2,3.2
Max Scherzer,Washington Nationals,31,200.7,2.51,0.3436,0.0705,2.89,2.89
Dan Winkler,Atlanta Braves,0,14.3,2.51,0.3396,0.1132,2.8,3.9
Stephen Strasburg,Washington Nationals,28,175.3,2.52,0.291,0.067,2.71,2.71
Jake Diekman,Texas Rangers,0,10.7,2.53,0.2889,0.2222,4.74,4.34
Chaz Roe,Tampa Bay Rays,0,10.7,2.53,0.2955,0.1136,3.62,4.14
Blake Parker,Los Angeles Angels,0,67.3,2.54,0.3386,0.063,2.7,2.7
Buddy Baumann,San Diego Padres,0,17.7,2.55,0.2917,0.0972,5.41,4.59
Mike Minor,Kansas City Royals,0,77.7,2.55,0.2866,0.0717,2.61,2.61
Sam Freeman,Atlanta Braves,0,60.0,2.55,0.2323,0.1063,3.33,3.33
Sam Tuivailala,St. Louis Cardinals,0,42.3,2.55,0.1988,0.0643,3.69,3.86
Dominic Leone,Toronto Blue Jays,0,70.3,2.56,0.2903,0.0824,2.94,2.94
Tommy Kahnle,New York Yankees,0,62.7,2.59,0.375,0.0664,1.82,1.82
Tommy Hunter,Tampa Bay Rays,0,58.7,2.61,0.2807,0.0614,3.06,3.09
Zach McAllister,Cleveland Indians,0,62.0,2.61,0.2651,0.0843,3.76,3.76
Juan Nicasio,St. Louis Cardinals,0,72.3,2.61,0.2474,0.0687,2.97,2.97
Leonel Campos,Toronto Blue Jays,0,13.7,2.63,0.25,0.1333,4.83,4.38
Deck McGuire,Cincinnati Reds,2,13.7,2.63,0.1964,0.0357,3.15,4.0
Hunter Strickland,San Francisco Giants,0,61.3,2.64,0.2164,0.1082,3.62,3.62
Chris Rusin,Colorado Rockies,0,85.0,2.65,0.2088,0.0559,3.63,3.63
Luis García,Philadelphia Phillies,0,71.3,2.65,0.2034,0.0881,3.11,3.11
Tony Zych,Seattle Mariners,0,40.7,2.66,0.2023,0.1214,3.99,4.07
Shane Greene,Detroit Tigers,0,67.7,2.66,0.258,0.1201,3.83,3.83
Chris Devenski,Houston Astros,0,80.7,2.68,0.3165,0.0823,3.48,3.48
Chih-Wei Hu,Tampa Bay Rays,0,10.0,2.7,0.225,0.1,5.15,4.4
Adam Liberatore,Los Angeles Dodgers,0,3.3,2.7,0.3333,0.1333,1.95,4.12
Tyler Mahle,Cincinnati Reds,4,20.0,2.7,0.1522,0.1196,4.0,4.17
Reyes Moronta,San Francisco Giants,0,6.7,2.7,0.3793,0.1034,3.15,4.13
Carlos Ramírez,Toronto Blue Jays,0,16.7,2.7,0.2414,0.0517,4.53,4.33
Luis Santos,Toronto Blue Jays,0,16.7,2.7,0.2353,0.0588,5.07,4.48
Alex Wood,Los Angeles Dodgers,25,152.3,2.72,0.2459,0.0619,3.31,3.31
Chase Anderson,Milwaukee Brewers,25,141.3,2.74,0.2337,0.0721,3.57,3.57
Brian Duensing,Chicago Cubs,0,62.3,2.74,0.2374,0.07,3.41,3.41
Mychal Givens,Baltimore Orioles,0,78.7,2.75,0.2794,0.0794,3.71,3.71
Dario Alvarez,Texas Rangers,0,16.3,2.76,0.2073,0.1707,4.62,4.35
Yusmeiro Petit,Los Angeles Angels,1,91.3,2.76,0.2853,0.0508,2.84,2.84
Noé Ramirez,Los Angeles Angels,0,13.0,2.77,0.2857,0.102,4.15,4.23
Keone Kela,Texas Rangers,0,38.7,2.79,0.3377,0.1126,3.25,3.61
Joe Kelly,Boston Red Sox,0,58.0,2.79,0.2185,0.1134,3.48,3.5
Nick Goody,Cleveland Indians,0,54.7,2.8,0.3258,0.0905,3.44,3.51
Sean Doolittle,Washington Nationals,0,51.3,2.81,0.3147,0.0508,2.58,2.82
Arodys Vizcaíno,Atlanta Braves,0,57.3,2.83,0.2723,0.0894,3.71,3.73
Tyler Lyons,St. Louis Cardinals,0,54.0,2.83,0.3091,0.0909,2.85,2.99
Pedro Strop,Chicago Cubs,0,60.3,2.83,0.26,0.104,3.3,3.3
Josh Fields,Los Angeles Dodgers,0,57.0,2.84,0.2691,0.0673,4.17,4.17
Kyle McGrath,San Diego Padres,0,19.0,2.84,0.2133,0.08,3.78,4.1
Addison Reed,Boston Red Sox,0,76.0,2.84,0.2484,0.049,3.66,3.66
Dan Otero,Cleveland Indians,0,60.0,2.85,0.157,0.0372,3.63,3.63
Dellin Betances,New York Yankees,0,59.7,2.87,0.3831,0.1686,3.22,3.22
Robbie Ray,Arizona Diamondbacks,28,162.0,2.89,0.3278,0.1068,3.71,3.71
Zack Britton,Baltimore Orioles,0,37.3,2.89,0.1801,0.1118,3.39,3.72
Ryan Buchter,Kansas City Royals,0,65.3,2.89,0.2425,0.097,4.53,4.53
Chris Sale,Boston Red Sox,32,214.3,2.9,0.3619,0.0505,2.44,2.44
Dallas Keuchel,Houston Astros,23,145.7,2.9,0.214,0.0805,3.78,3.78
Hector Velázquez,Boston Red Sox,3,24.7,2.92,0.1979,0.0729,4.57,4.38
Luis Avilán,Los Angeles Dodgers,0,46.0,2.93,0.268,0.1134,2.95,3.26
Jerry Blevins,New York Mets,0,49.0,2.94,0.318,0.1106,3.11,3.32
Cody Allen,Cleveland Indians,0,67.3,2.94,0.3262,0.0745,3.18,3.18
Pedro Báez,Los Angeles Dodgers,0,64.0,2.95,0.2286,0.1036,4.43,4.43
Gio Gonzalez,Washington Nationals,32,201.0,2.96,0.2273,0.0955,3.92,3.92
Noah Syndergaard,New York Mets,7,30.3,2.97,0.2742,0.0242,1.5,2.86
Will Harris,Houston Astros,0,45.3,2.98,0.2938,0.0395,3.33,3.55
James Paxton,Seattle Mariners,24,136.0,2.98,0.2826,0.067,2.6,2.6
Luis Severino,New York Yankees,31,193.3,2.98,0.2937,0.0651,3.07,3.07
Carl Edwards Jr.,Chicago Cubs,0,66.3,2.98,0.3588,0.145,3.39,3.39
Kyle Barraclough,Miami Marlins,0,66.0,3.0,0.2657,0.1329,3.65,3.65
Javy Guerra,Miami Marlins,0,21.0,3.0,0.1364,0.0795,4.24,4.25
A.J. Minter,Atlanta Braves,0,15.0,3.0,0.4333,0.0333,1.5,3.56
Brad Peacock,Houston Astros,21,132.0,3.0,0.2949,0.1044,3.06,3.06
Héctor Neris,Philadelphia Phillies,0,74.7,3.01,0.2687,0.0813,3.7,3.7
Jared Hughes,Milwaukee Brewers,0,59.7,3.02,0.1967,0.0984,3.92,3.92
Brandon Kintzler,Washington Nationals,0,71.3,3.03,0.1354,0.0556,3.77,3.77
Kyle Hendricks,Chicago Cubs,24,139.7,3.03,0.2158,0.0702,3.87,3.87
Kyle Crick,San Francisco Giants,0,32.3,3.06,0.209,0.1269,3.89,4.06
Taylor Rogers,Minnesota Twins,0,55.7,3.07,0.2068,0.0886,4.08,4.1
Marcus Stroman,Toronto Blue Jays,33,201.0,3.09,0.1966,0.0743,3.89,3.89
Mike Clevinger,Cleveland Indians,21,121.7,3.11,0.2729,0.1195,3.84,3.84
David Hernandez,Arizona Diamondbacks,0,55.0,3.11,0.243,0.0421,2.75,2.87
Luis Castillo,Cincinnati Reds,15,89.3,3.12,0.273,0.0891,3.73,3.73
Gregory Infante,Chicago White Sox,0,54.7,3.13,0.2159,0.0881,3.57,3.63
Craig Stammen,San Diego Padres,0,80.3,3.14,0.2249,0.0851,4.37,4.37
Domingo Germán,New York Yankees,0,14.3,3.14,0.2903,0.1452,3.43,4.05
Daniel Mengden,Oakland Athletics,7,43.0,3.14,0.1716,0.0533,4.24,4.24
Ryan Sherriff,St. Louis Cardinals,0,14.3,3.14,0.25,0.0667,3.92,4.17
Brad Brach,Baltimore Orioles,0,68.0,3.18,0.2545,0.0945,3.58,3.58
Brandon Workman,Boston Red Sox,0,39.7,3.18,0.2284,0.0679,4.49,4.41
José Ramírez,Atlanta Braves,0,62.0,3.19,0.2171,0.1124,4.88,4.88
Kevin McCarthy,Kansas City Royals,0,45.0,3.2,0.1378,0.0663,3.97,4.04
Nick Vincent,Seattle Mariners,0,64.7,3.2,0.1908,0.0496,2.81,2.81
Zack Greinke,Arizona Diamondbacks,32,202.3,3.2,0.2684,0.0562,3.3,3.3
Trevor Hildenberger,Minnesota Twins,0,42.0,3.21,0.2588,0.0353,3.01,3.38
Aroldis Chapman,New York Yankees,0,50.3,3.22,0.3286,0.0952,2.55,2.83
Emilio Pagán,Seattle Mariners,0,50.3,3.22,0.2857,0.0408,3.27,3.43
Paul Blackburn,Oakland Athletics,10,58.7,3.22,0.0924,0.0672,4.38,4.37
Alex Colomé,Tampa Bay Rays,0,66.7,3.24,0.2064,0.0819,3.36,3.36
Edward Paredes,Los Angeles Dodgers,0,8.3,3.24,0.3548,0.0,2.07,3.95
Edwin Díaz,Seattle Mariners,0,66.0,3.27,0.3201,0.1151,4.01,4.01
Ervin Santana,Minnesota Twins,33,211.3,3.28,0.1933,0.0706,4.46,4.46
Carlos Carrasco,Cleveland Indians,32,200.0,3.29,0.2832,0.0576,3.09,3.09
Fernando Abad,Boston Red Sox,0,43.7,3.3,0.2033,0.0769,3.68,3.83
Drew Pomeranz,Boston Red Sox,32,173.7,3.32,0.2351,0.0932,3.83,3.83
Rich Hill,Los Angeles Dodgers,25,135.7,3.32,0.3007,0.0888,3.71,3.71
Madison Bumgarner,San Francisco Giants,17,111.0,3.32,0.2244,0.0444,3.94,3.94
Joe Smith,Cleveland Indians,0,54.0,3.33,0.3318,0.0467,2.09,2.31
Justin Verlander,Houston Astros,33,206.0,3.36,0.258,0.0848,3.83,3.83
Zack Godley,Arizona Diamondbacks,25,155.0,3.37,0.2632,0.0845,3.4,3.4
Brad Boxberger,Tampa Bay Rays,0,29.3,3.38,0.3306,0.0909,3.42,3.85
Mike Montgomery,Chicago Cubs,14,130.7,3.38,0.1852,0.1019,4.06,4.06
Roberto Osuna,Toronto Blue Jays,0,64.0,3.38,0.3333,0.0361,1.73,1.73
David Price,Boston Red Sox,11,74.7,3.38,0.2397,0.0757,3.63,3.63
Tony Watson,Los Angeles Dodgers,0,66.7,3.38,0.1821,0.0687,4.44,4.44
George Kontos,Pittsburgh Pirates,0,66.3,3.39,0.2518,0.0719,3.71,3.71
David Phelps,Seattle Mariners,0,55.7,3.4,0.2605,0.1092,3.54,3.6
Trevor Rosenthal,St. Louis Cardinals,0,47.7,3.4,0.3762,0.099,2.16,2.59
Andrew Cashner,Texas Rangers,28,166.7,3.4,0.1222,0.0909,4.6,4.6
Brock Stewart,Los Angeles Dodgers,4,34.3,3.41,0.1973,0.1293,4.72,4.52
Justin Wilson,Chicago Cubs,0,58.0,3.41,0.3226,0.1411,3.37,3.4
Brent Suter,Milwaukee Brewers,14,81.7,3.42,0.1877,0.0645,3.74,3.74
Jake Faria,Tampa Bay Rays,14,86.7,3.43,0.2353,0.0868,4.11,4.11
Lance Lynn,St. Louis Cardinals,33,186.3,3.43,0.1972,0.1005,4.81,4.81
Darren O'Day,Baltimore Orioles,0,60.3,3.43,0.3167,0.1,3.7,3.7
Dan Jennings,Tampa Bay Rays,0,62.7,3.45,0.191,0.1161,4.71,4.71
Dillon Gee,Minnesota Twins,4,49.3,3.47,0.1934,0.0708,4.75,4.66
Danny Coulombe,Oakland Athletics,0,51.7,3.48,0.1781,0.1005,4.16,4.17
Aaron Wilkerson,Milwaukee Brewers,2,10.3,3.48,0.1892,0.027,3.34,4.09
Peter Moylan,Kansas City Royals,0,59.3,3.49,0.1893,0.1029,3.99,3.99
Taijuan Walker,Arizona Diamondbacks,28,157.3,3.49,0.2135,0.0892,4.03,4.03
Jimmy Nelson,Milwaukee Brewers,29,175.3,3.49,0.2734,0.0659,3.04,3.04
Edgar Santana,Pittsburgh Pirates,0,18.0,3.5,0.2469,0.1481,4.54,4.34
Andrew Chafin,Arizona Diamondbacks,0,51.3,3.51,0.276,0.095,3.38,3.51
Andrew Albers,Seattle Mariners,6,41.0,3.51,0.2079,0.0562,4.12,4.16
Bryan Shaw,Cleveland Indians,0,76.7,3.52,0.234,0.0705,2.95,2.95
Miguel Castro,Baltimore Orioles,1,66.3,3.53,0.1387,0.1022,4.93,4.93
Jake Arrieta,Chicago Cubs,30,168.3,3.53,0.2306,0.0778,4.15,4.15
J.A. Happ,Toronto Blue Jays,25,145.3,3.53,0.2268,0.0735,3.75,3.75
Jacob deGrom,New York Mets,31,201.3,3.53,0.289,0.0713,3.49,3.49
Aaron Nola,Philadelphia Phillies,27,168.0,3.54,0.2655,0.0707,3.26,3.26
Jason Motte,Atlanta Braves,0,40.7,3.54,0.1627,0.1205,5.44,5.05
Danny Barnes,Toronto Blue Jays,0,66.0,3.55,0.234,0.0906,4.57,4.57
Sonny Gray,New York Yankees,27,162.3,3.55,0.2257,0.0841,3.89,3.89
Collin McHugh,Houston Astros,12,63.3,3.55,0.2288,0.0738,3.81,3.81
Enny Romero,Washington Nationals,0,55.7,3.56,0.2653,0.0939,3.85,3.88
Sergio Romo,Tampa Bay Rays,0,55.7,3.56,0.2634,0.0848,4.21,4.21
Randall Delgado,Arizona Diamondbacks,5,62.7,3.59,0.2317,0.0541,3.15,3.15
Ryan Tepera,Toronto Blue Jays,0,77.7,3.59,0.2539,0.0972,3.74,3.74
Austin Adams,Washington Nationals,0,5.0,3.6,0.3448,0.2759,4.55,4.27
Jack Leathersich,Pittsburgh Pirates,0,5.0,3.6,0.28,0.24,3.95,4.22
Ashur Tolliver,Houston Astros,0,5.0,3.6,0.2273,0.1818,4.15,4.24
Greg Holland,Colorado Rockies,0,57.3,3.61,0.2979,0.1106,3.71,3.73
Jake McGee,Colorado Rockies,0,57.3,3.61,0.2533,0.0699,2.92,2.98
Charlie Morton,Houston Astros,25,146.7,3.62,0.2642,0.081,3.46,3.46
Heath Hembree,Boston Red Sox,0,62.0,3.63,0.2583,0.0664,3.91,3.91
José Alvarado,Tampa Bay Rays,0,29.7,3.64,0.2358,0.0732,2.54,3.41
Carlos Martinez,St. Louis Cardinals,32,205.0,3.64,0.2529,0.0828,3.9,3.9
Parker Bridwell,Los Angeles Angels,20,121.0,3.64,0.1484,0.061,4.83,4.83
Josh Edgin,New York Mets,0,37.0,3.65,0.1627,0.1084,4.61,4.47
Alex Cobb,Tampa Bay Rays,29,179.3,3.66,0.1725,0.0593,4.15,4.15
Jon Gray,Colorado Rockies,20,110.3,3.67,0.243,0.0651,3.17,3.17
Josh Lucas,St. Louis Cardinals,0,7.3,3.68,0.2188,0.125,6.83,4.57
Chris Stratton,San Francisco Giants,10,58.7,3.68,0.1992,0.1094,4.0,4.01
CC Sabathia,New York Yankees,27,148.7,3.69,0.1926,0.0803,4.48,4.48
Joakim Soria,Kansas City Royals,0,56.0,3.7,0.2759,0.0862,2.22,2.36
Jhan Mariñez,Texas Rangers,0,58.3,3.7,0.1718,0.0992,4.64,4.63
Donnie Hart,Baltimore Orioles,0,43.7,3.71,0.1526,0.0684,4.48,4.42
Seth Maness,Kansas City Royals,0,9.7,3.72,0.0889,0.0444,6.98,4.69
Chasen Bradford,New York Mets,0,33.7,3.74,0.1888,0.0909,3.86,4.03
Alex Meyer,Los Angeles Angels,13,67.3,3.74,0.2568,0.1438,4.13,4.13
Aaron Loup,Toronto Blue Jays,0,57.7,3.75,0.2415,0.1094,3.65,3.68
Ross Stripling,Los Angeles Dodgers,2,74.3,3.75,0.2434,0.0625,3.67,3.67
Wandy Peralta,Cincinnati Reds,0,64.7,3.76,0.2167,0.0913,4.15,4.15
Hyun Jin Ryu,Los Angeles Dodgers,24,126.7,3.77,0.2144,0.0832,4.74,4.74
Chasen Shreve,New York Yankees,0,45.3,3.77,0.2929,0.1263,4.54,4.47
Matt Bush,Texas Rangers,0,52.3,3.78,0.2417,0.0792,3.99,4.02
Robby Scott,Boston Red Sox,0,35.7,3.79,0.2199,0.0922,5.31,4.88
A.J. Cole,Washington Nationals,8,52.0,3.81,0.1921,0.1179,5.19,5.06
Max Fried,Atlanta Braves,4,26.0,3.81,0.1818,0.0992,4.8,4.49
Danny Duffy,Kansas City Royals,24,146.3,3.81,0.2135,0.0673,3.45,3.45
Wei-Yin Chen,Miami Marlins,5,33.0,3.82,0.1894,0.0682,3.73,3.96
José Ureña,Miami Marlins,28,169.7,3.82,0.1561,0.0884,5.19,5.19
Daniel Stumpf,Detroit Tigers,0,37.7,3.82,0.2062,0.0938,4.48,4.39
Michael Fulmer,Detroit Tigers,25,164.7,3.83,0.1686,0.0592,3.67,3.67
Yu Darvish,Los Angeles Dodgers,31,186.7,3.86,0.2728,0.0757,3.82,3.82
Carson Fulmer,Chicago White Sox,5,23.3,3.86,0.1881,0.1287,5.68,4.81
Keynan Middleton,Los Angeles Angels,0,58.3,3.86,0.2561,0.0732,4.37,4.36
James Pazos,Seattle Mariners,0,53.7,3.86,0.2708,0.1,4.04,4.07
Matt Barnes,Boston Red Sox,0,69.7,3.88,0.2892,0.0976,3.32,3.32
Brett Cecil,St. Louis Cardinals,0,67.3,3.88,0.2383,0.0578,3.25,3.25
Luke Weaver,St. Louis Cardinals,10,60.3,3.88,0.2857,0.0675,3.17,3.17
Jordan Montgomery,New York Yankees,29,155.3,3.88,0.2219,0.0786,4.06,4.06
Jose Alvarez,Los Angeles Angels,0,48.7,3.88,0.2217,0.0591,3.91,3.97
Jake Thompson,Philadelphia Phillies,8,46.3,3.88,0.1667,0.1048,5.91,5.53
Jonathan Holder,New York Yankees,0,39.3,3.89,0.2339,0.0468,3.61,3.83
José Berríos,Minnesota Twins,25,145.7,3.89,0.2256,0.0779,3.84,3.84
Jhoulys Chacín,San Diego Padres,32,180.3,3.89,0.2,0.0941,4.25,4.25
Zach Davies,Milwaukee Brewers,33,191.3,3.9,0.1518,0.0673,4.22,4.22
Dovydas Neverauskas,Pittsburgh Pirates,0,25.3,3.91,0.1619,0.0762,4.93,4.54
J.J. Hoover,Arizona Diamondbacks,0,41.3,3.92,0.2741,0.132,4.7,4.56
Mike Leake,Seattle Mariners,31,186.0,3.92,0.1662,0.0473,3.89,3.89
Blake Treinen,Oakland Athletics,0,75.7,3.93,0.2277,0.0769,3.41,3.41
Zach Duke,St. Louis Cardinals,0,18.3,3.93,0.1622,0.0811,5.28,4.56
José Leclerc,Texas Rangers,0,45.7,3.94,0.3,0.2,4.49,4.43
Eddie Butler,Chicago Cubs,11,54.7,3.95,0.1266,0.1181,4.65,4.61
Kirby Yates,San Diego Padres,0,56.7,3.97,0.381,0.0823,3.91,3.93
Koji Uehara,Chicago Cubs,0,43.0,3.98,0.2809,0.0674,3.78,3.91
Brandon McCarthy,Los Angeles Dodgers,16,92.7,3.98,0.1875,0.0703,3.27,3.27
Matt Bowman,St. Louis Cardinals,0,58.7,3.99,0.1862,0.0729,3.64,3.66
AJ Ramos,New York Mets,0,58.7,3.99,0.2791,0.1318,4.09,4.09
Jacob Barnes,Milwaukee Brewers,0,72.0,4.0,0.2632,0.1086,3.87,3.87
Odrisamer Despaigne,Miami Marlins,8,58.3,4.01,0.122,0.0945,4.14,4.15
Marc Rzepczynski,Seattle Mariners,0,31.3,4.02,0.1825,0.146,4.39,4.33
Matt Belisle,Minnesota Twins,0,60.3,4.03,0.2186,0.0891,4.06,4.06
Patrick Corbin,Arizona Diamondbacks,32,189.7,4.03,0.2155,0.0738,4.07,4.07
Blake Snell,Tampa Bay Rays,24,129.3,4.04,0.2176,0.1079,4.19,4.19
Jamie Callahan,New York Mets,0,6.7,4.05,0.1667,0.0333,2.1,4.01
Trevor Williams,Pittsburgh Pirates,25,150.3,4.07,0.1822,0.081,4.02,4.02
Chris Archer,Tampa Bay Rays,34,201.0,4.07,0.2923,0.0704,3.39,3.39
Johnny Barbato,Pittsburgh Pirates,0,28.7,4.08,0.1769,0.1385,5.45,4.82
Chase Whitley,Tampa Bay Rays,0,57.3,4.08,0.1807,0.0672,3.55,3.58
Shelby Miller,Arizona Diamondbacks,4,22.0,4.09,0.202,0.1212,3.56,4.0
Seunghwan Oh,St. Louis Cardinals,0,59.3,4.1,0.2045,0.0568,4.43,4.43
Kyle Freeland,Colorado Rockies,28,156.0,4.1,0.1555,0.0916,4.56,4.56
Adam Morgan,Philadelphia Phillies,0,54.7,4.12,0.2751,0.0786,4.21,4.21
Michael Wacha,St. Louis Cardinals,30,165.7,4.13,0.2254,0.0785,3.63,3.63
Iván Nova,Pittsburgh Pirates,31,187.0,4.14,0.1669,0.0459,4.45,4.45
Jake Odorizzi,Tampa Bay Rays,28,143.3,4.14,0.2103,0.101,5.42,5.42
Jose Quintana,Chicago Cubs,32,188.7,4.15,0.262,0.0772,3.67,3.67
Brandon Finnegan,Cincinnati Reds,4,13.0,4.15,0.2712,0.2203,4.69,4.34
JC Ramírez,Los Angeles Angels,24,147.3,4.15,0.1694,0.079,4.7,4.7
Carlos Rodón,Chicago White Sox,12,69.3,4.15,0.2559,0.1044,4.68,4.68
Gabriel Ynoa,Baltimore Orioles,4,34.7,4.15,0.1769,0.0544,4.3,4.28
Jason Vargas,Kansas City Royals,32,179.7,4.16,0.1772,0.0767,4.66,4.66
Nate Karns,Kansas City Royals,8,45.3,4.17,0.2713,0.0691,4.47,4.42
Troy Scribner,Los Angeles Angels,4,23.7,4.18,0.1818,0.101,6.99,5.33
Trevor Bauer,Cleveland Indians,31,176.3,4.19,0.2617,0.0801,3.88,3.88
Phil Maton,San Diego Padres,0,43.0,4.19,0.2556,0.0778,5.08,4.84
Kendall Graveman,Oakland Athletics,19,105.3,4.19,0.1577,0.0721,4.33,4.33
Edinson Volquez,Miami Marlins,17,92.3,4.19,0.204,0.1335,4.34,4.34
Eduardo Rodriguez,Boston Red Sox,24,137.3,4.19,0.2577,0.0859,3.96,3.96
Danny Farquhar,Chicago White Sox,0,49.3,4.2,0.2093,0.1302,4.06,4.09
Cole Hamels,Texas Rangers,24,148.0,4.2,0.171,0.0863,4.61,4.61
Jorge De La Rosa,Arizona Diamondbacks,0,51.3,4.21,0.2055,0.0959,4.57,4.52
Bud Norris,Los Angeles Angels,3,62.0,4.21,0.2772,0.1011,3.89,3.89
Carlos Torres,Milwaukee Brewers,0,72.7,4.21,0.1739,0.1025,4.88,4.88
Edubray Ramos,Philadelphia Phillies,0,57.7,4.21,0.293,0.1094,2.91,2.96
José Torres,San Diego Padres,0,68.3,4.21,0.2218,0.0563,4.66,4.66
Tony Cingrani,Los Angeles Dodgers,0,42.7,4.22,0.2955,0.0682,4.67,4.55
Liam Hendriks,Oakland Athletics,0,64.0,4.22,0.2857,0.0842,3.21,3.21
Logan Verrett,Baltimore Orioles,0,10.7,4.22,0.1915,0.0638,6.52,4.65
Kenta Maeda,Los Angeles Dodgers,25,134.3,4.22,0.2513,0.061,4.06,4.06
Chris Hatcher,Oakland Athletics,0,59.7,4.22,0.2451,0.0817,4.27,4.27
Fernando Rodney,Arizona Diamondbacks,0,55.3,4.23,0.2814,0.1126,3.02,3.12
Héctor Rondón,Chicago Cubs,0,57.3,4.24,0.2911,0.0844,4.11,4.11
Dan Altavilla,Seattle Mariners,0,46.7,4.24,0.2562,0.0985,4.78,4.66
Dylan Bundy,Baltimore Orioles,28,169.7,4.24,0.2178,0.0731,4.38,4.38
