Name,Team,GS,IP,ERA,K%,BB%,raw_fip,ERA_est
Tony Gonsolin,Los Angeles Dodgers,8,46.7,2.31,0.2614,0.0398,2.25,2.7
Justin Topa,Milwaukee Brewers,0,7.7,2.35,0.4,0.0,1.72,3.93
Yonny Chirinos,Tampa Bay Rays,3,11.3,2.38,0.1923,0.0769,5.27,4.44
Evan Marshall,Chicago White Sox,0,22.7,2.38,0.3226,0.0753,2.01,3.4
Conner Menez,San Francisco Giants,0,11.3,2.38,0.1778,0.1111,5.62,4.51
Jacob deGrom,New York Mets,12,68.0,2.38,0.3881,0.0672,2.23,2.23
John Gant,St. Louis Cardinals,0,15.0,2.4,0.2951,0.1148,2.15,3.73
Génesis Cabrera,St. Louis Cardinals,0,22.3,2.42,0.3333,0.1667,4.72,4.43
Stefan Crichton,Arizona Diamondbacks,0,26.0,2.42,0.211,0.0826,3.39,3.88
Brandon Bailey,Houston Astros,0,7.3,2.45,0.1333,0.1,5.47,4.4
Cam Bedrosian,Los Angeles Angels,0,14.7,2.45,0.1897,0.1034,2.88,3.92
Paul Fry,Baltimore Orioles,0,22.0,2.45,0.2959,0.0918,3.65,4.03
Amir Garrett,Cincinnati Reds,0,18.3,2.45,0.3768,0.1014,4.3,4.27
Lucas Sims,Cincinnati Reds,0,25.7,2.45,0.3301,0.1068,3.66,4.0
Josh Staumont,Kansas City Royals,0,25.7,2.45,0.3304,0.1429,3.5,3.93
Brad Keller,Kansas City Royals,9,54.7,2.47,0.1628,0.0791,3.39,3.47
Tony Watson,San Francisco Giants,0,18.0,2.5,0.2055,0.0411,4.32,4.27
Aaron Loup,Tampa Bay Rays,0,25.0,2.52,0.2292,0.0417,3.79,4.06
Dustin May,Los Angeles Dodgers,10,56.0,2.57,0.1964,0.0714,4.58,4.56
Caleb Smith,Arizona Diamondbacks,4,14.0,2.57,0.25,0.2,6.37,4.74
Merrill Kelly,Arizona Diamondbacks,5,31.3,2.59,0.232,0.04,3.95,4.09
Dylan Floro,Los Angeles Dodgers,0,24.3,2.59,0.1939,0.0408,2.62,3.59
Shane Greene,Atlanta Braves,0,27.7,2.6,0.1927,0.0826,3.77,4.03
Yohan Ramírez,Seattle Mariners,0,20.7,2.61,0.2766,0.2128,6.01,4.86
Matt Strahm,San Diego Padres,0,20.7,2.61,0.1807,0.0482,4.9,4.47
Jorge Alcala,Minnesota Twins,0,24.0,2.63,0.2872,0.0851,3.53,3.96
Jake McGee,Los Angeles Dodgers,0,20.3,2.66,0.4177,0.038,1.63,3.36
Tanner Rainey,Washington Nationals,0,20.3,2.66,0.4267,0.0933,3.74,4.08
James Karinchak,Cleveland Indians,0,27.0,2.67,0.4862,0.1468,1.5,3.01
Hyun Jin Ryu,Toronto Blue Jays,12,67.0,2.69,0.2618,0.0618,2.98,2.98
Bryan Abreu,Houston Astros,0,3.3,2.7,0.15,0.35,9.0,4.51
Ryan Borucki,Toronto Blue Jays,0,16.7,2.7,0.2877,0.1644,3.57,4.06
Pete Fairbanks,Tampa Bay Rays,2,26.7,2.7,0.3333,0.1197,3.0,3.7
Pierce Johnson,San Diego Padres,0,20.0,2.7,0.3375,0.1125,3.1,3.87
Kenta Maeda,Minnesota Twins,11,66.7,2.7,0.3226,0.0403,2.96,2.96
Richard Rodríguez,Pittsburgh Pirates,0,23.3,2.7,0.3656,0.0538,2.81,3.69
Brandon Waddell,Pittsburgh Pirates,0,3.3,2.7,0.1429,0.1429,3.75,4.22
Taijuan Walker,Toronto Blue Jays,11,53.3,2.7,0.2222,0.0844,4.52,4.49
Zach Davies,San Diego Padres,12,69.3,2.73,0.2283,0.0688,3.85,3.85
José Urquidy,Houston Astros,5,29.7,2.73,0.1466,0.069,4.67,4.46
Thomas Hatch,Toronto Blue Jays,1,26.3,2.73,0.211,0.1193,4.1,4.19
Raisel Iglesias,Cincinnati Reds,0,23.0,2.74,0.3407,0.0549,1.81,3.31
Zac Gallen,Arizona Diamondbacks,12,72.0,2.75,0.2818,0.0859,3.63,3.63
Tyler Clippard,Minnesota Twins,2,26.0,2.77,0.2653,0.0408,2.62,3.54
Dakota Hudson,St. Louis Cardinals,8,39.0,2.77,0.2053,0.0993,4.46,4.39
Andrew Miller,St. Louis Cardinals,0,13.0,2.77,0.2909,0.0909,2.54,3.88
Mark Melancon,Atlanta Braves,0,22.7,2.78,0.1474,0.0737,3.68,4.04
Josh Fleming,Tampa Bay Rays,5,32.3,2.78,0.1923,0.0538,4.36,4.31
Tyler Matzek,Atlanta Braves,0,29.0,2.79,0.3554,0.0826,1.88,3.1
Tejay Antone,Cincinnati Reds,4,35.3,2.8,0.3191,0.1135,3.61,3.87
Travis Lakins,Baltimore Orioles,0,25.7,2.81,0.2155,0.1121,3.97,4.13
Blake Parker,Philadelphia Phillies,1,16.0,2.81,0.3623,0.1304,3.34,4.01
Joakim Soria,Oakland Athletics,0,22.3,2.82,0.25,0.1042,2.93,3.76
Gerrit Cole,New York Yankees,12,73.0,2.84,0.3264,0.059,3.85,3.85
Cionel Pérez,Houston Astros,0,6.3,2.84,0.25,0.1875,3.47,4.17
Kyle Hendricks,Chicago Cubs,12,81.3,2.88,0.2032,0.0254,3.51,3.51
Caleb Ferguson,Los Angeles Dodgers,1,18.7,2.89,0.36,0.04,3.53,4.03
Chaz Roe,Tampa Bay Rays,0,9.3,2.89,0.2308,0.0769,2.51,3.98
Jonathan Hernández,Texas Rangers,0,31.0,2.9,0.248,0.064,3.15,3.68
Mitch Keller,Pittsburgh Pirates,5,21.7,2.91,0.1839,0.2069,6.71,5.14
Carlos Carrasco,Cleveland Indians,12,68.0,2.91,0.2929,0.0964,3.55,3.55
Zack Wheeler,Philadelphia Phillies,11,71.0,2.92,0.184,0.0556,3.18,3.18
Scott Alexander,Los Angeles Dodgers,0,12.3,2.92,0.1731,0.1731,5.99,4.61
Kyle Finnegan,Washington Nationals,0,24.7,2.92,0.2523,0.1215,3.72,4.03
Luis Garcia,Houston Astros,1,12.3,2.92,0.1837,0.102,4.21,4.24
Yency Almonte,Colorado Rockies,0,27.7,2.93,0.2035,0.0531,3.41,3.86
Archie Bradley,Cincinnati Reds,0,18.3,2.95,0.2466,0.0411,2.55,3.73
Dan Winkler,Chicago Cubs,0,18.3,2.95,0.2368,0.1447,5.28,4.57
Adbert Alzolay,Chicago Cubs,4,21.3,2.95,0.3333,0.1494,3.01,3.81
Sandy Alcantara,Miami Marlins,7,42.0,3.0,0.2267,0.0872,3.68,3.85
Ray Black,Milwaukee Brewers,0,3.0,3.0,0.2143,0.2143,4.15,4.25
Brad Boxberger,Miami Marlins,0,18.0,3.0,0.2278,0.1013,4.82,4.42
Ben Heller,New York Yankees,0,6.0,3.0,0.2222,0.0741,7.49,4.57
Joel Payamps,Arizona Diamondbacks,0,3.0,3.0,0.1538,0.2308,4.82,4.28
Noé Ramirez,Los Angeles Angels,0,21.0,3.0,0.1647,0.1059,4.49,4.33
Cody Stashak,Minnesota Twins,0,15.0,3.0,0.2982,0.0526,3.22,3.99
Justin Verlander,Houston Astros,1,6.0,3.0,0.3333,0.0476,5.65,4.39
Mike Clevinger,San Diego Padres,8,41.7,3.02,0.2469,0.0864,4.11,4.16
Rich Hill,Minnesota Twins,8,38.7,3.03,0.1987,0.109,3.96,4.06
Daniel Castano,Miami Marlins,6,29.7,3.03,0.0952,0.0873,4.77,4.51
José Cisnero,Detroit Tigers,0,29.7,3.03,0.2764,0.0813,2.61,3.44
Junior Guerra,Arizona Diamondbacks,0,23.7,3.04,0.2039,0.1456,4.08,4.18
Enoli Paredes,Houston Astros,0,20.7,3.05,0.2222,0.1222,3.59,4.02
Brandon Woodruff,Milwaukee Brewers,13,73.7,3.05,0.3106,0.0614,3.17,3.17
Will Harris,Washington Nationals,0,17.7,3.06,0.25,0.1071,4.51,4.33
Aroldis Chapman,New York Yankees,0,11.7,3.09,0.4889,0.0889,2.9,3.99
A.J. Cole,Toronto Blue Jays,0,23.3,3.09,0.2105,0.0947,4.27,4.26
Brusdar Graterol,Los Angeles Dodgers,2,23.3,3.09,0.1477,0.0341,3.37,3.91
Marco Gonzales,Seattle Mariners,11,69.7,3.1,0.231,0.0253,3.28,3.28
Rowan Wick,Chicago Cubs,0,17.3,3.12,0.2703,0.0811,2.64,3.78
Brent Suter,Milwaukee Brewers,4,31.7,3.13,0.2946,0.0388,2.96,3.57
Adam Wainwright,St. Louis Cardinals,10,65.7,3.15,0.2061,0.0573,4.07,4.07
Elieser Hernández,Miami Marlins,6,25.7,3.16,0.3208,0.0472,3.86,4.08
Pedro Báez,Los Angeles Dodgers,0,17.0,3.18,0.1857,0.1,4.39,4.29
Cody Ponce,Pittsburgh Pirates,3,17.0,3.18,0.1818,0.0909,6.62,4.92
Ross Detwiler,Chicago White Sox,0,19.7,3.2,0.1852,0.0617,3.87,4.12
Jimmy Herget,Texas Rangers,1,19.7,3.2,0.1954,0.1609,5.19,4.56
Alex Reyes,St. Louis Cardinals,1,19.7,3.2,0.314,0.1628,3.21,3.91
Luis Castillo,Cincinnati Reds,12,70.0,3.21,0.3048,0.0822,2.61,2.61
Jordan Weems,Oakland Athletics,0,14.0,3.21,0.3103,0.1207,3.01,3.96
Travis Bergen,Arizona Diamondbacks,0,8.3,3.24,0.3056,0.25,5.31,4.4
Trevor Cahill,San Francisco Giants,6,25.0,3.24,0.2925,0.1321,4.15,4.21
Nabil Crismatt,St. Louis Cardinals,0,8.3,3.24,0.2581,0.0323,4.71,4.31
Triston McKenzie,Cleveland Indians,6,33.3,3.24,0.3307,0.0709,3.87,4.04
Blake Snell,Tampa Bay Rays,11,50.0,3.24,0.3103,0.0887,4.31,4.3
Dillon Tate,Baltimore Orioles,0,16.7,3.24,0.2188,0.0781,3.51,4.05
Daniel Norris,Detroit Tigers,1,27.7,3.25,0.2414,0.0603,2.83,3.59
Jalen Beeks,Tampa Bay Rays,0,19.3,3.26,0.321,0.0494,1.76,3.45
Phillips Valdez,Boston Red Sox,0,30.3,3.26,0.219,0.1168,4.34,4.3
Julio Urías,Los Angeles Dodgers,10,55.0,3.27,0.2009,0.0804,3.68,3.73
Aaron Nola,Philadelphia Phillies,12,71.3,3.28,0.3322,0.0796,3.15,3.15
Dylan Bundy,Los Angeles Angels,11,65.7,3.29,0.2697,0.0637,2.91,2.91
Jason Adam,Chicago Cubs,0,13.7,3.29,0.3621,0.1379,3.74,4.13
Wandy Peralta,San Francisco Giants,0,27.3,3.29,0.2193,0.0965,4.18,4.22
Lance Lynn,Texas Rangers,13,84.0,3.32,0.2587,0.0727,4.15,4.15
Luis Cessa,New York Yankees,0,21.7,3.32,0.1828,0.0753,3.75,4.07
Kenley Jansen,Los Angeles Dodgers,0,24.3,3.33,0.3235,0.0882,2.99,3.74
Logan Allen,Cleveland Indians,0,10.7,3.38,0.1429,0.1429,5.31,4.44
Homer Bailey,Minnesota Twins,2,8.0,3.38,0.2121,0.0909,4.53,4.29
Steven Brault,Pittsburgh Pirates,10,42.7,3.38,0.2135,0.1236,3.88,3.99
Michael Pineda,Minnesota Twins,5,26.7,3.38,0.2252,0.0631,2.18,3.33
Drew Smyly,San Francisco Giants,5,26.3,3.42,0.3784,0.0811,1.98,3.25
Nick Wittgren,Cleveland Indians,0,23.7,3.42,0.2857,0.0612,4.38,4.3
Ryan Pressly,Houston Astros,0,21.0,3.43,0.3187,0.0769,2.77,3.73
Walker Buehler,Los Angeles Dodgers,8,36.7,3.44,0.2857,0.0748,4.33,4.3
Antonio Senzatela,Colorado Rockies,12,73.3,3.44,0.1353,0.0594,4.53,4.53
David Peterson,New York Mets,9,49.7,3.44,0.1951,0.1171,4.48,4.44
Aaron Slegers,Tampa Bay Rays,1,26.0,3.46,0.1881,0.0495,3.0,3.71
Sixto Sánchez,Miami Marlins,7,39.0,3.46,0.2089,0.0696,3.46,3.74
J.A. Happ,New York Yankees,9,49.3,3.47,0.2143,0.0765,4.53,4.48
Cristian Javier,Houston Astros,10,54.3,3.48,0.2523,0.0841,4.9,4.84
Lucas Giolito,Chicago White Sox,12,72.3,3.48,0.3368,0.0972,3.15,3.15
Anthony Bass,Toronto Blue Jays,0,25.7,3.51,0.21,0.09,3.58,3.96
Chad Green,New York Yankees,0,25.7,3.51,0.32,0.08,4.13,4.2
Shaun Anderson,San Francisco Giants,0,15.3,3.52,0.2687,0.1791,5.7,4.62
Jonathan Loáisiga,New York Yankees,3,23.0,3.52,0.22,0.07,4.37,4.3
Ryan Yarbrough,Tampa Bay Rays,9,55.7,3.56,0.188,0.0513,3.77,3.8
Masahiro Tanaka,New York Yankees,10,48.0,3.56,0.2234,0.0406,4.38,4.36
Framber Valdez,Houston Astros,10,70.7,3.57,0.2639,0.0556,2.81,2.81
Justus Sheffield,Seattle Mariners,10,55.3,3.58,0.2069,0.0862,3.14,3.22
Tyler Mahle,Cincinnati Reds,9,47.7,3.59,0.2985,0.1045,3.85,3.93
Giovanny Gallegos,St. Louis Cardinals,0,15.0,3.6,0.3684,0.0702,2.02,3.69
Pablo López,Miami Marlins,11,57.3,3.61,0.2458,0.075,3.05,3.1
Jaime Barria,Los Angeles Angels,5,32.3,3.62,0.2045,0.0682,3.62,3.91
Kevin Gausman,San Francisco Giants,10,59.7,3.62,0.3224,0.0653,3.05,3.06
Mychal Givens,Colorado Rockies,0,22.3,3.63,0.2688,0.1075,5.44,4.69
Geoff Hartlieb,Pittsburgh Pirates,0,22.3,3.63,0.1881,0.1881,4.99,4.53
Taylor Hearn,Texas Rangers,0,17.3,3.63,0.3026,0.1447,4.08,4.2
Daniel Bard,Colorado Rockies,0,24.7,3.65,0.2547,0.0943,3.6,3.98
Daniel Mengden,Oakland Athletics,1,12.3,3.65,0.1724,0.1207,5.59,4.52
Jace Fry,Chicago White Sox,0,19.7,3.66,0.2892,0.1446,4.53,4.34
Justin Wilson,New York Mets,0,19.7,3.66,0.2674,0.1047,3.0,3.84
Brandon Brennan,Seattle Mariners,0,7.3,3.68,0.2121,0.1515,6.84,4.57
Sonny Gray,Cincinnati Reds,11,56.0,3.7,0.3064,0.1106,3.01,3.09
David Hale,Philadelphia Phillies,2,17.0,3.71,0.1867,0.0533,3.74,4.11
Jeurys Familia,New York Mets,0,26.7,3.71,0.1917,0.1583,4.88,4.53
Nathan Eovaldi,Boston Red Sox,9,48.3,3.72,0.2613,0.0352,3.84,3.92
Sam Selman,San Francisco Giants,0,19.3,3.72,0.2805,0.1098,3.83,4.11
Andrew Suárez,San Francisco Giants,0,9.7,3.72,0.119,0.1429,5.33,4.42
Max Scherzer,Washington Nationals,12,67.3,3.74,0.3119,0.078,3.42,3.42
Germán Márquez,Colorado Rockies,13,81.7,3.75,0.2122,0.0727,3.24,3.24
Josh Hader,Milwaukee Brewers,0,19.0,3.79,0.3974,0.1282,4.0,4.17
Buck Farmer,Detroit Tigers,0,21.3,3.8,0.1573,0.0562,4.37,4.29
Wander Suero,Washington Nationals,0,23.7,3.8,0.2745,0.098,2.99,3.75
Sam Howard,Pittsburgh Pirates,0,21.0,3.86,0.3,0.1,4.77,4.43
Trevor May,Minnesota Twins,0,23.3,3.86,0.3958,0.0729,3.58,3.99
Joe Musgrove,Pittsburgh Pirates,8,39.7,3.86,0.3313,0.0964,3.38,3.68
Tyler Thornburg,Cincinnati Reds,0,7.0,3.86,0.3125,0.1562,2.44,4.04
Blake Treinen,Los Angeles Dodgers,0,25.7,3.86,0.2056,0.0748,3.12,3.76
Lou Trivino,Oakland Athletics,0,23.3,3.86,0.2796,0.1075,3.88,4.11
Thomas Eshelman,Baltimore Orioles,4,34.7,3.89,0.1119,0.0629,5.72,5.1
Chris Stratton,Pittsburgh Pirates,0,30.0,3.9,0.2977,0.0992,3.15,3.7
Ryan Tepera,Chicago Cubs,0,20.7,3.92,0.3483,0.1348,3.3,3.92
Lance McCullers Jr.,Houston Astros,11,55.0,3.93,0.2467,0.0881,3.66,3.71
Michael Soroka,Atlanta Braves,3,13.7,3.95,0.1404,0.1228,3.74,4.13
Ryan Brasier,Boston Red Sox,1,25.0,3.96,0.2727,0.1,3.11,3.78
Chasen Shreve,New York Mets,0,25.0,3.96,0.3333,0.1176,3.95,4.13
Tyler Alexander,Detroit Tigers,2,36.3,3.96,0.2237,0.0592,5.22,4.84
Zach Eflin,Philadelphia Phillies,10,59.0,3.97,0.2857,0.0612,3.36,3.37
Connor Brogdon,Philadelphia Phillies,0,11.3,3.97,0.3864,0.1136,4.92,4.38
Adam Cimber,Cleveland Indians,0,11.3,3.97,0.102,0.0408,3.95,4.19
Dane Dunning,Chicago White Sox,7,34.0,3.97,0.2465,0.0915,3.95,4.08
Spencer Turnbull,Detroit Tigers,11,56.7,3.97,0.2107,0.1198,3.45,3.5
Freddy Peralta,Milwaukee Brewers,1,29.3,3.99,0.376,0.096,2.37,3.33
Griffin Canning,Los Angeles Angels,11,56.3,3.99,0.2353,0.0966,4.29,4.29
José Berríos,Minnesota Twins,12,63.0,4.0,0.2509,0.0959,4.03,4.03
Dylan Cease,Chicago White Sox,12,58.3,4.01,0.1725,0.1333,6.33,6.27
Miguel Castro,New York Mets,0,24.7,4.01,0.3304,0.113,3.88,4.1
Tommy Hunter,Philadelphia Phillies,0,24.7,4.01,0.2451,0.0588,3.28,3.85
Joey Gerber,Seattle Mariners,0,15.7,4.02,0.0968,0.0806,4.37,4.28
Javy Guerra,Washington Nationals,0,15.7,4.02,0.1857,0.1,4.49,4.31
Bryse Wilson,Atlanta Braves,2,15.7,4.02,0.2055,0.1233,4.81,4.4
Caleb Baragar,San Francisco Giants,1,22.3,4.03,0.2159,0.0568,4.0,4.16
Zack Greinke,Houston Astros,12,67.0,4.03,0.2454,0.033,2.77,2.77
Garrett Richards,San Diego Padres,10,51.3,4.03,0.216,0.0798,4.25,4.25
Randy Dobnak,Minnesota Twins,10,46.7,4.05,0.135,0.065,3.93,4.0
Anthony Misiewicz,Seattle Mariners,0,20.0,4.05,0.3012,0.0723,3.0,3.83
Félix Peña,Los Angeles Angels,0,26.7,4.05,0.2522,0.0696,2.97,3.68
Taylor Rogers,Minnesota Twins,0,20.0,4.05,0.2637,0.044,2.8,3.77
Sergio Romo,Minnesota Twins,0,20.0,4.05,0.2644,0.0805,4.3,4.27
Brady Singer,Kansas City Royals,12,64.3,4.06,0.2319,0.0875,4.04,4.04
Rafael Montero,Texas Rangers,0,17.7,4.08,0.2639,0.0833,3.66,4.08
Tyler Glasnow,Tampa Bay Rays,11,57.3,4.08,0.3824,0.0924,3.63,3.65
Jake Newberry,Kansas City Royals,0,22.0,4.09,0.2553,0.1277,4.65,4.4
