Name,Team,GS,IP,ERA,K%,BB%,raw_fip,ERA_est
Tony Santillan,Cincinnati Reds,0,15.7,2.87,0.25,0.1406,5.3,4.52
Hogan Harris,Athletics,0,18.7,2.89,0.2159,0.1818,5.22,4.55
Casey Mize,Detroit Tigers,6,31.0,2.9,0.2734,0.0859,2.87,3.54
Paul Skenes,Pittsburgh Pirates,7,34.0,2.91,0.2932,0.0526,3.16,3.63
Gabe Speier,Seattle Mariners,0,12.3,2.92,0.2143,0.0893,3.7,4.14
Jack Dreyer,Los Angeles Dodgers,0,15.3,2.93,0.3115,0.082,2.67,3.85
George Kirby,Seattle Mariners,8,52.0,2.94,0.1912,0.0588,3.44,3.54
Aaron Civale,Athletics,7,36.7,2.95,0.1709,0.0633,3.97,4.08
Braydon Fisher,Toronto Blue Jays,1,18.3,2.95,0.2571,0.1,3.18,3.92
Drew Rasmussen,Tampa Bay Rays,7,36.7,2.95,0.2517,0.0408,3.73,3.93
Michael King,San Diego Padres,7,39.7,2.95,0.2453,0.1132,3.81,3.96
Robbie Ray,San Francisco Giants,7,39.7,2.95,0.2548,0.0892,4.46,4.39
Nolan McLean,New York Mets,7,39.3,2.97,0.3333,0.0719,2.11,2.85
Dietrich Enns,Baltimore Orioles,0,6.0,3.0,0.2963,0.2222,3.46,4.17
Luis Mey,Cincinnati Reds,0,3.0,3.0,0.3846,0.1538,7.13,4.39
Alan Rangel,Philadelphia Phillies,0,3.0,3.0,0.4167,0.0,1.5,4.11
Blade Tidwell,San Francisco Giants,0,12.0,3.0,0.2128,0.0638,3.54,4.11
Braxton Ashcraft,Pittsburgh Pirates,7,41.7,3.02,0.2727,0.0848,2.98,3.37
Ryan Weathers,New York Yankees,7,38.7,3.03,0.2848,0.0633,3.59,3.83
Michael Wacha,Kansas City Royals,7,44.3,3.05,0.2069,0.0862,4.05,4.1
Jack Kochanowicz,Los Angeles Angels,7,41.3,3.05,0.1714,0.12,3.97,4.06
Dylan Cease,Toronto Blue Jays,7,38.3,3.05,0.3373,0.1084,2.11,2.88
Will Klein,Los Angeles Dodgers,0,14.7,3.07,0.2419,0.0806,2.11,3.73
Kevin Gausman,Toronto Blue Jays,8,46.7,3.09,0.2324,0.0486,3.26,3.48
Yoshinobu Yamamoto,Los Angeles Dodgers,7,43.7,3.09,0.2353,0.0588,3.54,3.73
Jovani Morán,Boston Red Sox,1,20.3,3.1,0.2299,0.1494,5.14,4.55
Shane McClanahan,Tampa Bay Rays,6,29.0,3.1,0.2479,0.1074,2.85,3.57
Jacob deGrom,Texas Rangers,7,37.7,3.11,0.3133,0.0533,3.34,3.68
Ryan Rolison,Chicago Cubs,0,8.7,3.12,0.3125,0.0625,3.01,4.07
Caleb Thielbar,Chicago Cubs,0,8.7,3.12,0.2895,0.1316,5.32,4.4
Grant Anderson,Milwaukee Brewers,0,17.0,3.18,0.2344,0.0938,3.95,4.17
Carter Baumler,Texas Rangers,0,5.7,3.18,0.2222,0.2222,7.01,4.51
Erik Miller,San Francisco Giants,0,11.3,3.18,0.3542,0.125,1.72,3.77
Landen Roupp,San Francisco Giants,7,39.7,3.18,0.2704,0.1006,2.65,3.19
Jesse Scholtens,Tampa Bay Rays,1,22.7,3.18,0.1809,0.0638,3.83,4.09
Jared Shuster,St. Louis Cardinals,0,5.7,3.18,0.04,0.12,4.36,4.26
Chase Silseth,Los Angeles Angels,0,11.3,3.18,0.1852,0.1852,5.16,4.42
Randy Vásquez,San Diego Padres,7,39.3,3.2,0.2236,0.0807,3.76,3.93
Paul Blackburn,New York Yankees,0,14.0,3.21,0.15,0.0667,2.7,3.89
Edward Cabrera,Chicago Cubs,7,41.3,3.27,0.2164,0.0819,4.0,4.08
Hunter Bigge,Tampa Bay Rays,0,11.0,3.27,0.2128,0.1702,4.67,4.33
Reynaldo López,Atlanta Braves,5,24.7,3.28,0.217,0.1132,4.95,4.54
Gavin Williams,Cleveland Guardians,8,49.3,3.28,0.303,0.1061,4.14,4.16
Matt Strahm,Kansas City Royals,0,13.7,3.29,0.2414,0.1034,4.52,4.31
Connor Phillips,Cincinnati Reds,0,19.0,3.32,0.236,0.2247,5.23,4.56
Kris Bubic,Kansas City Royals,7,40.7,3.32,0.2577,0.1166,3.5,3.74
Jack Anderson,Boston Red Sox,0,8.0,3.38,0.1875,0.0625,4.0,4.22
Sam Bachman,Los Angeles Angels,0,18.7,3.38,0.28,0.1333,3.88,4.13
Brock Burke,Cincinnati Reds,0,16.0,3.38,0.2778,0.1111,2.32,3.73
Coleman Crow,Milwaukee Brewers,1,5.3,3.38,0.1905,0.0476,2.19,4.07
Chase Dollander,Colorado Rockies,1,37.3,3.38,0.2692,0.0769,3.48,3.77
Robert Garcia,Texas Rangers,0,8.0,3.38,0.1765,0.2059,4.25,4.25
Mason Montgomery,Pittsburgh Pirates,2,13.3,3.38,0.3793,0.1207,2.38,3.83
Wandy Peralta,San Diego Padres,0,16.0,3.38,0.2029,0.087,5.13,4.48
Michael Petersen,Miami Marlins,0,13.3,3.38,0.2778,0.0926,2.98,3.97
Ryan Thompson,Arizona Diamondbacks,0,13.3,3.38,0.1296,0.1111,5.6,4.55
Gus Varland,Washington Nationals,0,13.3,3.38,0.2414,0.0517,2.68,3.9
Tomoyuki Sugano,Colorado Rockies,7,37.0,3.41,0.1457,0.0728,4.94,4.67
Tyler Wells,Baltimore Orioles,0,18.3,3.44,0.2368,0.0526,3.4,3.99
Bryan King,Houston Astros,0,15.7,3.45,0.2174,0.0725,2.74,3.86
Jonathan Loáisiga,Arizona Diamondbacks,0,15.7,3.45,0.1875,0.0469,3.19,3.97
Chad Patrick,Milwaukee Brewers,5,31.3,3.45,0.1493,0.1194,4.21,4.23
Albert Suárez,Baltimore Orioles,0,15.7,3.45,0.1364,0.1364,6.19,4.76
Keider Montero,Detroit Tigers,6,33.7,3.48,0.188,0.0526,3.42,3.79
Clayton Beeter,Washington Nationals,0,10.3,3.48,0.1957,0.1739,6.51,4.64
Tim Mayza,Philadelphia Phillies,1,18.0,3.5,0.24,0.0933,3.91,4.15
Spencer Miles,Toronto Blue Jays,0,18.0,3.5,0.2133,0.0667,3.63,4.06
David Bednar,New York Yankees,0,15.3,3.52,0.2535,0.0704,1.95,3.66
Lucas Erceg,Kansas City Royals,0,15.3,3.52,0.2258,0.1774,3.45,4.05
Casey Legumina,Tampa Bay Rays,0,15.3,3.52,0.1429,0.0714,3.39,4.03
Freddy Peralta,New York Mets,7,38.3,3.52,0.2561,0.0976,3.7,3.9
Cade Smith,Cleveland Guardians,0,15.3,3.52,0.2769,0.0615,2.41,3.78
George Soriano,St. Louis Cardinals,0,15.3,3.52,0.197,0.1364,4.24,4.25
Zack Kelly,Boston Red Sox,0,12.7,3.55,0.1961,0.0784,3.52,4.1
Bailey Ober,Minnesota Twins,7,38.0,3.55,0.1847,0.0828,4.15,4.19
Kevin Ginkel,Arizona Diamondbacks,0,15.0,3.6,0.2903,0.0645,2.39,3.79
Sean Newcomb,Chicago White Sox,0,20.0,3.6,0.2442,0.093,2.23,3.58
Blake Treinen,Los Angeles Dodgers,0,10.0,3.6,0.2727,0.0682,4.53,4.3
Brandon Woodruff,Milwaukee Brewers,6,30.0,3.6,0.2066,0.0579,3.99,4.12
PJ Poulin,Washington Nationals,5,17.3,3.63,0.1622,0.1216,5.72,4.68
JR Ritchie,Atlanta Braves,3,17.3,3.63,0.1733,0.16,6.88,5.01
Patrick Corbin,Toronto Blue Jays,5,24.7,3.65,0.1961,0.0686,4.3,4.27
Abner Uribe,Milwaukee Brewers,0,12.3,3.65,0.28,0.06,2.64,3.92
Joey Cantillo,Cleveland Guardians,7,34.3,3.67,0.2483,0.1103,4.41,4.34
Kevin Kelly,Tampa Bay Rays,0,14.7,3.68,0.2364,0.0727,3.26,4.01
Craig Kimbrel,New York Mets,0,7.3,3.68,0.3,0.1,1.9,3.96
Zach Pop,Philadelphia Phillies,1,7.3,3.68,0.1935,0.0968,3.13,4.11
JoJo Romero,St. Louis Cardinals,0,17.0,3.71,0.1831,0.0986,5.3,4.55
Joe Ryan,Minnesota Twins,8,38.7,3.72,0.2548,0.0637,3.0,3.44
Andre Pallante,St. Louis Cardinals,6,31.3,3.73,0.1884,0.1014,4.66,4.46
Garrett Whitlock,Boston Red Sox,0,14.3,3.77,0.2742,0.0968,3.83,4.15
Scott Barlow,Athletics,0,16.7,3.78,0.2059,0.1176,5.17,4.5
Isaac Mattson,Pittsburgh Pirates,0,16.7,3.78,0.1667,0.125,3.31,3.99
Connelly Early,Boston Red Sox,7,35.7,3.79,0.2053,0.1126,4.89,4.63
Erick Fedde,Chicago White Sox,5,38.0,3.79,0.1548,0.0839,5.79,5.22
Brad Lord,Washington Nationals,0,23.7,3.8,0.1569,0.0588,4.44,4.32
Steven Matz,Tampa Bay Rays,7,37.3,3.86,0.1879,0.0872,4.84,4.62
Connor Prielipp,Minnesota Twins,3,14.0,3.86,0.2679,0.0893,4.13,4.22
Paul Sewald,Arizona Diamondbacks,0,11.7,3.86,0.3409,0.0682,4.67,4.33
Walbert Ureña,Los Angeles Angels,3,16.3,3.86,0.2152,0.1646,4.23,4.24
Brent Suter,Los Angeles Angels,1,20.7,3.92,0.241,0.0964,4.24,4.25
Seranthony Domínguez,Chicago White Sox,0,13.7,3.95,0.2833,0.15,5.91,4.63
Jordan Hicks,Chicago White Sox,0,13.7,3.95,0.1212,0.1818,4.59,4.33
Jacob Webb,Chicago Cubs,0,13.7,3.95,0.254,0.1111,5.18,4.46
Jeffrey Springs,Athletics,7,38.7,3.96,0.2215,0.0759,4.42,4.36
Mick Abel,Minnesota Twins,3,20.3,3.98,0.2473,0.1075,2.78,3.75
Sandy Alcantara,Miami Marlins,8,51.7,4.01,0.1651,0.0826,3.84,3.9
Dennis Santana,Pittsburgh Pirates,0,15.7,4.02,0.1493,0.1194,5.23,4.51
Mitchell Parker,Washington Nationals,0,13.3,4.05,0.2182,0.0727,3.43,4.07
Jose Quintana,Colorado Rockies,5,24.3,4.07,0.1143,0.1048,6.29,5.08
Dean Kremer,Baltimore Orioles,2,11.0,4.09,0.3721,0.0465,5.49,4.48
Yohan Ramírez,Pittsburgh Pirates,0,22.0,4.09,0.2526,0.1158,3.45,3.96
Connor Seabold,Detroit Tigers,0,11.0,4.09,0.22,0.1,5.13,4.41
Ryan Yarbrough,New York Yankees,0,11.0,4.09,0.1739,0.087,4.49,4.29
Cade Cavalli,Washington Nationals,8,34.7,4.15,0.2424,0.103,3.1,3.58
Shane Drohan,Milwaukee Brewers,1,13.0,4.15,0.1695,0.1017,2.97,3.97
Calvin Faucher,Miami Marlins,0,13.0,4.15,0.25,0.2,3.59,4.11
Pierce Johnson,Cincinnati Reds,0,13.0,4.15,0.2281,0.0702,4.05,4.21
Luis Severino,Athletics,8,43.3,4.15,0.2312,0.1344,4.51,4.44
Shawn Armstrong,Cleveland Guardians,0,10.7,4.22,0.2766,0.1489,5.38,4.45
Didier Fuentes,Atlanta Braves,1,10.7,4.22,0.2667,0.0667,3.22,4.07
Jameson Taillon,Chicago Cubs,7,40.3,4.24,0.2195,0.0854,6.0,5.43
Jaden Hill,Colorado Rockies,0,12.7,4.26,0.2419,0.1452,3.92,4.18
Cody Laweryson,Minnesota Twins,0,6.3,4.26,0.3077,0.0769,2.5,4.06
Christian Scott,New York Mets,2,6.3,4.26,0.3103,0.1724,5.65,4.4
Reid Detmers,Los Angeles Angels,7,40.0,4.28,0.2619,0.0536,2.8,3.29
Logan Gilbert,Seattle Mariners,8,44.0,4.3,0.2324,0.0541,4.42,4.38
J.T. Ginn,Athletics,5,29.3,4.3,0.187,0.1138,4.87,4.55
Brad Keller,Philadelphia Phillies,0,14.7,4.3,0.2542,0.0678,3.88,4.16
Brandon Young,Baltimore Orioles,3,14.7,4.3,0.1324,0.0735,5.58,4.58
Sonny Gray,Boston Red Sox,5,23.0,4.3,0.1313,0.0505,4.48,4.34
Grant Holmes,Atlanta Braves,7,37.3,4.34,0.1812,0.1062,5.03,4.74
John Schreiber,Kansas City Royals,0,12.3,4.38,0.0909,0.1455,6.61,4.74
Grant Wolfram,Baltimore Orioles,0,12.3,4.38,0.3448,0.0172,1.5,3.68
Tommy Nance,Toronto Blue Jays,0,16.3,4.41,0.2985,0.0896,2.58,3.79
Cade Povich,Baltimore Orioles,2,16.3,4.41,0.1618,0.0735,5.09,4.48
Colin Rea,Chicago Cubs,4,32.7,4.41,0.2113,0.0634,3.4,3.79
Jake Woodford,Milwaukee Brewers,0,16.3,4.41,0.1918,0.0411,2.76,3.84
Zac Gallen,Arizona Diamondbacks,7,32.3,4.45,0.1418,0.0709,3.62,3.91
Eury Pérez,Miami Marlins,7,36.3,4.46,0.2468,0.1013,4.61,4.47
Connor Brogdon,Cleveland Guardians,0,14.0,4.5,0.2167,0.0333,4.49,4.3
Logan Henderson,Milwaukee Brewers,2,8.0,4.5,0.3667,0.0333,1.5,3.88
Jimmy Herget,Colorado Rockies,3,14.0,4.5,0.2333,0.05,2.91,3.94
Stephen Kolek,Kansas City Royals,1,6.0,4.5,0.1364,0.0,4.29,4.25
Matthew Liberatore,St. Louis Cardinals,7,36.0,4.5,0.1456,0.0823,5.82,5.19
Nick Pivetta,San Diego Padres,4,16.0,4.5,0.3636,0.0909,1.5,3.52
Cal Quantrill,Texas Rangers,0,10.0,4.5,0.225,0.1,3.83,4.18
Lucas Sims,Chicago White Sox,0,10.0,4.5,0.2174,0.1522,4.83,4.35
Framber Valdez,Detroit Tigers,8,43.3,4.57,0.1795,0.0769,4.33,4.31
Tanner Bibee,Cleveland Guardians,8,39.3,4.58,0.2093,0.093,4.5,4.41
Ryan Zeferjahn,Los Angeles Angels,0,19.7,4.58,0.2976,0.131,2.72,3.75
Justin Sterner,Athletics,0,17.7,4.58,0.2532,0.0759,4.09,4.2
Steven Okert,Houston Astros,1,15.7,4.6,0.1642,0.1045,4.72,4.37
Anthony Bender,Miami Marlins,0,13.7,4.61,0.2581,0.129,2.98,3.96
Ryan Walker,San Francisco Giants,0,13.7,4.61,0.2131,0.1148,3.71,4.13
Bryan Woo,Seattle Mariners,7,41.0,4.61,0.1747,0.0361,4.2,4.22
Cody Bolton,Houston Astros,3,11.7,4.63,0.25,0.1607,4.41,4.28
Cole Sands,Minnesota Twins,0,11.7,4.63,0.22,0.08,4.5,4.3
Kyle Backhus,Philadelphia Phillies,1,9.7,4.66,0.2439,0.0244,4.06,4.22
