Team,TeamName,PA,R,wOBA,K_pct,wRC+
,Atlanta Braves,1424,212,0.3456,0.198,124
,Los Angeles Dodgers,1389,184,0.3418,0.2052,121
,Houston Astros,1440,183,0.3363,0.2035,117
,Chicago Cubs,1431,193,0.3407,0.202,121
,Tampa Bay Rays,1330,156,0.3105,0.1887,97
,Toronto Blue Jays,1350,147,0.3053,0.1793,95
,Miami Marlins,1356,153,0.3134,0.2212,99
,Colorado Rockies,1357,152,0.3154,0.255,95
,Athletics,1348,150,0.3165,0.2263,101
,Pittsburgh Pirates,1419,180,0.3184,0.2368,103
,Arizona Diamondbacks,1252,159,0.3138,0.2165,100
,Detroit Tigers,1392,165,0.3193,0.2227,104
,New York Yankees,1369,199,0.3432,0.2257,122
,St. Louis Cardinals,1354,172,0.3185,0.2157,105
,San Francisco Giants,1299,114,0.2815,0.2156,78
,Milwaukee Brewers,1328,175,0.3077,0.2026,96
,Kansas City Royals,1355,151,0.3112,0.2258,97
,Boston Red Sox,1364,145,0.3017,0.2214,90
,Washington Nationals,1397,183,0.3063,0.2269,95
,Texas Rangers,1316,131,0.3032,0.2386,93
,Minnesota Twins,1387,176,0.3152,0.2228,101
,San Diego Padres,1301,157,0.3019,0.2206,93
,Baltimore Orioles,1360,164,0.3111,0.2434,99
,Los Angeles Angels,1419,162,0.3124,0.2579,99
,Chicago White Sox,1383,153,0.3114,0.2437,98
,Cleveland Guardians,1376,151,0.3055,0.202,95
,Philadelphia Phillies,1361,141,0.299,0.2123,89
,Seattle Mariners,1395,150,0.3075,0.2452,99
,New York Mets,1292,122,0.2778,0.2152,75
,Cincinnati Reds,1352,147,0.3022,0.2485,90
