Name,Team,GS,IP,ERA,K%,BB%,H9,raw_fip,ERA_est
Drew Rasmussen,Tampa Bay Rays,12,66.0,3.0,0.2481,0.0465,6.68,3.33,3.33
Blade Tidwell,San Francisco Giants,0,12.0,3.0,0.2128,0.0638,8.54,3.52,4.1
Craig Yoho,Milwaukee Brewers,0,3.0,3.0,0.4167,0.1667,8.51,6.1,4.34
Martín Pérez,Atlanta Braves,9,56.7,3.02,0.2089,0.0889,6.49,3.99,4.0
Grant Anderson,Milwaukee Brewers,0,26.7,3.04,0.2,0.09,7.74,4.08,4.17
Anthony Bender,Miami Marlins,0,26.7,3.04,0.2736,0.0849,6.99,2.65,3.54
Dylan Cease,Toronto Blue Jays,11,62.0,3.05,0.3566,0.1008,7.11,2.59,2.59
Kai-Wei Teng,Houston Astros,6,47.0,3.06,0.2316,0.1105,7.01,4.36,4.34
Joe Ryan,Minnesota Twins,14,76.3,3.07,0.2727,0.0519,7.07,2.92,2.92
George Soriano,St. Louis Cardinals,0,26.3,3.08,0.2091,0.0909,8.09,4.59,4.4
Peyton Gray,Texas Rangers,0,20.3,3.1,0.236,0.0787,8.37,3.5,4.0
Shane Drohan,Milwaukee Brewers,3,37.7,3.11,0.2403,0.0714,7.93,2.71,3.28
Richard Lovelady,Washington Nationals,4,26.0,3.12,0.1885,0.1557,8.89,5.26,4.69
Lake Bachar,Miami Marlins,2,34.3,3.15,0.2815,0.0815,6.61,3.92,4.06
Trey Yesavage,Toronto Blue Jays,8,42.7,3.16,0.2543,0.1098,7.19,3.06,3.4
Shawn Armstrong,Cleveland Guardians,0,17.0,3.18,0.2857,0.1143,8.11,3.87,4.14
Carter Baumler,Texas Rangers,0,5.7,3.18,0.2222,0.2222,8.57,6.99,4.51
Clayton Beeter,Washington Nationals,0,17.0,3.18,0.2432,0.1757,7.81,4.99,4.46
Tyler Kinley,Atlanta Braves,0,28.3,3.18,0.2605,0.084,8.24,4.37,4.31
Burch Smith,Detroit Tigers,1,17.0,3.18,0.274,0.0959,9.01,3.52,4.04
Jacob deGrom,Texas Rangers,13,70.7,3.18,0.2979,0.0532,7.0,3.76,3.76
Ranger Suarez,Boston Red Sox,12,65.0,3.18,0.2395,0.0722,7.62,2.93,2.93
Sonny Gray,Boston Red Sox,11,56.3,3.2,0.1888,0.0687,8.64,3.94,3.96
Gavin Williams,Cleveland Guardians,13,81.7,3.2,0.2901,0.0772,6.94,3.54,3.54
Garrett Whitlock,Boston Red Sox,0,19.7,3.2,0.3086,0.0741,8.32,2.8,3.77
Max Fried,New York Yankees,10,61.7,3.21,0.2083,0.0792,6.28,2.71,2.71
Brandon Eisert,Chicago White Sox,2,14.0,3.21,0.2542,0.0847,8.55,2.96,3.95
Will Warren,New York Yankees,12,64.3,3.22,0.2583,0.0701,8.11,3.28,3.28
Justin Sterner,Athletics,0,30.7,3.23,0.2295,0.0574,7.9,3.66,3.95
Casey Legumina,Tampa Bay Rays,0,27.7,3.25,0.1795,0.0513,9.39,3.5,3.9
Connelly Early,Boston Red Sox,12,66.3,3.26,0.2274,0.083,7.46,4.63,4.63
Brock Burke,Cincinnati Reds,0,30.3,3.26,0.218,0.1429,7.8,4.46,4.35
Pierce Johnson,Cincinnati Reds,0,22.0,3.27,0.2174,0.087,8.42,4.15,4.21
Braxton Ashcraft,Pittsburgh Pirates,13,79.7,3.28,0.2671,0.0528,7.79,3.12,3.12
PJ Poulin,Washington Nationals,7,24.7,3.28,0.1604,0.1509,8.18,5.9,4.93
Michael Soroka,Arizona Diamondbacks,13,74.0,3.28,0.2353,0.0556,8.27,3.06,3.06
Zack Kelly,Boston Red Sox,0,16.3,3.31,0.1972,0.0986,8.5,3.66,4.09
Stephen Kolek,Kansas City Royals,6,38.0,3.32,0.1812,0.0537,7.58,4.1,4.16
Graham Ashcraft,Cincinnati Reds,0,27.0,3.33,0.2936,0.1468,7.39,3.47,3.9
Caleb Kilian,San Francisco Giants,0,29.7,3.34,0.2581,0.121,7.45,4.76,4.5
Franco Aleman,Cleveland Guardians,0,2.7,3.38,0.1,0.1,8.86,8.35,4.43
Jack Anderson,Boston Red Sox,0,8.0,3.38,0.1875,0.0625,8.83,3.98,4.21
Cooper Criswell,Seattle Mariners,0,29.3,3.38,0.2,0.0609,8.55,3.68,3.97
Robert Garcia,Texas Rangers,0,8.0,3.38,0.1765,0.2059,8.38,4.23,4.25
Trey Gibson,Baltimore Orioles,3,13.3,3.38,0.0862,0.1207,8.79,5.88,4.61
Tyler Uberstine,Boston Red Sox,0,2.7,3.38,0.1818,0.0909,8.86,7.6,4.4
Michael King,San Diego Padres,13,74.0,3.41,0.2331,0.098,6.57,4.02,4.02
Tim Mayza,Philadelphia Phillies,1,29.0,3.41,0.2348,0.0609,7.85,3.86,4.06
Kody Funderburk,Minnesota Twins,0,18.3,3.44,0.122,0.1951,7.76,5.67,4.68
Michael Wacha,Kansas City Royals,13,81.0,3.44,0.2049,0.0795,7.33,3.97,3.97
Blas Castaño,Colorado Rockies,0,15.7,3.45,0.2154,0.0923,8.75,4.51,4.32
JoJo Romero,St. Louis Cardinals,0,28.7,3.45,0.2397,0.0909,8.35,3.8,4.04
Brandon Young,Baltimore Orioles,9,49.3,3.47,0.1729,0.0794,8.91,4.28,4.27
Paul Sewald,Arizona Diamondbacks,0,23.3,3.47,0.2955,0.0682,7.03,4.0,4.15
Jeremiah Estrada,San Diego Padres,0,20.7,3.48,0.2805,0.122,7.72,3.59,4.02
Ryan Yarbrough,New York Yankees,0,20.7,3.48,0.1839,0.092,8.02,3.64,4.04
Grant Wolfram,Baltimore Orioles,0,18.0,3.5,0.2963,0.0123,9.76,1.5,3.42
Scott Barlow,Athletics,0,28.0,3.54,0.1933,0.1261,6.94,5.46,4.82
Andrew Alvarez,Washington Nationals,1,20.3,3.54,0.2683,0.0732,8.67,3.1,3.86
Spencer Miles,Toronto Blue Jays,2,40.7,3.54,0.2349,0.0783,7.64,3.42,3.69
Kumar Rocker,Texas Rangers,11,61.0,3.54,0.187,0.0992,8.11,4.15,4.15
Jalen Beeks,Texas Rangers,0,25.3,3.55,0.1944,0.0741,8.83,4.96,4.55
Peter Lambert,Houston Astros,9,50.7,3.55,0.2196,0.1168,7.22,3.74,3.82
Michael Petersen,Miami Marlins,0,25.3,3.55,0.2816,0.1068,7.63,2.75,3.62
Taj Bradley,Minnesota Twins,11,60.7,3.56,0.2682,0.0996,8.01,3.47,3.47
Brad Keller,Philadelphia Phillies,0,27.7,3.58,0.25,0.0776,8.49,4.08,4.17
Kevin Gausman,Toronto Blue Jays,14,80.0,3.6,0.2431,0.0431,8.21,3.15,3.15
Gregory Santos,San Francisco Giants,0,5.0,3.6,0.0455,0.1364,8.82,4.5,4.27
Jonah Tong,New York Mets,0,10.0,3.6,0.1489,0.1489,8.53,5.1,4.39
Brandon Woodruff,Milwaukee Brewers,6,30.0,3.6,0.2066,0.0579,8.0,3.97,4.11
Foster Griffin,Washington Nationals,13,72.0,3.63,0.2323,0.0707,7.25,4.84,4.84
Freddy Peralta,New York Mets,13,72.0,3.63,0.2395,0.0971,8.12,4.01,4.01
Randy Vásquez,San Diego Padres,13,69.3,3.63,0.1821,0.0687,9.09,4.45,4.45
Brenan Hanifee,Detroit Tigers,2,12.3,3.65,0.1154,0.0769,8.94,5.21,4.45
Carmen Mlodzinski,Pittsburgh Pirates,9,59.0,3.66,0.1937,0.0791,9.45,3.44,3.46
Codi Heuer,Cleveland Guardians,0,7.3,3.68,0.1471,0.0882,8.92,3.38,4.14
