Team,TeamName,PA,R,wOBA,K_pct,wRC+
,Los Angeles Dodgers,863,133,0.3733,0.2178,147
,Atlanta Braves,888,131,0.3426,0.1959,124
,Houston Astros,947,130,0.3421,0.1964,124
,Tampa Bay Rays,872,104,0.3115,0.1835,100
,Miami Marlins,862,105,0.3167,0.21,104
,Pittsburgh Pirates,883,113,0.3258,0.2288,110
,Toronto Blue Jays,836,88,0.3049,0.1818,97
,Washington Nationals,908,125,0.3184,0.2048,106
,Chicago Cubs,862,117,0.3263,0.2169,113
,San Francisco Giants,809,75,0.287,0.2101,84
,Detroit Tigers,862,100,0.3121,0.2169,101
,Colorado Rockies,857,92,0.3069,0.2579,92
,Arizona Diamondbacks,795,99,0.2993,0.2189,92
,Texas Rangers,838,92,0.3095,0.2494,100
,Athletics,875,97,0.3029,0.2434,93
,Boston Red Sox,831,89,0.2966,0.2383,88
,San Diego Padres,817,96,0.2984,0.2093,93
,Milwaukee Brewers,819,106,0.3128,0.2173,102
,Minnesota Twins,845,112,0.317,0.2284,105
,St. Louis Cardinals,859,106,0.3077,0.2177,99
,Cleveland Guardians,884,97,0.3067,0.2104,98
,Baltimore Orioles,875,98,0.3036,0.256,96
,New York Mets,827,72,0.2763,0.2152,77
,Kansas City Royals,847,76,0.2861,0.2373,81
,Los Angeles Angels,933,117,0.3191,0.2583,106
,Philadelphia Phillies,826,76,0.2941,0.2228,88
,New York Yankees,830,110,0.3209,0.2446,108
,Seattle Mariners,906,94,0.3018,0.2461,97
,Chicago White Sox,827,82,0.2924,0.2515,87
,Cincinnati Reds,861,84,0.2812,0.2474,77
