Team,TeamName,PA,R,wOBA,K_pct,wRC+
,Atlanta Braves,1308,194,0.3434,0.1957,122
,Los Angeles Dodgers,1268,171,0.3424,0.2074,121
,Houston Astros,1333,175,0.3421,0.195,121
,Chicago Cubs,1309,177,0.3391,0.2055,120
,Pittsburgh Pirates,1357,179,0.3248,0.2358,107
,Miami Marlins,1248,144,0.3153,0.2188,101
,Detroit Tigers,1289,151,0.3248,0.2133,108
,Colorado Rockies,1281,144,0.3143,0.2514,94
,Tampa Bay Rays,1222,145,0.3113,0.1923,98
,Athletics,1274,142,0.3168,0.2229,101
,Toronto Blue Jays,1234,140,0.3061,0.1767,95
,Arizona Diamondbacks,1174,146,0.3104,0.2206,97
,San Francisco Giants,1195,105,0.2827,0.2201,78
,Milwaukee Brewers,1253,170,0.3094,0.2043,97
,St. Louis Cardinals,1280,165,0.3209,0.2195,106
,Kansas City Royals,1247,136,0.3103,0.2261,96
,Washington Nationals,1330,177,0.3091,0.2241,97
,Texas Rangers,1237,126,0.3042,0.2417,93
,Cleveland Guardians,1275,145,0.3124,0.2078,99
,New York Yankees,1249,169,0.3345,0.2362,116
,Los Angeles Angels,1322,157,0.3172,0.2542,102
,Boston Red Sox,1236,129,0.2959,0.2176,85
,Minnesota Twins,1305,161,0.3126,0.2268,99
,San Diego Padres,1194,141,0.2991,0.2211,91
,Seattle Mariners,1290,142,0.3102,0.2403,100
,Baltimore Orioles,1243,151,0.3117,0.2446,99
,New York Mets,1220,113,0.2779,0.2139,75
,Chicago White Sox,1262,141,0.3083,0.2409,96
,Philadelphia Phillies,1244,124,0.2936,0.2162,85
,Cincinnati Reds,1243,141,0.3057,0.247,92
