Name,Team,GS,IP,ERA,K%,BB%,H9,raw_fip,ERA_est
Tyler Samaniego,Boston Red Sox,0,15.3,1.17,0.1905,0.1111,8.2,3.93,4.17
Tim Herrin,Cleveland Guardians,0,14.3,1.26,0.1061,0.1364,8.65,4.2,4.24
Kyle Finnegan,Detroit Tigers,0,20.7,1.31,0.1667,0.1786,8.02,4.53,4.35
Jason Adam,San Diego Padres,0,13.7,1.32,0.1091,0.0727,8.15,4.25,4.25
Antonio Senzatela,Colorado Rockies,0,27.3,1.32,0.24,0.07,6.89,2.57,3.48
Wilber Dotel,Pittsburgh Pirates,0,6.7,1.35,0.16,0.12,8.12,5.18,4.35
Cam Schlittler,New York Yankees,10,60.0,1.35,0.3009,0.0487,5.4,1.8,1.8
Caleb Kilian,San Francisco Giants,0,19.3,1.4,0.2405,0.1519,7.31,4.48,4.32
Trey Yesavage,Toronto Blue Jays,4,19.3,1.4,0.2593,0.0988,8.51,2.31,3.62
Matt Gage,San Francisco Giants,0,18.3,1.47,0.1733,0.1467,7.76,4.17,4.23
Tanner Scott,Los Angeles Dodgers,0,18.3,1.47,0.2769,0.0308,7.46,2.86,3.83
Spencer Arrighetti,Houston Astros,6,36.0,1.5,0.2303,0.1382,6.82,3.58,3.85
Carl Edwards Jr.,New York Mets,0,6.0,1.5,0.44,0.16,8.37,3.58,4.18
Jhoan Duran,Philadelphia Phillies,0,11.7,1.54,0.4043,0.1064,8.29,1.5,3.72
Dietrich Enns,Baltimore Orioles,0,11.7,1.54,0.2292,0.1667,8.14,3.25,4.06
Evan Sisk,Pittsburgh Pirates,0,17.3,1.56,0.3043,0.058,8.21,1.87,3.56
Ryan Fernandez,St. Louis Cardinals,0,5.7,1.59,0.3462,0.0769,9.02,1.5,3.99
Brian Fitzpatrick,Milwaukee Brewers,0,5.7,1.59,0.1481,0.1111,9.02,3.26,4.16
Ben Brown,Chicago Cubs,2,33.7,1.6,0.2636,0.0775,6.71,2.43,3.23
Davis Martin,Chicago White Sox,8,50.0,1.62,0.2708,0.0521,7.47,2.3,2.63
Luis Medina,Athletics,0,16.7,1.62,0.2388,0.1194,7.71,3.56,4.06
José Soriano,Los Angeles Angels,9,54.3,1.66,0.2837,0.093,6.38,3.14,3.24
Yerry De los Santos,New York Yankees,0,5.3,1.69,0.2857,0.1429,8.62,4.96,4.31
Josh Ekness,Miami Marlins,0,5.3,1.69,0.2273,0.2273,8.32,4.02,4.23
Joel Peguero,San Francisco Giants,0,5.3,1.69,0.0476,0.0952,8.32,4.96,4.31
Nick Martinez,Tampa Bay Rays,8,47.7,1.7,0.1606,0.0518,7.81,3.36,3.54
José A. Ferrer,Seattle Mariners,0,21.0,1.71,0.1828,0.0323,9.47,2.32,3.57
Bryan Hudson,Chicago White Sox,2,21.0,1.71,0.2418,0.0989,8.87,2.56,3.66
Chase Shugart,Philadelphia Phillies,0,15.7,1.72,0.2419,0.0484,8.3,3.98,4.18
Bradgley Rodriguez,San Diego Padres,2,20.7,1.74,0.1852,0.0617,8.02,2.36,3.6
DL Hall,Milwaukee Brewers,1,20.0,1.8,0.2651,0.1807,7.37,3.93,4.14
Seth Halvorsen,Colorado Rockies,0,5.0,1.8,0.1818,0.1818,8.52,3.88,4.22
Bryce Elder,Atlanta Braves,9,54.7,1.81,0.2442,0.0922,6.03,3.06,3.17
Colin Holderman,Cleveland Guardians,0,14.7,1.84,0.3036,0.0714,7.7,2.47,3.81
Tyler Rogers,Toronto Blue Jays,0,19.3,1.86,0.15,0.075,8.36,2.77,3.77
Erik Sabrowski,Cleveland Guardians,0,19.3,1.86,0.4667,0.1333,7.01,1.69,3.42
Chase Burns,Cincinnati Reds,9,53.0,1.87,0.2657,0.087,6.28,3.5,3.59
Jakob Junis,Texas Rangers,1,19.0,1.89,0.1233,0.0685,7.51,3.24,3.93
Gordon Graceffo,St. Louis Cardinals,0,23.7,1.9,0.1111,0.1111,7.13,4.86,4.49
Brenan Hanifee,Detroit Tigers,2,9.3,1.93,0.1351,0.027,8.78,3.73,4.17
Juan Morillo,Arizona Diamondbacks,0,18.7,1.93,0.2877,0.0685,7.56,2.49,3.7
Richard Lovelady,Washington Nationals,1,18.3,1.96,0.2143,0.1667,8.81,4.28,4.26
Daniel Lynch IV,Kansas City Royals,0,18.3,1.96,0.3425,0.0822,7.46,2.37,3.68
Chris Sale,Atlanta Braves,9,55.0,1.96,0.2963,0.0648,6.13,3.21,3.3
Paul Skenes,Pittsburgh Pirates,9,50.0,1.98,0.3027,0.0378,5.22,2.48,2.78
Payton Tolle,Boston Red Sox,4,22.7,1.99,0.3103,0.069,7.43,2.77,3.69
Brant Hurter,Detroit Tigers,0,22.3,2.01,0.1839,0.092,7.47,3.44,3.95
Grant Taylor,Chicago White Sox,4,22.3,2.01,0.3542,0.0833,8.67,1.5,3.23
Lake Bachar,Miami Marlins,0,22.0,2.05,0.2976,0.0833,7.07,3.08,3.82
Jack Dreyer,Los Angeles Dodgers,0,21.7,2.08,0.2857,0.0714,7.87,2.44,3.6
Brent Headrick,New York Yankees,0,21.7,2.08,0.25,0.087,8.62,3.27,3.9
Jacob Latz,Texas Rangers,1,21.7,2.08,0.2152,0.0633,6.82,2.81,3.73
Kyle Harrison,Milwaukee Brewers,8,38.7,2.09,0.3,0.0813,8.08,2.85,3.35
Michael McGreevy,St. Louis Cardinals,9,51.3,2.1,0.1885,0.0576,6.37,3.84,3.9
Cristopher Sánchez,Philadelphia Phillies,9,55.3,2.11,0.2839,0.0593,9.23,2.18,2.34
Joe Mantiply,Toronto Blue Jays,0,17.0,2.12,0.2388,0.0448,8.56,2.67,3.8
Jacob Misiorowski,Milwaukee Brewers,9,51.0,2.12,0.396,0.0842,5.67,2.26,2.56
Tyler Alexander,Texas Rangers,0,21.0,2.14,0.1778,0.0667,9.17,3.18,3.87
Huascar Brazobán,New York Mets,2,21.0,2.14,0.1951,0.0976,7.52,3.46,3.97
Riley Martin,Chicago Cubs,1,8.3,2.16,0.3226,0.0645,8.33,2.96,4.07
Aaron Ashby,Milwaukee Brewers,1,29.0,2.17,0.3636,0.124,8.0,2.05,3.19
Orion Kerkering,Philadelphia Phillies,0,16.3,2.2,0.1739,0.1014,8.2,4.67,4.37
Eduard Bazardo,Seattle Mariners,0,20.3,2.21,0.2024,0.0833,8.52,3.23,3.9
Hoby Milner,Chicago Cubs,0,20.3,2.21,0.0864,0.0741,7.92,4.85,4.45
Dylan Dodd,Atlanta Braves,0,4.0,2.25,0.25,0.0625,8.66,1.83,4.09
Jake Eder,Los Angeles Dodgers,0,4.0,2.25,0.0667,0.0667,8.66,3.33,4.19
Julian Fernández,Washington Nationals,0,4.0,2.25,0.1667,0.1111,8.66,6.33,4.39
Daniel Palencia,Chicago Cubs,0,8.0,2.25,0.2812,0.0625,8.68,3.21,4.11
Carlos Rodriguez,Milwaukee Brewers,0,4.0,2.25,0.2941,0.0,8.96,3.83,4.22
Eduardo Rodriguez,Arizona Diamondbacks,8,48.0,2.25,0.165,0.11,7.16,4.17,4.18
Shane McClanahan,Tampa Bay Rays,8,39.7,2.27,0.2579,0.0943,6.58,2.48,3.08
Hunter Bigge,Tampa Bay Rays,0,15.7,2.3,0.1967,0.1311,7.25,3.91,4.16
Paxton Schultz,Washington Nationals,0,15.7,2.3,0.2388,0.0448,8.6,3.47,4.05
Martín Pérez,Atlanta Braves,5,35.0,2.31,0.1898,0.0803,7.12,4.2,4.22
Shota Imanaga,Chicago Cubs,9,54.3,2.32,0.2796,0.0616,6.23,2.83,2.96
Taylor Clarke,Arizona Diamondbacks,0,19.3,2.33,0.125,0.0278,7.76,3.44,3.99
Parker Messick,Cleveland Guardians,9,53.7,2.35,0.2829,0.0683,6.78,2.97,3.11
Jared Shuster,St. Louis Cardinals,0,7.7,2.35,0.0625,0.0938,8.58,3.73,4.18
Cooper Criswell,Seattle Mariners,0,19.0,2.37,0.2254,0.0563,8.11,4.24,4.25
Ty Madden,Detroit Tigers,0,11.3,2.38,0.2791,0.0465,8.19,2.64,3.95
Clay Holmes,New York Mets,9,52.7,2.39,0.2093,0.0837,7.08,3.2,3.33
Dylan Cease,Toronto Blue Jays,9,52.3,2.41,0.3456,0.0968,7.27,1.84,2.15
John King,Miami Marlins,0,18.7,2.41,0.2254,0.0986,7.11,4.21,4.24
Gregory Soto,Pittsburgh Pirates,0,22.3,2.42,0.3023,0.1047,7.02,2.68,3.67
Justin Wrobleski,Los Angeles Dodgers,6,44.7,2.42,0.1243,0.0621,7.2,3.55,3.73
Ranger Suarez,Boston Red Sox,8,44.3,2.44,0.2367,0.0651,6.95,2.9,3.25
Andrew Alvarez,Washington Nationals,0,7.3,2.45,0.3448,0.0345,8.77,1.5,3.91
Zach Eflin,Baltimore Orioles,1,3.7,2.45,0.4118,0.1176,8.86,4.45,4.26
Hogan Harris,Athletics,0,22.0,2.45,0.233,0.165,8.42,4.54,4.36
Cade Horton,Chicago Cubs,2,7.3,2.45,0.1538,0.0769,8.32,4.58,4.29
Will Klein,Los Angeles Dodgers,1,18.3,2.45,0.2436,0.0769,8.81,2.16,3.61
Riley O'Brien,St. Louis Cardinals,0,22.0,2.45,0.2941,0.0235,8.27,2.08,3.46
Kendry Rojas,Minnesota Twins,0,7.3,2.45,0.2353,0.2353,8.92,4.17,4.24
Spencer Strider,Atlanta Braves,3,14.7,2.45,0.3103,0.1724,7.85,3.56,4.08
Keaton Winn,San Francisco Giants,0,18.3,2.45,0.2206,0.0882,7.46,2.43,3.69
Fernando Cruz,New York Yankees,0,18.0,2.5,0.3165,0.1392,8.26,3.92,4.15
Chase Silseth,Los Angeles Angels,0,14.3,2.51,0.2121,0.1818,8.5,4.55,4.32
Ryan Helsley,Baltimore Orioles,0,10.7,2.53,0.3261,0.1522,8.29,2.24,3.89
Zack Wheeler,Philadelphia Phillies,4,24.7,2.55,0.2316,0.0632,7.73,2.68,3.6
Orlando Ribalta,Washington Nationals,0,7.0,2.57,0.24,0.08,8.22,2.23,4.01
Bryan Baker,Tampa Bay Rays,0,17.3,2.6,0.2857,0.1143,7.76,2.91,3.86
Brock Burke,Cincinnati Reds,0,20.7,2.61,0.2609,0.1413,8.32,2.79,3.75
Coleman Crow,Milwaukee Brewers,2,10.3,2.61,0.175,0.025,8.33,2.31,3.92
Eli Morgan,Kansas City Royals,0,10.3,2.61,0.2,0.1333,8.48,5.6,4.48
Jacob deGrom,Texas Rangers,8,44.7,2.62,0.3276,0.046,7.2,2.81,3.18
Michael King,San Diego Padres,9,51.3,2.63,0.2439,0.1073,6.37,3.67,3.75
Wandy Peralta,San Diego Padres,0,20.3,2.66,0.186,0.093,8.97,4.75,4.42
Randy Vásquez,San Diego Padres,9,50.3,2.68,0.2217,0.064,7.87,3.28,3.44
Garrett Acton,Minnesota Twins,0,6.7,2.7,0.3214,0.1071,8.42,2.18,4.02
Aaron Civale,Athletics,9,46.7,2.7,0.1724,0.069,9.61,4.22,4.23
Nolan Hoffman,Philadelphia Phillies,0,3.3,2.7,0.1333,0.0667,9.06,2.78,4.17
Joel Kuhnel,Athletics,0,16.7,2.7,0.1212,0.0606,8.46,3.8,4.13
Tarik Skubal,Detroit Tigers,7,43.3,2.7,0.2711,0.0361,7.69,2.09,2.69
Tyler Glasnow,Los Angeles Dodgers,7,39.7,2.72,0.3311,0.0878,5.98,3.23,3.58
Kevin Kelly,Tampa Bay Rays,0,19.7,2.75,0.2055,0.0548,7.57,2.98,3.83
Peter Lambert,Houston Astros,5,29.3,2.76,0.2417,0.1,7.65,2.98,3.63
Gavin Collyer,Texas Rangers,0,9.7,2.79,0.1905,0.1667,8.13,4.53,4.3
Sean Newcomb,Chicago White Sox,0,25.7,2.81,0.2243,0.0748,8.49,2.38,3.45
Kody Funderburk,Minnesota Twins,0,16.0,2.81,0.1429,0.1857,7.8,5.46,4.57
Michael Wacha,Kansas City Royals,9,57.3,2.83,0.2098,0.0804,6.24,4.13,4.13
George Kirby,Seattle Mariners,9,57.0,2.84,0.2026,0.0617,8.24,3.22,3.27
Taj Bradley,Minnesota Twins,8,47.0,2.87,0.2613,0.0854,7.76,3.47,3.64
Nick Mears,Kansas City Royals,0,15.7,2.87,0.1846,0.1231,8.45,3.91,4.16
Casey Mize,Detroit Tigers,6,31.0,2.9,0.2734,0.0859,8.15,2.82,3.51
Trevor McDonald,San Francisco Giants,2,12.3,2.92,0.24,0.04,8.64,3.97,4.19
Gabe Speier,Seattle Mariners,0,12.3,2.92,0.2143,0.0893,9.09,3.65,4.13
Nolan McLean,New York Mets,9,52.3,2.92,0.3153,0.0739,6.37,2.66,2.87
Alex Vesia,Los Angeles Dodgers,0,15.3,2.93,0.3387,0.129,7.75,1.91,3.65
Jalen Beeks,Texas Rangers,0,18.3,2.95,0.2208,0.1039,8.36,3.96,4.16
Jovani Morán,Boston Red Sox,2,24.3,2.96,0.2475,0.1386,7.48,5.01,4.56
Joey Cantillo,Cleveland Guardians,9,45.3,2.98,0.2181,0.1064,8.15,4.1,4.13
Grant Anderson,Milwaukee Brewers,0,18.0,3.0,0.2174,0.1014,8.11,4.03,4.18
Paul Gervase,Los Angeles Dodgers,0,3.0,3.0,0.3571,0.0714,8.96,1.5,4.11
Spencer Miles,Toronto Blue Jays,1,21.0,3.0,0.2093,0.0581,8.42,3.32,3.92
Mason Montgomery,Pittsburgh Pirates,3,18.0,3.0,0.3421,0.1053,8.26,2.97,3.87
Alan Rangel,Philadelphia Phillies,0,3.0,3.0,0.4167,0.0,8.81,1.5,4.11
Blade Tidwell,San Francisco Giants,0,12.0,3.0,0.2128,0.0638,8.54,3.5,4.1
Ryan Weathers,New York Yankees,8,45.0,3.0,0.2983,0.0718,7.75,3.28,3.52
Emerson Hancock,Seattle Mariners,9,53.7,3.02,0.2705,0.0483,7.53,3.6,3.67
Robbie Ray,San Francisco Giants,9,50.3,3.04,0.2414,0.0985,7.27,4.91,4.8
Braydon Fisher,Toronto Blue Jays,1,23.7,3.04,0.2308,0.1099,7.73,3.38,3.91
Cade Smith,Cleveland Guardians,0,20.7,3.05,0.3494,0.0482,8.62,1.5,3.3
Calvin Faucher,Miami Marlins,0,17.7,3.06,0.2237,0.1711,8.01,3.37,3.99
Sam Moll,Cincinnati Reds,0,17.7,3.06,0.2078,0.1299,8.01,4.95,4.46
Chad Patrick,Milwaukee Brewers,5,35.3,3.06,0.1769,0.1156,8.27,3.79,3.98
Jesse Scholtens,Tampa Bay Rays,2,32.3,3.06,0.1838,0.0735,8.11,4.75,4.52
Ryan Thompson,Arizona Diamondbacks,0,14.7,3.07,0.1667,0.1,8.3,4.92,4.41
Braxton Ashcraft,Pittsburgh Pirates,9,55.3,3.09,0.2557,0.0639,7.28,3.16,3.24
Sam Bachman,Los Angeles Angels,0,20.3,3.1,0.275,0.125,7.47,3.67,4.05
Scott Barlow,Athletics,0,20.3,3.1,0.2195,0.1098,7.17,4.51,4.34
Freddy Peralta,New York Mets,9,49.3,3.1,0.2381,0.0905,7.71,3.65,3.76
J.T. Ginn,Athletics,7,43.3,3.12,0.1943,0.0914,7.84,4.19,4.21
Kai-Wei Teng,Houston Astros,2,26.0,3.12,0.2212,0.0769,7.99,3.85,4.08
Caleb Thielbar,Chicago Cubs,0,8.7,3.12,0.2895,0.1316,8.43,5.28,4.4
Garrett Whitlock,Boston Red Sox,0,17.3,3.12,0.3099,0.0845,8.21,3.08,3.91
PJ Poulin,Washington Nationals,5,20.0,3.15,0.1724,0.1379,8.27,5.48,4.66
Drew Rasmussen,Tampa Bay Rays,8,42.7,3.16,0.2529,0.0412,7.34,3.69,3.85
Carter Baumler,Texas Rangers,0,5.7,3.18,0.2222,0.2222,8.57,6.97,4.51
Sonny Gray,Boston Red Sox,7,34.0,3.18,0.1511,0.0576,8.46,4.17,4.21
Erik Miller,San Francisco Giants,0,11.3,3.18,0.3542,0.125,8.34,1.67,3.76
Joe Ryan,Minnesota Twins,10,50.7,3.2,0.2562,0.069,6.92,2.81,3.03
Connelly Early,Boston Red Sox,9,47.7,3.21,0.2261,0.0905,7.66,4.55,4.49
Max Meyer,Miami Marlins,9,47.7,3.21,0.266,0.0837,7.51,3.17,3.39
Max Fried,New York Yankees,10,61.7,3.21,0.2083,0.0792,6.28,2.69,2.69
Brad Lord,Washington Nationals,0,28.0,3.21,0.1765,0.0504,8.59,3.83,4.06
Burch Smith,Detroit Tigers,1,14.0,3.21,0.3,0.1,8.85,2.73,3.89
JoJo Romero,St. Louis Cardinals,0,22.3,3.22,0.2065,0.0978,8.22,4.47,4.33
Shane Drohan,Milwaukee Brewers,1,16.7,3.24,0.2113,0.0845,8.46,2.36,3.73
Didier Fuentes,Atlanta Braves,1,16.7,3.24,0.2941,0.0735,8.01,2.72,3.83
Tobias Myers,New York Mets,1,27.7,3.25,0.2037,0.0463,8.04,4.38,4.31
Bryan King,Houston Astros,0,19.3,3.26,0.1905,0.0952,8.66,3.13,3.89
Tyler Wells,Baltimore Orioles,0,19.3,3.26,0.2346,0.0741,8.81,3.55,4.02
Walbert Ureña,Los Angeles Angels,5,27.3,3.29,0.2185,0.1429,8.09,4.0,4.13
Jonathan Loáisiga,Arizona Diamondbacks,0,16.3,3.31,0.1818,0.0455,8.65,3.14,3.95
Connor Prielipp,Minnesota Twins,4,19.0,3.32,0.2658,0.0886,7.81,4.35,4.28
Graham Ashcraft,Cincinnati Reds,0,21.7,3.32,0.2809,0.1798,7.72,3.59,4.01
JR Ritchie,Atlanta Braves,4,21.7,3.32,0.1828,0.1613,8.02,6.13,4.93
Jack Anderson,Boston Red Sox,0,8.0,3.38,0.1875,0.0625,8.83,3.96,4.21
Robert Garcia,Texas Rangers,0,8.0,3.38,0.1765,0.2059,8.38,4.21,4.24
Luis Mey,Cincinnati Reds,0,8.0,3.38,0.3611,0.1389,8.38,5.71,4.44
Bryce Miller,Seattle Mariners,1,5.3,3.38,0.12,0.04,9.22,4.96,4.31
George Soriano,St. Louis Cardinals,0,18.7,3.38,0.2,0.125,8.01,4.53,4.34
Will Warren,New York Yankees,9,47.3,3.42,0.298,0.0606,8.31,3.06,3.31
Lucas Erceg,Kansas City Royals,0,18.3,3.44,0.2237,0.1579,8.36,3.19,3.93
Jacob Webb,Chicago Cubs,0,18.3,3.44,0.2469,0.0988,8.96,4.34,4.28
Zack Kelly,Boston Red Sox,0,15.7,3.45,0.2059,0.1029,8.45,3.66,4.1
Christian Scott,New York Mets,4,15.7,3.45,0.2857,0.1286,8.45,3.66,4.1
Albert Suárez,Baltimore Orioles,0,15.7,3.45,0.1364,0.1364,8.15,6.15,4.75
Ryan Yarbrough,New York Yankees,0,15.7,3.45,0.2154,0.0769,8.15,3.47,4.05
Bailey Ober,Minnesota Twins,9,52.0,3.46,0.1866,0.0718,6.87,3.81,3.87
Tim Mayza,Philadelphia Phillies,1,23.3,3.47,0.2473,0.0753,7.63,4.37,4.3
Clayton Beeter,Washington Nationals,0,10.3,3.48,0.1957,0.1739,8.03,6.47,4.63
Landen Roupp,San Francisco Giants,9,49.0,3.49,0.2886,0.1045,6.86,2.65,2.95
Pierce Johnson,Cincinnati Reds,0,18.0,3.5,0.2237,0.0789,8.71,3.64,4.07
Foster Griffin,Washington Nationals,9,51.0,3.53,0.23,0.0845,7.32,4.44,4.41
Michael Soroka,Arizona Diamondbacks,8,43.3,3.53,0.2541,0.0649,9.19,3.15,3.46
Jeremiah Estrada,San Diego Padres,0,12.7,3.55,0.3265,0.1224,7.99,3.0,3.99
Mitch Keller,Pittsburgh Pirates,9,52.7,3.59,0.181,0.0714,7.38,3.29,3.41
Mitch Farris,Los Angeles Angels,0,15.0,3.6,0.1667,0.0606,9.75,5.02,4.44
Jaden Hill,Colorado Rockies,0,15.0,3.6,0.2286,0.1286,8.85,3.62,4.09
Gregory Santos,San Francisco Giants,0,5.0,3.6,0.0455,0.1364,8.82,4.48,4.27
Brandon Woodruff,Milwaukee Brewers,6,30.0,3.6,0.2066,0.0579,8.0,3.95,4.1
Yoshinobu Yamamoto,Los Angeles Dodgers,8,50.0,3.6,0.2462,0.0513,7.47,3.9,3.96
John Schreiber,Kansas City Royals,0,17.3,3.63,0.0921,0.1316,8.66,6.43,4.88
Keider Montero,Detroit Tigers,8,44.3,3.65,0.1771,0.0571,7.4,3.83,3.94
JT Brubaker,San Francisco Giants,0,19.7,3.66,0.186,0.1395,8.92,3.95,4.15
Zach Pop,Philadelphia Phillies,1,7.3,3.68,0.1935,0.0968,8.47,3.08,4.11
Cole Sulser,Tampa Bay Rays,1,22.0,3.68,0.1684,0.0947,8.72,3.45,3.96
Kevin Ginkel,Arizona Diamondbacks,0,17.0,3.71,0.2817,0.0563,8.71,2.2,3.67
Edgardo Henriquez,Los Angeles Dodgers,0,17.0,3.71,0.2319,0.1014,8.11,3.55,4.05
Gavin Williams,Cleveland Guardians,9,55.3,3.74,0.2933,0.0978,7.13,3.82,3.86
Seth Lugo,Kansas City Royals,9,52.7,3.76,0.2081,0.086,9.48,2.66,2.86
Erick Fedde,Chicago White Sox,6,43.0,3.77,0.1469,0.0791,7.89,6.01,5.51
Cal Quantrill,Texas Rangers,0,14.3,3.77,0.2,0.1,8.65,3.57,4.09
Anthony Bender,Miami Marlins,0,16.7,3.78,0.2535,0.1127,8.01,2.72,3.83
Logan Gilbert,Seattle Mariners,9,50.0,3.78,0.2549,0.049,8.67,3.86,3.93
David Bednar,New York Yankees,0,19.0,3.79,0.2588,0.0706,9.16,2.56,3.71
Casey Legumina,Tampa Bay Rays,0,19.0,3.79,0.1429,0.0595,9.46,3.08,3.88
Steven Okert,Houston Astros,1,19.0,3.79,0.1818,0.0909,8.26,4.08,4.2
Reynaldo López,Atlanta Braves,5,28.3,3.81,0.2033,0.1138,8.54,5.66,4.92
Garrett Cleavinger,Tampa Bay Rays,0,7.0,3.86,0.303,0.1515,8.82,2.8,4.08
Kevin Gausman,Toronto Blue Jays,9,51.3,3.86,0.2297,0.0431,8.32,3.26,3.4
Brad Keller,Philadelphia Phillies,0,18.7,3.86,0.2949,0.0769,8.61,3.14,3.9
Tyler Kinley,Atlanta Braves,0,18.7,3.86,0.2317,0.1098,8.61,5.44,4.62
Steven Matz,Tampa Bay Rays,7,37.3,3.86,0.1879,0.0872,7.52,4.8,4.59
Matt Strahm,Kansas City Royals,0,16.3,3.86,0.2394,0.0986,8.5,4.86,4.42
Chase Dollander,Colorado Rockies,3,44.0,3.89,0.2487,0.0952,8.2,4.15,4.18
Sandy Alcantara,Miami Marlins,9,57.7,3.9,0.1612,0.0826,8.29,3.72,3.74
Bryan Woo,Seattle Mariners,9,53.0,3.91,0.2227,0.0474,7.48,3.46,3.55
Griffin Jax,Tampa Bay Rays,4,23.0,3.91,0.1818,0.1414,8.43,5.04,4.55
Patrick Corbin,Toronto Blue Jays,7,34.3,3.93,0.1497,0.068,9.46,4.16,4.2
Jameson Taillon,Chicago Cubs,8,45.7,3.94,0.2151,0.086,7.5,5.64,5.31
Blake Treinen,Los Angeles Dodgers,0,13.7,3.95,0.2167,0.0667,9.05,4.18,4.23
Yohan Ramírez,Pittsburgh Pirates,0,25.0,3.96,0.2455,0.1364,7.83,3.84,4.08
Kenley Jansen,Detroit Tigers,0,11.3,3.97,0.3696,0.1087,8.34,4.85,4.36
Jose Quintana,Colorado Rockies,7,34.0,3.97,0.1096,0.1096,8.61,5.55,4.99
Mick Abel,Minnesota Twins,3,20.3,3.98,0.2473,0.1075,9.12,2.74,3.74
Tyler Davis,Chicago White Sox,0,9.0,4.0,0.1875,0.125,7.78,4.53,4.29
Cade Cavalli,Washington Nationals,9,40.3,4.02,0.2316,0.0947,9.78,3.16,3.52
Tommy Nance,Toronto Blue Jays,0,20.0,4.05,0.2927,0.0976,8.27,2.53,3.68
Anthony Nunez,Baltimore Orioles,0,20.0,4.05,0.2588,0.0824,8.42,4.53,4.34
Edward Cabrera,Chicago Cubs,9,51.0,4.06,0.2133,0.0853,8.67,4.47,4.44
Luis Severino,Athletics,9,48.7,4.07,0.2227,0.1374,8.41,4.4,4.37
Tomoyuki Sugano,Colorado Rockies,8,42.0,4.07,0.1387,0.0694,8.34,5.58,5.18
Paul Blackburn,New York Yankees,1,17.7,4.08,0.1392,0.1139,8.91,4.27,4.26
Seranthony Domínguez,Chicago White Sox,0,17.7,4.08,0.2727,0.1299,8.01,5.69,4.67
Dean Kremer,Baltimore Orioles,2,11.0,4.09,0.3721,0.0465,8.39,5.45,4.47
Ryan Rolison,Chicago Cubs,0,11.0,4.09,0.2553,0.1277,8.84,4.9,4.37
Connor Seabold,Detroit Tigers,0,11.0,4.09,0.22,0.1,8.99,5.08,4.4
Sean Burke,Chicago White Sox,7,48.3,4.1,0.203,0.0545,8.61,3.6,3.73
